lepidothrix_coronata ENSLCOG00000005726
poecilia_reticulata ENSPREG00000007696
cyprinodon_variegatus ENSCVAG00000006713
cyprinodon_variegatus ENSCVAG00000003211
fundulus_heteroclitus ENSFHEG00000012321
kryptolebias_marmoratus ENSKMAG00000014156
oryzias_latipes_asm223467v1 ENSORLG00000011063
oryzias_latipes_asm223471v1 ENSORLG00020009504
oryzias_latipes_asm223469v1 ENSORLG00015009530
oryzias_melastigma ENSOMEG00000003341
cynoglossus_semilaevis ENSCSEG00000000420
periophthalmus_magnuspinnatus ENSPMGG00000002888
seriola_lalandi_dorsalis ENSSLDG00000005459
periophthalmus_magnuspinnatus ENSPMGG00000011602
mola_mola ENSMMOG00000016485
hippocampus_comes ENSHCOG00000013427
gadus_morhua ENSGMOG00000005420
esox_lucius ENSELUG00000008633
pygocentrus_nattereri ENSPNAG00000008135
astyanax_mexicanus ENSAMXG00000007245
ictalurus_punctatus ENSIPUG00000006627
danio_rerio ENSDARG00000042894
scleropages_formosus ENSSFOG00015001297
paramormyrops_kingsleyae ENSPKIG00000010770
lepisosteus_oculatus ENSLOCG00000010997
petromyzon_marinus ENSPMAG00000006873
eptatretus_burgeri ENSEBUG00000016751
piliocolobus_tephrosceles ENSPTEG00000013354
piliocolobus_tephrosceles ENSPTEG00000001636
piliocolobus_tephrosceles ENSPTEG00000002075
ciona_intestinalis ENSCING00000005195
ciona_intestinalis ENSCING00000015282
ciona_savignyi ENSCSAVG00000005243
caenorhabditis_elegans_strain_n2 WBGene00022455
drosophila_melanogaster FBgn0024920
saccharomyces_cerevisiae_strain_s288c YOR074C
