choloepus_hoffmanni ENSCHOG00000000838
dipodomys_ordii ENSDORG00000026554
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017111
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015423
fukomys_damarensis ENSFDAG00000018076
chinchilla_lanigera ENSCLAG00000010735
octodon_degus ENSODEG00000012864
cavia_porcellus ENSCPOG00000006133
cavia_aperea ENSCAPG00000009288
oryctolagus_cuniculus ENSOCUG00000010619
ochotona_princeps ENSOPRG00000003855
tupaia_belangeri ENSTBEG00000009519
pan_troglodytes ENSPTRG00000014296
pan_paniscus ENSPPAG00000027995
homo_sapiens ENSG00000100281
gorilla_gorilla ENSGGOG00000014266
pongo_abelii ENSPPYG00000011760
nomascus_leucogenys ENSNLEG00000014194
macaca_mulatta ENSMMUG00000012011
macaca_fascicularis ENSMFAG00000045206
macaca_nemestrina ENSMNEG00000030481
papio_anubis ENSPANG00000021766
theropithecus_gelada ENSTGEG00000015593
cercocebus_atys ENSCATG00000033136
chlorocebus_sabaeus ENSCSAG00000008220
mandrillus_leucophaeus ENSMLEG00000019798
colobus_angolensis_palliatus ENSCANG00000028543
piliocolobus_tephrosceles ENSPTEG00000017989
rhinopithecus_roxellana ENSRROG00000042235
rhinopithecus_bieti ENSRBIG00000043685
cebus_capucinus_imitator ENSCCAG00000033825
callithrix_jacchus ENSCJAG00000000537
aotus_nancymaae ENSANAG00000032277
saimiri_boliviensis_boliviensis ENSSBOG00000028618
carlito_syrichta ENSTSYG00000026732
propithecus_coquereli ENSPCOG00000025597
prolemur_simus ENSPSMG00000021460
microcebus_murinus ENSMICG00000010131
otolemur_garnettii ENSOGAG00000024326
loxodonta_africana ENSLAFG00000021824
echinops_telfairi ENSETEG00000003259
cricetulus_griseus_crigri_1.0 ENSCGRG00000010042
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008111
sorex_araneus ENSSARG00000012850
phascolarctos_cinereus ENSPCIG00000021536
notamacropus_eugenii ENSMEUG00000009712
sarcophilus_harrisii ENSSHAG00000018891
monodelphis_domestica ENSMODG00000001244
ornithorhynchus_anatinus ENSOANG00000010868
pogona_vitticeps ENSPVIG00000024049
anolis_carolinensis ENSACAG00000016748
notechis_scutatus ENSNSUG00000012291
salvator_merianae ENSSMRG00000015767
sphenodon_punctatus ENSSPUG00000011987
taeniopygia_guttata ENSTGUG00000010863
serinus_canaria ENSSCAG00000003974
lonchura_striata_domestica ENSLSDG00000000260
zonotrichia_albicollis ENSZALG00000006502
junco_hyemalis ENSJHYG00000007123
cyanistes_caeruleus ENSCCEG00000006600
parus_major ENSPMJG00000008166
ficedula_albicollis ENSFALG00000013240
manacus_vitellinus ENSMVIG00005017854
lepidothrix_coronata ENSLCOG00000000589
melopsittacus_undulatus ENSMUNG00000000995
calidris_pygmaea ENSCPGG00000011743
calidris_pugnax ENSCPUG00000015316
anser_brachyrhynchus ENSABRG00000003392
anas_platyrhynchos_platyrhynchos ENSAPLG00000008799
meleagris_gallopavo ENSMGAG00000012757
coturnix_japonica ENSCJPG00005018179
gallus_gallus ENSGALG00000044768
numida_meleagris ENSNMEG00000011874
apteryx_owenii ENSAOWG00000015665
apteryx_haastii ENSAHAG00000015603
apteryx_rowi ENSARWG00000015536
dromaius_novaehollandiae ENSDNVG00000007940
nothoprocta_perdicaria ENSNPEG00000000184
crocodylus_porosus ENSCPRG00005018629
gopherus_agassizii ENSGAGG00000016553
chelonoidis_abingdonii ENSCABG00000000049
chrysemys_picta_bellii ENSCPBG00000023163
pelodiscus_sinensis ENSPSIG00000010351
xenopus_tropicalis ENSXETG00000006340
latimeria_chalumnae ENSLACG00000000044
pygocentrus_nattereri ENSPNAG00000023830
astyanax_mexicanus ENSAMXG00000030681
ictalurus_punctatus ENSIPUG00000004613
danio_rerio ENSDARG00000075783
amphiprion_percula ENSAPEG00000015362
amphiprion_ocellaris ENSAOCG00000006971
acanthochromis_polyacanthus ENSAPOG00000003261
stegastes_partitus ENSSPAG00000003688
xiphophorus_couchianus ENSXCOG00000015648
anabas_testudineus ENSATEG00000011233
monopterus_albus ENSMALG00000003701
scophthalmus_maximus ENSSMAG00000003433
cynoglossus_semilaevis ENSCSEG00000014399
seriola_dumerili ENSSDUG00000017480
seriola_lalandi_dorsalis ENSSLDG00000024411
labrus_bergylta ENSLBEG00000024094
labrus_bergylta ENSLBEG00000023804
hippocampus_comes ENSHCOG00000019194
periophthalmus_magnuspinnatus ENSPMGG00000018788
takifugu_rubripes ENSTRUG00000007724
tetraodon_nigroviridis ENSTNIG00000018512
mola_mola ENSMMOG00000007609
gambusia_affinis ENSGAFG00000014974
xiphophorus_maculatus ENSXMAG00000004489
poecilia_formosa ENSPFOG00000007097
poecilia_mexicana ENSPMEG00000003822
poecilia_latipinna ENSPLAG00000005553
poecilia_reticulata ENSPREG00000014834
fundulus_heteroclitus ENSFHEG00000010296
cyprinodon_variegatus ENSCVAG00000002197
kryptolebias_marmoratus ENSKMAG00000012268
oryzias_latipes_asm223467v1 ENSORLG00000015359
oryzias_latipes_asm223471v1 ENSORLG00020004813
oryzias_latipes_asm223469v1 ENSORLG00015016762
oryzias_melastigma ENSOMEG00000009171
haplochromis_burtoni ENSHBUG00000021327
pundamilia_nyererei ENSPNYG00000000445
astatotilapia_calliptera ENSACLG00000019023
neolamprologus_brichardi ENSNBRG00000011693
maylandia_zebra ENSMZEG00005004079
oreochromis_niloticus ENSONIG00000008225
amphilophus_citrinellus ENSACIG00000021800
mastacembelus_armatus ENSMAMG00000008307
gasterosteus_aculeatus ENSGACG00000006744
gadus_morhua ENSGMOG00000004531
esox_lucius ENSELUG00000010039
paramormyrops_kingsleyae ENSPKIG00000010496
scleropages_formosus ENSSFOG00015010243
pygocentrus_nattereri ENSPNAG00000007406
astyanax_mexicanus ENSAMXG00000011410
ictalurus_punctatus ENSIPUG00000016677
petromyzon_marinus ENSPMAG00000004135
eptatretus_burgeri ENSEBUG00000005953
xiphophorus_maculatus ENSXMAG00000025662
oryzias_latipes_asm223467v1 ENSORLG00000028289
ciona_intestinalis ENSCING00000002208
ciona_savignyi ENSCSAVG00000006236
