cavia_aperea ENSCAPG00000016582
seriola_lalandi_dorsalis ENSSLDG00000001107
seriola_dumerili ENSSDUG00000000133
astatotilapia_calliptera ENSACLG00000005878
maylandia_zebra ENSMZEG00005011969
haplochromis_burtoni ENSHBUG00000013165
pundamilia_nyererei ENSPNYG00000010955
neolamprologus_brichardi ENSNBRG00000020975
oreochromis_niloticus ENSONIG00000015342
amphilophus_citrinellus ENSACIG00000007387
labrus_bergylta ENSLBEG00000022387
labrus_bergylta ENSLBEG00000023801
gasterosteus_aculeatus ENSGACG00000010409
takifugu_rubripes ENSTRUG00000000326
tetraodon_nigroviridis ENSTNIG00000004627
mola_mola ENSMMOG00000017559
gadus_morhua ENSGMOG00000017886
lepisosteus_oculatus ENSLOCG00000009442
sphenodon_punctatus ENSSPUG00000009295
petromyzon_marinus ENSPMAG00000003135
petromyzon_marinus ENSPMAG00000008591
eptatretus_burgeri ENSEBUG00000000596
