sphenodon_punctatus ENSSPUG00000014547
cavia_aperea ENSCAPG00000017039
cavia_porcellus ENSCPOG00000032492
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002956
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011403
fukomys_damarensis ENSFDAG00000018505
oryctolagus_cuniculus ENSOCUG00000023995
ochotona_princeps ENSOPRG00000006597
tupaia_belangeri ENSTBEG00000005918
myotis_lucifugus ENSMLUG00000006328
pteropus_vampyrus ENSPVAG00000011284
ursus_americanus ENSUAMG00000008322
ursus_maritimus ENSUMAG00000023434
ailuropoda_melanoleuca ENSAMEG00000017783
neovison_vison ENSNVIG00000017446
mustela_putorius_furo ENSMPUG00000016874
canis_lupus_familiaris ENSCAFG00000010189
canis_lupus_dingo ENSCAFG00020010222
vulpes_vulpes ENSVVUG00000003580
panthera_tigris_altaica ENSPTIG00000018568
panthera_pardus ENSPPRG00000012133
felis_catus ENSFCAG00000001245
mustela_putorius_furo ENSMPUG00000001701
equus_caballus ENSECAG00000018237
equus_asinus_asinus ENSEASG00005015234
bos_taurus ENSBTAG00000002501
bos_mutus ENSBMUG00000001561
bison_bison_bison ENSBBBG00000022416
ovis_aries ENSOARG00000000897
capra_hircus ENSCHIG00000010950
sus_scrofa ENSSSCG00000033359
dasypus_novemcinctus ENSDNOG00000041757
ornithorhynchus_anatinus ENSOANG00000001988
xenopus_tropicalis ENSXETG00000014207
latimeria_chalumnae ENSLACG00000016994
pygocentrus_nattereri ENSPNAG00000000648
astyanax_mexicanus ENSAMXG00000029797
ictalurus_punctatus ENSIPUG00000024642
danio_rerio ENSDARG00000039365
takifugu_rubripes ENSTRUG00000008743
tetraodon_nigroviridis ENSTNIG00000008643
mola_mola ENSMMOG00000010377
cyprinodon_variegatus ENSCVAG00000015025
fundulus_heteroclitus ENSFHEG00000022027
xiphophorus_maculatus ENSXMAG00000003056
xiphophorus_couchianus ENSXCOG00000013262
poecilia_formosa ENSPFOG00000013353
poecilia_latipinna ENSPLAG00000009178
poecilia_mexicana ENSPMEG00000005997
poecilia_reticulata ENSPREG00000017439
gambusia_affinis ENSGAFG00000009558
haplochromis_burtoni ENSHBUG00000021442
pundamilia_nyererei ENSPNYG00000011804
astatotilapia_calliptera ENSACLG00000012762
maylandia_zebra ENSMZEG00005027619
oreochromis_niloticus ENSONIG00000018497
neolamprologus_brichardi ENSNBRG00000019041
amphilophus_citrinellus ENSACIG00000020148
kryptolebias_marmoratus ENSKMAG00000017577
amphiprion_ocellaris ENSAOCG00000021836
amphiprion_percula ENSAPEG00000011760
acanthochromis_polyacanthus ENSAPOG00000017538
stegastes_partitus ENSSPAG00000009359
monopterus_albus ENSMALG00000005512
mastacembelus_armatus ENSMAMG00000021348
anabas_testudineus ENSATEG00000003316
seriola_lalandi_dorsalis ENSSLDG00000025567
seriola_dumerili ENSSDUG00000010628
scophthalmus_maximus ENSSMAG00000000916
labrus_bergylta ENSLBEG00000000740
oryzias_latipes_asm223467v1 ENSORLG00000006871
oryzias_latipes_asm223469v1 ENSORLG00015010416
oryzias_latipes_asm223471v1 ENSORLG00020005182
oryzias_melastigma ENSOMEG00000004791
gasterosteus_aculeatus ENSGACG00000008425
cynoglossus_semilaevis ENSCSEG00000004782
hippocampus_comes ENSHCOG00000003129
periophthalmus_magnuspinnatus ENSPMGG00000015581
gadus_morhua ENSGMOG00000012564
esox_lucius ENSELUG00000004885
paramormyrops_kingsleyae ENSPKIG00000018810
scleropages_formosus ENSSFOG00015006424
lepisosteus_oculatus ENSLOCG00000005475
drosophila_melanogaster FBgn0037556
