dipodomys_ordii ENSDORG00000023575
bos_mutus ENSBMUG00000002007
bos_taurus ENSBTAG00000010984
bison_bison_bison ENSBBBG00000019190
capra_hircus ENSCHIG00000027126
ovis_aries ENSOARG00000013946
ursus_americanus ENSUAMG00000009641
ailuropoda_melanoleuca ENSAMEG00000017839
mustela_putorius_furo ENSMPUG00000010101
neovison_vison ENSNVIG00000016676
canis_lupus_familiaris ENSCAFG00000001020
canis_lupus_dingo ENSCAFG00020001424
vulpes_vulpes ENSVVUG00000021312
panthera_pardus ENSPPRG00000006924
panthera_tigris_altaica ENSPTIG00000016998
felis_catus ENSFCAG00000036907
dasypus_novemcinctus ENSDNOG00000044441
loxodonta_africana ENSLAFG00000011476
echinops_telfairi ENSETEG00000006525
phascolarctos_cinereus ENSPCIG00000034137
sarcophilus_harrisii ENSSHAG00000016132
monodelphis_domestica ENSMODG00000023877
chelonoidis_abingdonii ENSCABG00000004630
gopherus_agassizii ENSGAGG00000013405
chrysemys_picta_bellii ENSCPBG00000007712
pelodiscus_sinensis ENSPSIG00000004956
crocodylus_porosus ENSCPRG00005010431
sphenodon_punctatus ENSSPUG00000009508
sphenodon_punctatus ENSSPUG00000019192
pogona_vitticeps ENSPVIG00000001459
anolis_carolinensis ENSACAG00000028964
salvator_merianae ENSSMRG00000017700
notechis_scutatus ENSNSUG00000004477
xenopus_tropicalis ENSXETG00000016090
latimeria_chalumnae ENSLACG00000016166
scleropages_formosus ENSSFOG00015019995
paramormyrops_kingsleyae ENSPKIG00000010812
fundulus_heteroclitus ENSFHEG00000019829
cyprinodon_variegatus ENSCVAG00000022999
kryptolebias_marmoratus ENSKMAG00000019734
oryzias_latipes_asm223471v1 ENSORLG00020021943
oryzias_latipes_asm223469v1 ENSORLG00015006958
oryzias_latipes_asm223467v1 ENSORLG00000000947
oryzias_melastigma ENSOMEG00000003517
cynoglossus_semilaevis ENSCSEG00000015222
amphiprion_percula ENSAPEG00000022936
amphiprion_ocellaris ENSAOCG00000002501
acanthochromis_polyacanthus ENSAPOG00000019535
stegastes_partitus ENSSPAG00000020441
haplochromis_burtoni ENSHBUG00000021169
pundamilia_nyererei ENSPNYG00000012513
astatotilapia_calliptera ENSACLG00000014554
maylandia_zebra ENSMZEG00005008875
neolamprologus_brichardi ENSNBRG00000007913
oreochromis_niloticus ENSONIG00000017274
amphilophus_citrinellus ENSACIG00000013686
tetraodon_nigroviridis ENSTNIG00000016095
takifugu_rubripes ENSTRUG00000008396
mola_mola ENSMMOG00000013523
labrus_bergylta ENSLBEG00000027623
mastacembelus_armatus ENSMAMG00000021716
monopterus_albus ENSMALG00000016547
anabas_testudineus ENSATEG00000012877
seriola_dumerili ENSSDUG00000020866
seriola_lalandi_dorsalis ENSSLDG00000017164
scophthalmus_maximus ENSSMAG00000007077
hippocampus_comes ENSHCOG00000008057
xiphophorus_maculatus ENSXMAG00000008286
gambusia_affinis ENSGAFG00000006315
poecilia_formosa ENSPFOG00000005930
poecilia_mexicana ENSPMEG00000016790
poecilia_latipinna ENSPLAG00000001166
poecilia_reticulata ENSPREG00000005261
periophthalmus_magnuspinnatus ENSPMGG00000023855
gasterosteus_aculeatus ENSGACG00000020887
gadus_morhua ENSGMOG00000016312
danio_rerio ENSDARG00000053395
pygocentrus_nattereri ENSPNAG00000014740
astyanax_mexicanus ENSAMXG00000043967
esox_lucius ENSELUG00000020947
lepisosteus_oculatus ENSLOCG00000010215
