oryctolagus_cuniculus ENSOCUG00000004411
ailuropoda_melanoleuca ENSAMEG00000005087
canis_lupus_dingo ENSCAFG00020023369
canis_lupus_familiaris ENSCAFG00000016907
vulpes_vulpes ENSVVUG00000003451
neovison_vison ENSNVIG00000006377
mustela_putorius_furo ENSMPUG00000015358
panthera_pardus ENSPPRG00000008067
panthera_tigris_altaica ENSPTIG00000013291
felis_catus ENSFCAG00000002454
equus_caballus ENSECAG00000009723
equus_asinus_asinus ENSEASG00005000301
ovis_aries ENSOARG00000006509
capra_hircus ENSCHIG00000022316
bos_taurus ENSBTAG00000011736
bos_mutus ENSBMUG00000000549
bison_bison_bison ENSBBBG00000021334
tursiops_truncatus ENSTTRG00000007197
sus_scrofa ENSSSCG00000023128
vicugna_pacos ENSVPAG00000007657
erinaceus_europaeus ENSEEUG00000010947
phascolarctos_cinereus ENSPCIG00000013111
notamacropus_eugenii ENSMEUG00000002152
sarcophilus_harrisii ENSSHAG00000014259
monodelphis_domestica ENSMODG00000012268
ornithorhynchus_anatinus ENSOANG00000014859
pogona_vitticeps ENSPVIG00000011256
anolis_carolinensis ENSACAG00000006199
notechis_scutatus ENSNSUG00000007416
salvator_merianae ENSSMRG00000021826
sphenodon_punctatus ENSSPUG00000006526
chelonoidis_abingdonii ENSCABG00000002771
gopherus_agassizii ENSGAGG00000021663
chrysemys_picta_bellii ENSCPBG00000027315
pelodiscus_sinensis ENSPSIG00000005175
meleagris_gallopavo ENSMGAG00000002497
coturnix_japonica ENSCJPG00005019356
gallus_gallus ENSGALG00000041204
numida_meleagris ENSNMEG00000005359
anser_brachyrhynchus ENSABRG00000000212
anas_platyrhynchos_platyrhynchos ENSAPLG00000012620
ficedula_albicollis ENSFALG00000011366
lepidothrix_coronata ENSLCOG00000001565
manacus_vitellinus ENSMVIG00005005223
nothoprocta_perdicaria ENSNPEG00000011851
calidris_pygmaea ENSCPGG00000013339
calidris_pugnax ENSCPUG00000014297
junco_hyemalis ENSJHYG00000007428
apteryx_rowi ENSARWG00000000660
apteryx_haastii ENSAHAG00000013734
apteryx_owenii ENSAOWG00000000505
dromaius_novaehollandiae ENSDNVG00000003344
melopsittacus_undulatus ENSMUNG00000016370
crocodylus_porosus ENSCPRG00005007311
