monopterus_albus ENSMALG00000008628
parus_major ENSPMJG00000011256
cyanistes_caeruleus ENSCCEG00000008438
ficedula_albicollis ENSFALG00000002426
junco_hyemalis ENSJHYG00000008541
zonotrichia_albicollis ENSZALG00000014461
serinus_canaria ENSSCAG00000007075
lonchura_striata_domestica ENSLSDG00000003452
taeniopygia_guttata ENSTGUG00000012401
melopsittacus_undulatus ENSMUNG00000016708
calidris_pugnax ENSCPUG00000007740
calidris_pygmaea ENSCPGG00000008819
anas_platyrhynchos_platyrhynchos ENSAPLG00000005442
anser_brachyrhynchus ENSABRG00000010183
meleagris_gallopavo ENSMGAG00000012572
coturnix_japonica ENSCJPG00005005568
numida_meleagris ENSNMEG00000008233
apteryx_owenii ENSAOWG00000001302
apteryx_rowi ENSARWG00000002954
apteryx_haastii ENSAHAG00000002158
dromaius_novaehollandiae ENSDNVG00000008393
nothoprocta_perdicaria ENSNPEG00000004225
crocodylus_porosus ENSCPRG00005008616
chelonoidis_abingdonii ENSCABG00000004707
gopherus_agassizii ENSGAGG00000025324
chrysemys_picta_bellii ENSCPBG00000015262
pelodiscus_sinensis ENSPSIG00000007852
notamacropus_eugenii ENSMEUG00000004604
phascolarctos_cinereus ENSPCIG00000019484
monodelphis_domestica ENSMODG00000002290
sarcophilus_harrisii ENSSHAG00000018541
ailuropoda_melanoleuca ENSAMEG00000002231
ursus_maritimus ENSUMAG00000021940
neovison_vison ENSNVIG00000005908
mustela_putorius_furo ENSMPUG00000001098
canis_lupus_familiaris ENSCAFG00000000951
canis_lupus_dingo ENSCAFG00020005809
vulpes_vulpes ENSVVUG00000016074
panthera_pardus ENSPPRG00000024799
panthera_tigris_altaica ENSPTIG00000021927
felis_catus ENSFCAG00000024130
sorex_araneus ENSSARG00000014242
bos_taurus ENSBTAG00000006770
bos_mutus ENSBMUG00000013990
bison_bison_bison ENSBBBG00000014987
capra_hircus ENSCHIG00000014274
ovis_aries ENSOARG00000017592
tursiops_truncatus ENSTTRG00000005941
sus_scrofa ENSSSCG00000005995
vicugna_pacos ENSVPAG00000000775
pteropus_vampyrus ENSPVAG00000003720
myotis_lucifugus ENSMLUG00000009773
equus_caballus ENSECAG00000000235
equus_asinus_asinus ENSEASG00005022606
erinaceus_europaeus ENSEEUG00000006440
mus_spicilegus ENSMSIG00000004288
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022369
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020697
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019800
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019810
rattus_norvegicus ENSRNOG00000004412
meriones_unguiculatus ENSMUGG00000024275
cricetulus_griseus_crigri-picr ENSCGRG00015007636
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016522
mesocricetus_auratus ENSMAUG00000001175
microtus_ochrogaster ENSMOCG00000011027
peromyscus_maniculatus_bairdii ENSPEMG00000010652
nannospalax_galili ENSNGAG00000006793
jaculus_jaculus ENSJJAG00000011898
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008315
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018318
fukomys_damarensis ENSFDAG00000013946
cavia_porcellus ENSCPOG00000005797
cavia_aperea ENSCAPG00000015888
octodon_degus ENSODEG00000001856
chinchilla_lanigera ENSCLAG00000005869
castor_canadensis ENSCCNG00000031773
dipodomys_ordii ENSDORG00000013351
urocitellus_parryii ENSUPAG00010002372
spermophilus_dauricus ENSSDAG00000021858
ictidomys_tridecemlineatus ENSSTOG00000008750
marmota_marmota_marmota ENSMMMG00000001106
oryctolagus_cuniculus ENSOCUG00000016195
ochotona_princeps ENSOPRG00000015736
tupaia_belangeri ENSTBEG00000005077
pan_troglodytes ENSPTRG00000020542
pan_paniscus ENSPPAG00000027580
homo_sapiens ENSG00000172167
gorilla_gorilla ENSGGOG00000009870
pongo_abelii ENSPPYG00000018848
nomascus_leucogenys ENSNLEG00000005134
mandrillus_leucophaeus ENSMLEG00000031711
cercocebus_atys ENSCATG00000040612
papio_anubis ENSPANG00000001116
theropithecus_gelada ENSTGEG00000008549
macaca_mulatta ENSMMUG00000002601
macaca_nemestrina ENSMNEG00000040905
macaca_fascicularis ENSMFAG00000030284
chlorocebus_sabaeus ENSCSAG00000010710
rhinopithecus_roxellana ENSRROG00000033432
rhinopithecus_bieti ENSRBIG00000030968
colobus_angolensis_palliatus ENSCANG00000029304
piliocolobus_tephrosceles ENSPTEG00000033354
cebus_capucinus_imitator ENSCCAG00000023289
saimiri_boliviensis_boliviensis ENSSBOG00000030533
callithrix_jacchus ENSCJAG00000005324
aotus_nancymaae ENSANAG00000036099
carlito_syrichta ENSTSYG00000005982
propithecus_coquereli ENSPCOG00000021310
microcebus_murinus ENSMICG00000014639
prolemur_simus ENSPSMG00000021807
otolemur_garnettii ENSOGAG00000014287
choloepus_hoffmanni ENSCHOG00000006939
dasypus_novemcinctus ENSDNOG00000008935
procavia_capensis ENSPCAG00000001579
echinops_telfairi ENSETEG00000017685
loxodonta_africana ENSLAFG00000012989
ornithorhynchus_anatinus ENSOANG00000008087
ornithorhynchus_anatinus ENSOANG00000020039
xenopus_tropicalis ENSXETG00000003129
latimeria_chalumnae ENSLACG00000015717
petromyzon_marinus ENSPMAG00000005232
eptatretus_burgeri ENSEBUG00000016600
ciona_intestinalis ENSCING00000022184
