salvator_merianae ENSSMRG00000017081
neolamprologus_brichardi ENSNBRG00000023797
oreochromis_niloticus ENSONIG00000017713
amphilophus_citrinellus ENSACIG00000009298
periophthalmus_magnuspinnatus ENSPMGG00000016443
gadus_morhua ENSGMOG00000002166
esox_lucius ENSELUG00000016310
pygocentrus_nattereri ENSPNAG00000012026
astyanax_mexicanus ENSAMXG00000036582
ictalurus_punctatus ENSIPUG00000008034
danio_rerio ENSDARG00000026489
paramormyrops_kingsleyae ENSPKIG00000005077
scleropages_formosus ENSSFOG00015010767
paramormyrops_kingsleyae ENSPKIG00000003200
scleropages_formosus ENSSFOG00015018719
lepisosteus_oculatus ENSLOCG00000006229
gopherus_agassizii ENSGAGG00000019219
chrysemys_picta_bellii ENSCPBG00000016987
chelonoidis_abingdonii ENSCABG00000006701
crocodylus_porosus ENSCPRG00005017210
pogona_vitticeps ENSPVIG00000003047
bos_taurus ENSBTAG00000008926
bos_mutus ENSBMUG00000001554
capra_hircus ENSCHIG00000013418
sus_scrofa ENSSSCG00000003771
equus_asinus_asinus ENSEASG00005016990
equus_caballus ENSECAG00000010867
ursus_maritimus ENSUMAG00000006022
ursus_americanus ENSUAMG00000004961
neovison_vison ENSNVIG00000009724
mustela_putorius_furo ENSMPUG00000010799
canis_lupus_dingo ENSCAFG00020015251
vulpes_vulpes ENSVVUG00000030003
felis_catus ENSFCAG00000010330
papio_anubis ENSPANG00000004797
mandrillus_leucophaeus ENSMLEG00000032973
colobus_angolensis_palliatus ENSCANG00000034534
pan_troglodytes ENSPTRG00000000888
pan_paniscus ENSPPAG00000038243
gorilla_gorilla ENSGGOG00000027554
aotus_nancymaae ENSANAG00000004931
microcebus_murinus ENSMICG00000014463
oryctolagus_cuniculus ENSOCUG00000002225
dasypus_novemcinctus ENSDNOG00000013200
phascolarctos_cinereus ENSPCIG00000022984
xenopus_tropicalis ENSXETG00000013137
latimeria_chalumnae ENSLACG00000012547
paramormyrops_kingsleyae ENSPKIG00000009065
