mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019525
poecilia_latipinna ENSPLAG00000019253
poecilia_mexicana ENSPMEG00000022934
poecilia_formosa ENSPFOG00000001928
poecilia_reticulata ENSPREG00000021986
kryptolebias_marmoratus ENSKMAG00000009656
oryzias_latipes_asm223471v1 ENSORLG00020000902
oryzias_latipes_asm223469v1 ENSORLG00015004362
oryzias_melastigma ENSOMEG00000010559
hippocampus_comes ENSHCOG00000017361
takifugu_rubripes ENSTRUG00000018339
tetraodon_nigroviridis ENSTNIG00000006066
mola_mola ENSMMOG00000004249
labrus_bergylta ENSLBEG00000020412
gasterosteus_aculeatus ENSGACG00000006258
monopterus_albus ENSMALG00000019342
mastacembelus_armatus ENSMAMG00000011347
anabas_testudineus ENSATEG00000021672
scophthalmus_maximus ENSSMAG00000020023
cynoglossus_semilaevis ENSCSEG00000019338
seriola_dumerili ENSSDUG00000015469
seriola_lalandi_dorsalis ENSSLDG00000019292
gadus_morhua ENSGMOG00000002104
stegastes_partitus ENSSPAG00000009211
cyprinodon_variegatus ENSCVAG00000006015
periophthalmus_magnuspinnatus ENSPMGG00000016927
gasterosteus_aculeatus ENSGACG00000011956
scophthalmus_maximus ENSSMAG00000002503
monopterus_albus ENSMALG00000021685
mastacembelus_armatus ENSMAMG00000022263
anabas_testudineus ENSATEG00000013894
seriola_dumerili ENSSDUG00000020702
seriola_lalandi_dorsalis ENSSLDG00000006929
labrus_bergylta ENSLBEG00000006157
takifugu_rubripes ENSTRUG00000010354
xiphophorus_maculatus ENSXMAG00000005623
xiphophorus_couchianus ENSXCOG00000013823
gambusia_affinis ENSGAFG00000001008
poecilia_formosa ENSPFOG00000002782
poecilia_mexicana ENSPMEG00000007301
poecilia_latipinna ENSPLAG00000010155
poecilia_reticulata ENSPREG00000020793
kryptolebias_marmoratus ENSKMAG00000015858
amphilophus_citrinellus ENSACIG00000013085
amphilophus_citrinellus ENSACIG00000013207
astatotilapia_calliptera ENSACLG00000026798
maylandia_zebra ENSMZEG00005027325
haplochromis_burtoni ENSHBUG00000017992
pundamilia_nyererei ENSPNYG00000007421
neolamprologus_brichardi ENSNBRG00000009721
oreochromis_niloticus ENSONIG00000001289
amphiprion_percula ENSAPEG00000008319
amphiprion_ocellaris ENSAOCG00000010497
stegastes_partitus ENSSPAG00000013769
periophthalmus_magnuspinnatus ENSPMGG00000019527
monopterus_albus ENSMALG00000003052
monopterus_albus ENSMALG00000016970
mastacembelus_armatus ENSMAMG00000011127
mastacembelus_armatus ENSMAMG00000009884
anabas_testudineus ENSATEG00000016146
anabas_testudineus ENSATEG00000009365
seriola_dumerili ENSSDUG00000009726
seriola_lalandi_dorsalis ENSSLDG00000005935
seriola_lalandi_dorsalis ENSSLDG00000004311
seriola_dumerili ENSSDUG00000008542
haplochromis_burtoni ENSHBUG00000008516
astatotilapia_calliptera ENSACLG00000002939
maylandia_zebra ENSMZEG00005023938
neolamprologus_brichardi ENSNBRG00000022712
oreochromis_niloticus ENSONIG00000015048
amphilophus_citrinellus ENSACIG00000001727
astatotilapia_calliptera ENSACLG00000002232
haplochromis_burtoni ENSHBUG00000008885
pundamilia_nyererei ENSPNYG00000014623
maylandia_zebra ENSMZEG00005005684
oreochromis_niloticus ENSONIG00000015004
neolamprologus_brichardi ENSNBRG00000022479
amphilophus_citrinellus ENSACIG00000000527
amphiprion_percula ENSAPEG00000016961
acanthochromis_polyacanthus ENSAPOG00000018591
stegastes_partitus ENSSPAG00000004864
amphiprion_ocellaris ENSAOCG00000018786
amphiprion_ocellaris ENSAOCG00000022823
amphiprion_percula ENSAPEG00000015336
amphiprion_ocellaris ENSAOCG00000012514
acanthochromis_polyacanthus ENSAPOG00000020350
stegastes_partitus ENSSPAG00000007603
labrus_bergylta ENSLBEG00000000336
labrus_bergylta ENSLBEG00000017590
labrus_bergylta ENSLBEG00000000918
mola_mola ENSMMOG00000012140
mola_mola ENSMMOG00000011535
takifugu_rubripes ENSTRUG00000006543
tetraodon_nigroviridis ENSTNIG00000007970
tetraodon_nigroviridis ENSTNIG00000007963
takifugu_rubripes ENSTRUG00000001496
gasterosteus_aculeatus ENSGACG00000017644
gasterosteus_aculeatus ENSGACG00000017595
scophthalmus_maximus ENSSMAG00000007249
scophthalmus_maximus ENSSMAG00000007842
cynoglossus_semilaevis ENSCSEG00000021700
hippocampus_comes ENSHCOG00000012013
cyprinodon_variegatus ENSCVAG00000010477
fundulus_heteroclitus ENSFHEG00000014469
poecilia_mexicana ENSPMEG00000016348
poecilia_mexicana ENSPMEG00000016082
poecilia_latipinna ENSPLAG00000012515
poecilia_formosa ENSPFOG00000014155
poecilia_reticulata ENSPREG00000019577
xiphophorus_maculatus ENSXMAG00000006010
xiphophorus_couchianus ENSXCOG00000019871
xiphophorus_couchianus ENSXCOG00000019874
poecilia_latipinna ENSPLAG00000010552
gambusia_affinis ENSGAFG00000000410
kryptolebias_marmoratus ENSKMAG00000016774
oryzias_melastigma ENSOMEG00000014834
oryzias_latipes_asm223469v1 ENSORLG00015011395
cyprinodon_variegatus ENSCVAG00000009803
fundulus_heteroclitus ENSFHEG00000014752
xiphophorus_maculatus ENSXMAG00000006140
xiphophorus_couchianus ENSXCOG00000019890
gambusia_affinis ENSGAFG00000000631
poecilia_latipinna ENSPLAG00000008417
poecilia_mexicana ENSPMEG00000000142
poecilia_formosa ENSPFOG00000015307
poecilia_reticulata ENSPREG00000019237
kryptolebias_marmoratus ENSKMAG00000016296
oryzias_latipes_asm223471v1 ENSORLG00020007782
oryzias_latipes_asm223467v1 ENSORLG00000001888
oryzias_latipes_asm223469v1 ENSORLG00015012201
oryzias_melastigma ENSOMEG00000000057
oryzias_latipes_asm223467v1 ENSORLG00000002332
choloepus_hoffmanni ENSCHOG00000010599
pundamilia_nyererei ENSPNYG00000016227
pundamilia_nyererei ENSPNYG00000016265
periophthalmus_magnuspinnatus ENSPMGG00000011726
esox_lucius ENSELUG00000004663
pygocentrus_nattereri ENSPNAG00000020470
astyanax_mexicanus ENSAMXG00000019308
ictalurus_punctatus ENSIPUG00000005908
danio_rerio ENSDARG00000067824
eptatretus_burgeri ENSEBUG00000004343
