fundulus_heteroclitus ENSFHEG00000013575
nothoprocta_perdicaria ENSNPEG00000009559
gallus_gallus ENSGALG00000028998
coturnix_japonica ENSCJPG00005003712
meleagris_gallopavo ENSMGAG00000008718
numida_meleagris ENSNMEG00000010293
anser_brachyrhynchus ENSABRG00000004982
manacus_vitellinus ENSMVIG00005019793
lepidothrix_coronata ENSLCOG00000014413
taeniopygia_guttata ENSTGUG00000001469
lonchura_striata_domestica ENSLSDG00000011426
calidris_pugnax ENSCPUG00000001206
calidris_pygmaea ENSCPGG00000019484
anas_platyrhynchos_platyrhynchos ENSAPLG00000016286
melopsittacus_undulatus ENSMUNG00000012718
ficedula_albicollis ENSFALG00000001207
serinus_canaria ENSSCAG00000011276
zonotrichia_albicollis ENSZALG00000003585
cyanistes_caeruleus ENSCCEG00000014434
parus_major ENSPMJG00000004738
apteryx_rowi ENSARWG00000017162
apteryx_owenii ENSAOWG00000007177
notechis_scutatus ENSNSUG00000003606
phascolarctos_cinereus ENSPCIG00000015811
notamacropus_eugenii ENSMEUG00000006967
sarcophilus_harrisii ENSSHAG00000015962
monodelphis_domestica ENSMODG00000003210
oryctolagus_cuniculus ENSOCUG00000013881
ochotona_princeps ENSOPRG00000002189
propithecus_coquereli ENSPCOG00000020184
capra_hircus ENSCHIG00000010540
ovis_aries ENSOARG00000011207
bos_taurus ENSBTAG00000009734
bos_mutus ENSBMUG00000002723
bison_bison_bison ENSBBBG00000018925
tursiops_truncatus ENSTTRG00000000509
sus_scrofa ENSSSCG00000005368
vicugna_pacos ENSVPAG00000010541
myotis_lucifugus ENSMLUG00000015213
pteropus_vampyrus ENSPVAG00000005927
ursus_americanus ENSUAMG00000005473
ailuropoda_melanoleuca ENSAMEG00000004743
neovison_vison ENSNVIG00000015480
mustela_putorius_furo ENSMPUG00000006414
canis_lupus_dingo ENSCAFG00020018559
canis_lupus_familiaris ENSCAFG00000002454
vulpes_vulpes ENSVVUG00000019722
panthera_pardus ENSPPRG00000024172
felis_catus ENSFCAG00000045844
equus_asinus_asinus ENSEASG00005022799
sorex_araneus ENSSARG00000007293
procavia_capensis ENSPCAG00000010071
echinops_telfairi ENSETEG00000009710
homo_sapiens ENSG00000136936
gorilla_gorilla ENSGGOG00000001381
pan_paniscus ENSPPAG00000040453
pan_troglodytes ENSPTRG00000021168
pongo_abelii ENSPPYG00000019427
nomascus_leucogenys ENSNLEG00000008102
cercocebus_atys ENSCATG00000042099
mandrillus_leucophaeus ENSMLEG00000043635
papio_anubis ENSPANG00000025590
theropithecus_gelada ENSTGEG00000003245
macaca_fascicularis ENSMFAG00000001886
macaca_nemestrina ENSMNEG00000034248
macaca_mulatta ENSMMUG00000012282
chlorocebus_sabaeus ENSCSAG00000010939
rhinopithecus_roxellana ENSRROG00000029946
rhinopithecus_bieti ENSRBIG00000036894
colobus_angolensis_palliatus ENSCANG00000038485
piliocolobus_tephrosceles ENSPTEG00000025417
cebus_capucinus_imitator ENSCCAG00000033822
saimiri_boliviensis_boliviensis ENSSBOG00000002465
callithrix_jacchus ENSCJAG00000010911
aotus_nancymaae ENSANAG00000030111
carlito_syrichta ENSTSYG00000011945
microcebus_murinus ENSMICG00000012722
prolemur_simus ENSPSMG00000023731
otolemur_garnettii ENSOGAG00000013895
castor_canadensis ENSCCNG00000017844
cavia_aperea ENSCAPG00000011793
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028329
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028319
meriones_unguiculatus ENSMUGG00000011338
mesocricetus_auratus ENSMAUG00000013273
peromyscus_maniculatus_bairdii ENSPEMG00000020005
microtus_ochrogaster ENSMOCG00000011882
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026946
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025983
mus_spicilegus ENSMSIG00000020573
rattus_norvegicus ENSRNOG00000009576
cricetulus_griseus_crigri-picr ENSCGRG00015028009
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024097
cricetulus_griseus_crigri_1.0 ENSCGRG00000007387
nannospalax_galili ENSNGAG00000011559
jaculus_jaculus ENSJJAG00000021732
dipodomys_ordii ENSDORG00000013654
chinchilla_lanigera ENSCLAG00000015528
octodon_degus ENSODEG00000001712
cavia_porcellus ENSCPOG00000001544
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001605
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009770
fukomys_damarensis ENSFDAG00000010785
urocitellus_parryii ENSUPAG00010016358
ictidomys_tridecemlineatus ENSSTOG00000002720
marmota_marmota_marmota ENSMMMG00000005176
panthera_tigris_altaica ENSPTIG00000017913
ursus_maritimus ENSUMAG00000012388
spermophilus_dauricus ENSSDAG00000020440
loxodonta_africana ENSLAFG00000006003
dasypus_novemcinctus ENSDNOG00000006910
choloepus_hoffmanni ENSCHOG00000010361
equus_caballus ENSECAG00000010236
erinaceus_europaeus ENSEEUG00000005872
tupaia_belangeri ENSTBEG00000005588
ornithorhynchus_anatinus ENSOANG00000006385
xenopus_tropicalis ENSXETG00000010181
latimeria_chalumnae ENSLACG00000013809
petromyzon_marinus ENSPMAG00000005522
eptatretus_burgeri ENSEBUG00000010261
caenorhabditis_elegans_strain_n2 WBGene00006963
ciona_savignyi ENSCSAVG00000007428
ciona_intestinalis ENSCING00000001643
drosophila_melanogaster FBgn0004832
saccharomyces_cerevisiae_strain_s288c YMR201C
