manacus_vitellinus ENSMVIG00005005015
xenopus_tropicalis ENSXETG00000026151
latimeria_chalumnae ENSLACG00000002661
fundulus_heteroclitus ENSFHEG00000009966
cyprinodon_variegatus ENSCVAG00000007255
xiphophorus_maculatus ENSXMAG00000004759
gambusia_affinis ENSGAFG00000020149
poecilia_formosa ENSPFOG00000010326
poecilia_latipinna ENSPLAG00000002135
poecilia_mexicana ENSPMEG00000019064
poecilia_reticulata ENSPREG00000010919
kryptolebias_marmoratus ENSKMAG00000006523
oryzias_latipes_asm223469v1 ENSORLG00015018532
oryzias_latipes_asm223467v1 ENSORLG00000000880
oryzias_latipes_asm223471v1 ENSORLG00020004339
oryzias_melastigma ENSOMEG00000014655
astatotilapia_calliptera ENSACLG00000013778
maylandia_zebra ENSMZEG00005021620
haplochromis_burtoni ENSHBUG00000010362
pundamilia_nyererei ENSPNYG00000013216
oreochromis_niloticus ENSONIG00000009365
neolamprologus_brichardi ENSNBRG00000021521
amphilophus_citrinellus ENSACIG00000015939
amphiprion_percula ENSAPEG00000006555
amphiprion_ocellaris ENSAOCG00000014437
acanthochromis_polyacanthus ENSAPOG00000001732
stegastes_partitus ENSSPAG00000022473
scophthalmus_maximus ENSSMAG00000006646
cynoglossus_semilaevis ENSCSEG00000002301
seriola_dumerili ENSSDUG00000014684
seriola_lalandi_dorsalis ENSSLDG00000019446
mastacembelus_armatus ENSMAMG00000008266
monopterus_albus ENSMALG00000006584
anabas_testudineus ENSATEG00000003346
gasterosteus_aculeatus ENSGACG00000004662
labrus_bergylta ENSLBEG00000016259
takifugu_rubripes ENSTRUG00000010488
tetraodon_nigroviridis ENSTNIG00000004165
mola_mola ENSMMOG00000014951
hippocampus_comes ENSHCOG00000004674
periophthalmus_magnuspinnatus ENSPMGG00000014856
gadus_morhua ENSGMOG00000006577
esox_lucius ENSELUG00000003733
pygocentrus_nattereri ENSPNAG00000012769
astyanax_mexicanus ENSAMXG00000018583
ictalurus_punctatus ENSIPUG00000012890
danio_rerio ENSDARG00000027403
scleropages_formosus ENSSFOG00015000739
paramormyrops_kingsleyae ENSPKIG00000012056
lepisosteus_oculatus ENSLOCG00000001659
eptatretus_burgeri ENSEBUG00000009006
