cynoglossus_semilaevis ENSCSEG00000018166
phascolarctos_cinereus ENSPCIG00000018483
homo_sapiens ENSG00000196767
gorilla_gorilla ENSGGOG00000027353
pan_paniscus ENSPPAG00000017170
pan_troglodytes ENSPTRG00000040705
pongo_abelii ENSPPYG00000020510
rhinopithecus_roxellana ENSRROG00000021568
rhinopithecus_bieti ENSRBIG00000011650
piliocolobus_tephrosceles ENSPTEG00000010726
colobus_angolensis_palliatus ENSCANG00000037977
mandrillus_leucophaeus ENSMLEG00000023471
cercocebus_atys ENSCATG00000019383
chlorocebus_sabaeus ENSCSAG00000000074
macaca_mulatta ENSMMUG00000003112
macaca_fascicularis ENSMFAG00000027128
macaca_nemestrina ENSMNEG00000024620
theropithecus_gelada ENSTGEG00000026302
cebus_capucinus_imitator ENSCCAG00000032378
saimiri_boliviensis_boliviensis ENSSBOG00000016286
callithrix_jacchus ENSCJAG00000002526
aotus_nancymaae ENSANAG00000007162
carlito_syrichta ENSTSYG00000037566
propithecus_coquereli ENSPCOG00000025961
prolemur_simus ENSPSMG00000009789
microcebus_murinus ENSMICG00000017301
otolemur_garnettii ENSOGAG00000002820
dipodomys_ordii ENSDORG00000006273
castor_canadensis ENSCCNG00000014435
mus_spicilegus ENSMSIG00000016535
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056854
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034512
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033348
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031888
rattus_norvegicus ENSRNOG00000002784
meriones_unguiculatus ENSMUGG00000011742
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011962
cricetulus_griseus_crigri_1.0 ENSCGRG00000018445
cricetulus_griseus_crigri-picr ENSCGRG00015018527
mesocricetus_auratus ENSMAUG00000016709
peromyscus_maniculatus_bairdii ENSPEMG00000003663
microtus_ochrogaster ENSMOCG00000001063
nannospalax_galili ENSNGAG00000013024
jaculus_jaculus ENSJJAG00000012452
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004850
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011527
fukomys_damarensis ENSFDAG00000018526
chinchilla_lanigera ENSCLAG00000017671
octodon_degus ENSODEG00000019055
cavia_porcellus ENSCPOG00000003372
spermophilus_dauricus ENSSDAG00000015951
marmota_marmota_marmota ENSMMMG00000010737
ictidomys_tridecemlineatus ENSSTOG00000026467
oryctolagus_cuniculus ENSOCUG00000010927
pteropus_vampyrus ENSPVAG00000001305
myotis_lucifugus ENSMLUG00000004140
capra_hircus ENSCHIG00000002076
ovis_aries ENSOARG00000006191
bos_taurus ENSBTAG00000015712
bos_mutus ENSBMUG00000014795
bison_bison_bison ENSBBBG00000019937
sus_scrofa ENSSSCG00000012454
vicugna_pacos ENSVPAG00000010779
equus_caballus ENSECAG00000002519
equus_asinus_asinus ENSEASG00005005148
ursus_americanus ENSUAMG00000027937
ursus_maritimus ENSUMAG00000023858
ailuropoda_melanoleuca ENSAMEG00000019562
neovison_vison ENSNVIG00000017784
mustela_putorius_furo ENSMPUG00000020194
canis_lupus_dingo ENSCAFG00020009214
canis_lupus_familiaris ENSCAFG00000017368
vulpes_vulpes ENSVVUG00000011203
panthera_pardus ENSPPRG00000012512
panthera_tigris_altaica ENSPTIG00000005978
felis_catus ENSFCAG00000011964
choloepus_hoffmanni ENSCHOG00000002799
dasypus_novemcinctus ENSDNOG00000004912
loxodonta_africana ENSLAFG00000015688
salvator_merianae ENSSMRG00000008536
gopherus_agassizii ENSGAGG00000023565
chelonoidis_abingdonii ENSCABG00000004917
chrysemys_picta_bellii ENSCPBG00000014480
pelodiscus_sinensis ENSPSIG00000000094
crocodylus_porosus ENSCPRG00005010851
sphenodon_punctatus ENSSPUG00000011620
xenopus_tropicalis ENSXETG00000014504
dromaius_novaehollandiae ENSDNVG00000018190
apteryx_haastii ENSAHAG00000006813
nothoprocta_perdicaria ENSNPEG00000013922
gallus_gallus ENSGALG00000029329
coturnix_japonica ENSCJPG00005016482
numida_meleagris ENSNMEG00000020689
anser_brachyrhynchus ENSABRG00000007243
lonchura_striata_domestica ENSLSDG00000018216
junco_hyemalis ENSJHYG00000008579
lepidothrix_coronata ENSLCOG00000002711
calidris_pygmaea ENSCPGG00000018972
latimeria_chalumnae ENSLACG00000007782
paramormyrops_kingsleyae ENSPKIG00000022395
paramormyrops_kingsleyae ENSPKIG00000014144
scleropages_formosus ENSSFOG00015011978
astyanax_mexicanus ENSAMXG00000026471
pygocentrus_nattereri ENSPNAG00000002004
ictalurus_punctatus ENSIPUG00000014474
lepisosteus_oculatus ENSLOCG00000017491
