sus_scrofa ENSSSCG00000015696
zonotrichia_albicollis ENSZALG00000006530
junco_hyemalis ENSJHYG00000017957
serinus_canaria ENSSCAG00000010603
ficedula_albicollis ENSFALG00000013726
cyanistes_caeruleus ENSCCEG00000008968
parus_major ENSPMJG00000019942
lepidothrix_coronata ENSLCOG00000007908
manacus_vitellinus ENSMVIG00005008569
calidris_pugnax ENSCPUG00000009638
melopsittacus_undulatus ENSMUNG00000000710
gallus_gallus ENSGALG00000054339
coturnix_japonica ENSCJPG00005020458
meleagris_gallopavo ENSMGAG00000015963
numida_meleagris ENSNMEG00000023199
anas_platyrhynchos_platyrhynchos ENSAPLG00000029463
anser_brachyrhynchus ENSABRG00000003516
calidris_pygmaea ENSCPGG00000013199
apteryx_haastii ENSAHAG00000000713
apteryx_owenii ENSAOWG00000017067
apteryx_rowi ENSARWG00000002139
dromaius_novaehollandiae ENSDNVG00000001997
nothoprocta_perdicaria ENSNPEG00000000691
crocodylus_porosus ENSCPRG00005003797
gopherus_agassizii ENSGAGG00000021179
chelonoidis_abingdonii ENSCABG00000014592
chrysemys_picta_bellii ENSCPBG00000010231
gopherus_agassizii ENSGAGG00000021176
pelodiscus_sinensis ENSPSIG00000008213
notechis_scutatus ENSNSUG00000009065
pogona_vitticeps ENSPVIG00000000800
salvator_merianae ENSSMRG00000014417
ornithorhynchus_anatinus ENSOANG00000002761
scleropages_formosus ENSSFOG00015020163
paramormyrops_kingsleyae ENSPKIG00000004594
labrus_bergylta ENSLBEG00000025386
gasterosteus_aculeatus ENSGACG00000002188
scophthalmus_maximus ENSSMAG00000004542
cynoglossus_semilaevis ENSCSEG00000019038
seriola_dumerili ENSSDUG00000010471
haplochromis_burtoni ENSHBUG00000017764
astatotilapia_calliptera ENSACLG00000007155
neolamprologus_brichardi ENSNBRG00000014841
acanthochromis_polyacanthus ENSAPOG00000002037
xiphophorus_maculatus ENSXMAG00000024285
xiphophorus_couchianus ENSXCOG00000014522
gambusia_affinis ENSGAFG00000018347
poecilia_mexicana ENSPMEG00000023237
poecilia_latipinna ENSPLAG00000023672
poecilia_formosa ENSPFOG00000000202
poecilia_reticulata ENSPREG00000016430
cyprinodon_variegatus ENSCVAG00000000547
fundulus_heteroclitus ENSFHEG00000005140
kryptolebias_marmoratus ENSKMAG00000018284
amphilophus_citrinellus ENSACIG00000015273
pundamilia_nyererei ENSPNYG00000009952
stegastes_partitus ENSSPAG00000003371
amphiprion_percula ENSAPEG00000008294
amphiprion_ocellaris ENSAOCG00000014352
maylandia_zebra ENSMZEG00005000887
seriola_lalandi_dorsalis ENSSLDG00000021537
monopterus_albus ENSMALG00000012674
mastacembelus_armatus ENSMAMG00000013337
anabas_testudineus ENSATEG00000011930
oryzias_latipes_asm223467v1 ENSORLG00000018131
oryzias_latipes_asm223471v1 ENSORLG00020011957
oryzias_latipes_asm223469v1 ENSORLG00015008106
oryzias_melastigma ENSOMEG00000011768
mola_mola ENSMMOG00000005455
tetraodon_nigroviridis ENSTNIG00000007562
gadus_morhua ENSGMOG00000005251
esox_lucius ENSELUG00000004966
pygocentrus_nattereri ENSPNAG00000006388
astyanax_mexicanus ENSAMXG00000010253
ictalurus_punctatus ENSIPUG00000002052
danio_rerio ENSDARG00000094272
lepisosteus_oculatus ENSLOCG00000001750
petromyzon_marinus ENSPMAG00000003578
ciona_savignyi ENSCSAVG00000003426
caenorhabditis_elegans_strain_n2 WBGene00017578
saccharomyces_cerevisiae_strain_s288c YLR362W
