gadus_morhua ENSGMOG00000010891
cavia_aperea ENSCAPG00000009264
octodon_degus ENSODEG00000014128
chinchilla_lanigera ENSCLAG00000005812
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000879
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009999
fukomys_damarensis ENSFDAG00000007851
spermophilus_dauricus ENSSDAG00000013377
ictidomys_tridecemlineatus ENSSTOG00000003389
urocitellus_parryii ENSUPAG00010002365
marmota_marmota_marmota ENSMMMG00000005751
castor_canadensis ENSCCNG00000017328
dipodomys_ordii ENSDORG00000009794
mus_spicilegus ENSMSIG00000025185
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034574
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018674
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017829
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029585
rattus_norvegicus ENSRNOG00000004345
meriones_unguiculatus ENSMUGG00000016063
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023737
cricetulus_griseus_crigri_1.0 ENSCGRG00000005774
cricetulus_griseus_crigri-picr ENSCGRG00015026899
mesocricetus_auratus ENSMAUG00000003647
peromyscus_maniculatus_bairdii ENSPEMG00000007798
microtus_ochrogaster ENSMOCG00000019057
cricetulus_griseus_crigri_1.0 ENSCGRG00000000105
nannospalax_galili ENSNGAG00000011448
jaculus_jaculus ENSJJAG00000018690
oryctolagus_cuniculus ENSOCUG00000003608
ochotona_princeps ENSOPRG00000005334
tupaia_belangeri ENSTBEG00000008611
pan_troglodytes ENSPTRG00000006398
pan_paniscus ENSPPAG00000030494
homo_sapiens ENSG00000100592
gorilla_gorilla ENSGGOG00000012922
pongo_abelii ENSPPYG00000005862
nomascus_leucogenys ENSNLEG00000013412
theropithecus_gelada ENSTGEG00000014044
papio_anubis ENSPANG00000009285
cercocebus_atys ENSCATG00000033906
mandrillus_leucophaeus ENSMLEG00000040046
macaca_fascicularis ENSMFAG00000030743
macaca_mulatta ENSMMUG00000021070
macaca_nemestrina ENSMNEG00000022401
chlorocebus_sabaeus ENSCSAG00000014331
colobus_angolensis_palliatus ENSCANG00000033742
piliocolobus_tephrosceles ENSPTEG00000002048
rhinopithecus_roxellana ENSRROG00000045118
rhinopithecus_bieti ENSRBIG00000031059
saimiri_boliviensis_boliviensis ENSSBOG00000034447
cebus_capucinus_imitator ENSCCAG00000020704
callithrix_jacchus ENSCJAG00000018906
aotus_nancymaae ENSANAG00000025544
carlito_syrichta ENSTSYG00000009941
microcebus_murinus ENSMICG00000012461
microcebus_murinus ENSMICG00000034505
prolemur_simus ENSPSMG00000025800
propithecus_coquereli ENSPCOG00000026863
pteropus_vampyrus ENSPVAG00000002766
myotis_lucifugus ENSMLUG00000006528
sus_scrofa ENSSSCG00000005078
vicugna_pacos ENSVPAG00000005219
bos_mutus ENSBMUG00000000880
bos_taurus ENSBTAG00000005984
bison_bison_bison ENSBBBG00000000691
ovis_aries ENSOARG00000021117
capra_hircus ENSCHIG00000000665
tursiops_truncatus ENSTTRG00000001276
ursus_maritimus ENSUMAG00000013984
ursus_maritimus ENSUMAG00000013973
ursus_americanus ENSUAMG00000005208
ailuropoda_melanoleuca ENSAMEG00000002672
neovison_vison ENSNVIG00000005958
mustela_putorius_furo ENSMPUG00000006204
canis_lupus_familiaris ENSCAFG00000015505
canis_lupus_dingo ENSCAFG00020008393
vulpes_vulpes ENSVVUG00000029522
panthera_pardus ENSPPRG00000000454
panthera_tigris_altaica ENSPTIG00000007147
felis_catus ENSFCAG00000015646
equus_asinus_asinus ENSEASG00005016181
equus_caballus ENSECAG00000009258
sorex_araneus ENSSARG00000010137
erinaceus_europaeus ENSEEUG00000011778
dasypus_novemcinctus ENSDNOG00000003584
choloepus_hoffmanni ENSCHOG00000004383
loxodonta_africana ENSLAFG00000001109
procavia_capensis ENSPCAG00000004018
otolemur_garnettii ENSOGAG00000004895
echinops_telfairi ENSETEG00000019884
notamacropus_eugenii ENSMEUG00000002486
phascolarctos_cinereus ENSPCIG00000020361
sarcophilus_harrisii ENSSHAG00000008030
monodelphis_domestica ENSMODG00000008221
xenopus_tropicalis ENSXETG00000017030
lonchura_striata_domestica ENSLSDG00000013100
apteryx_owenii ENSAOWG00000017445
dromaius_novaehollandiae ENSDNVG00000001012
apteryx_rowi ENSARWG00000017335
nothoprocta_perdicaria ENSNPEG00000012174
melopsittacus_undulatus ENSMUNG00000002555
calidris_pygmaea ENSCPGG00000012954
manacus_vitellinus ENSMVIG00005009432
lepidothrix_coronata ENSLCOG00000006206
junco_hyemalis ENSJHYG00000014249
zonotrichia_albicollis ENSZALG00000005685
serinus_canaria ENSSCAG00000005439
taeniopygia_guttata ENSTGUG00000013012
parus_major ENSPMJG00000002388
cyanistes_caeruleus ENSCCEG00000010990
ficedula_albicollis ENSFALG00000003497
coturnix_japonica ENSCJPG00005005662
coturnix_japonica ENSCJPG00005005659
gallus_gallus ENSGALG00000012017
numida_meleagris ENSNMEG00000016995
anser_brachyrhynchus ENSABRG00000013503
anas_platyrhynchos_platyrhynchos ENSAPLG00000013283
meleagris_gallopavo ENSMGAG00000013601
ornithorhynchus_anatinus ENSOANG00000011840
labrus_bergylta ENSLBEG00000008484
labrus_bergylta ENSLBEG00000008510
oryzias_latipes_asm223467v1 ENSORLG00000008721
oryzias_latipes_asm223469v1 ENSORLG00015001046
oryzias_latipes_asm223471v1 ENSORLG00020004646
oryzias_melastigma ENSOMEG00000023597
kryptolebias_marmoratus ENSKMAG00000011793
xiphophorus_maculatus ENSXMAG00000013747
xiphophorus_couchianus ENSXCOG00000009154
gambusia_affinis ENSGAFG00000010549
poecilia_mexicana ENSPMEG00000009262
poecilia_formosa ENSPFOG00000009631
cyprinodon_variegatus ENSCVAG00000019798
fundulus_heteroclitus ENSFHEG00000002452
stegastes_partitus ENSSPAG00000004047
gasterosteus_aculeatus ENSGACG00000001996
tetraodon_nigroviridis ENSTNIG00000008285
seriola_dumerili ENSSDUG00000021411
seriola_lalandi_dorsalis ENSSLDG00000012562
scophthalmus_maximus ENSSMAG00000015151
mastacembelus_armatus ENSMAMG00000016640
monopterus_albus ENSMALG00000008697
anabas_testudineus ENSATEG00000014304
amphiprion_ocellaris ENSAOCG00000019900
amphiprion_percula ENSAPEG00000006976
acanthochromis_polyacanthus ENSAPOG00000006942
stegastes_partitus ENSSPAG00000003966
amphilophus_citrinellus ENSACIG00000003235
hippocampus_comes ENSHCOG00000019042
periophthalmus_magnuspinnatus ENSPMGG00000006579
petromyzon_marinus ENSPMAG00000000819
ciona_intestinalis ENSCING00000006310
drosophila_melanogaster FBgn0025641
