notechis_scutatus ENSNSUG00000013311
cavia_porcellus ENSCPOG00000010084
urocitellus_parryii ENSUPAG00010011735
marmota_marmota_marmota ENSMMMG00000021706
ictidomys_tridecemlineatus ENSSTOG00000024329
spermophilus_dauricus ENSSDAG00000008416
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032410
mus_spicilegus ENSMSIG00000012945
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037103
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031292
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022898
rattus_norvegicus ENSRNOG00000006551
meriones_unguiculatus ENSMUGG00000014932
microtus_ochrogaster ENSMOCG00000017126
peromyscus_maniculatus_bairdii ENSPEMG00000012514
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023898
cricetulus_griseus_crigri_1.0 ENSCGRG00000013602
cricetulus_griseus_crigri-picr ENSCGRG00015016466
mesocricetus_auratus ENSMAUG00000010865
nannospalax_galili ENSNGAG00000009961
jaculus_jaculus ENSJJAG00000020594
castor_canadensis ENSCCNG00000020395
dasypus_novemcinctus ENSDNOG00000045057
loxodonta_africana ENSLAFG00000010147
procavia_capensis ENSPCAG00000010122
monodelphis_domestica ENSMODG00000012004
monodelphis_domestica ENSMODG00000017465
phascolarctos_cinereus ENSPCIG00000029768
notamacropus_eugenii ENSMEUG00000015841
sarcophilus_harrisii ENSSHAG00000010157
ornithorhynchus_anatinus ENSOANG00000009410
xenopus_tropicalis ENSXETG00000005570
latimeria_chalumnae ENSLACG00000014304
paramormyrops_kingsleyae ENSPKIG00000003156
scleropages_formosus ENSSFOG00015018822
monopterus_albus ENSMALG00000006153
mastacembelus_armatus ENSMAMG00000011813
mola_mola ENSMMOG00000021385
xiphophorus_maculatus ENSXMAG00000012868
xiphophorus_couchianus ENSXCOG00000014448
gambusia_affinis ENSGAFG00000010462
poecilia_latipinna ENSPLAG00000010739
poecilia_formosa ENSPFOG00000005125
poecilia_mexicana ENSPMEG00000014043
poecilia_reticulata ENSPREG00000000418
scophthalmus_maximus ENSSMAG00000004136
amphiprion_ocellaris ENSAOCG00000010062
amphiprion_percula ENSAPEG00000013391
acanthochromis_polyacanthus ENSAPOG00000009405
stegastes_partitus ENSSPAG00000008417
fundulus_heteroclitus ENSFHEG00000009594
cyprinodon_variegatus ENSCVAG00000001882
kryptolebias_marmoratus ENSKMAG00000018543
seriola_dumerili ENSSDUG00000002448
anabas_testudineus ENSATEG00000019319
labrus_bergylta ENSLBEG00000005227
haplochromis_burtoni ENSHBUG00000001095
pundamilia_nyererei ENSPNYG00000001330
maylandia_zebra ENSMZEG00005007530
astatotilapia_calliptera ENSACLG00000020575
neolamprologus_brichardi ENSNBRG00000023810
oreochromis_niloticus ENSONIG00000017709
amphilophus_citrinellus ENSACIG00000009425
seriola_lalandi_dorsalis ENSSLDG00000013026
tetraodon_nigroviridis ENSTNIG00000014068
takifugu_rubripes ENSTRUG00000010245
oryzias_latipes_asm223469v1 ENSORLG00015003836
oryzias_latipes_asm223471v1 ENSORLG00020005308
oryzias_latipes_asm223467v1 ENSORLG00000011832
oryzias_melastigma ENSOMEG00000013277
hippocampus_comes ENSHCOG00000020472
cynoglossus_semilaevis ENSCSEG00000011464
periophthalmus_magnuspinnatus ENSPMGG00000016452
esox_lucius ENSELUG00000016361
pygocentrus_nattereri ENSPNAG00000026063
astyanax_mexicanus ENSAMXG00000010080
ictalurus_punctatus ENSIPUG00000006001
danio_rerio ENSDARG00000077790
lepisosteus_oculatus ENSLOCG00000006211
eptatretus_burgeri ENSEBUG00000007162
drosophila_melanogaster FBgn0037814
