cavia_porcellus ENSCPOG00000039173
loxodonta_africana ENSLAFG00000017850
dasypus_novemcinctus ENSDNOG00000036624
choloepus_hoffmanni ENSCHOG00000011732
papio_anubis ENSPANG00000011222
macaca_mulatta ENSMMUG00000041181
theropithecus_gelada ENSTGEG00000023527
gorilla_gorilla ENSGGOG00000008772
nomascus_leucogenys ENSNLEG00000013201
rhinopithecus_roxellana ENSRROG00000041931
rhinopithecus_bieti ENSRBIG00000027088
macaca_nemestrina ENSMNEG00000043382
macaca_fascicularis ENSMFAG00000002748
cercocebus_atys ENSCATG00000043532
mandrillus_leucophaeus ENSMLEG00000031531
homo_sapiens ENSG00000183036
pan_troglodytes ENSPTRG00000013921
pongo_abelii ENSPPYG00000011431
colobus_angolensis_palliatus ENSCANG00000034648
piliocolobus_tephrosceles ENSPTEG00000000331
pan_paniscus ENSPPAG00000041210
chlorocebus_sabaeus ENSCSAG00000008304
cebus_capucinus_imitator ENSCCAG00000031003
callithrix_jacchus ENSCJAG00000048191
saimiri_boliviensis_boliviensis ENSSBOG00000016785
saimiri_boliviensis_boliviensis ENSSBOG00000032720
aotus_nancymaae ENSANAG00000022174
carlito_syrichta ENSTSYG00000011877
otolemur_garnettii ENSOGAG00000008491
tupaia_belangeri ENSTBEG00000012931
echinops_telfairi ENSETEG00000007068
sarcophilus_harrisii ENSSHAG00000010796
phascolarctos_cinereus ENSPCIG00000028281
monodelphis_domestica ENSMODG00000020967
chelonoidis_abingdonii ENSCABG00000010489
gopherus_agassizii ENSGAGG00000022245
chrysemys_picta_bellii ENSCPBG00000012442
apteryx_owenii ENSAOWG00000007782
apteryx_haastii ENSAHAG00000010747
nothoprocta_perdicaria ENSNPEG00000000160
dromaius_novaehollandiae ENSDNVG00000009522
anas_platyrhynchos_platyrhynchos ENSAPLG00000011749
anser_brachyrhynchus ENSABRG00000007977
anas_platyrhynchos_platyrhynchos ENSAPLG00000030900
coturnix_japonica ENSCJPG00005008270
numida_meleagris ENSNMEG00000012923
manacus_vitellinus ENSMVIG00005011957
lepidothrix_coronata ENSLCOG00000000837
serinus_canaria ENSSCAG00000010888
lonchura_striata_domestica ENSLSDG00000008339
junco_hyemalis ENSJHYG00000014586
zonotrichia_albicollis ENSZALG00000002440
parus_major ENSPMJG00000010310
cyanistes_caeruleus ENSCCEG00000019078
calidris_pygmaea ENSCPGG00000011068
calidris_pugnax ENSCPUG00000012429
melopsittacus_undulatus ENSMUNG00000008826
sphenodon_punctatus ENSSPUG00000011551
salvator_merianae ENSSMRG00000022976
notechis_scutatus ENSNSUG00000007189
crocodylus_porosus ENSCPRG00005016038
gallus_gallus ENSGALG00000047890
meleagris_gallopavo ENSMGAG00000014562
ficedula_albicollis ENSFALG00000014118
pogona_vitticeps ENSPVIG00000023967
latimeria_chalumnae ENSLACG00000022631
mastacembelus_armatus ENSMAMG00000003679
gambusia_affinis ENSGAFG00000015906
scleropages_formosus ENSSFOG00015021019
paramormyrops_kingsleyae ENSPKIG00000006653
astyanax_mexicanus ENSAMXG00000043610
danio_rerio ENSDARG00000053130
pygocentrus_nattereri ENSPNAG00000024076
astyanax_mexicanus ENSAMXG00000014827
ictalurus_punctatus ENSIPUG00000008528
danio_rerio ENSDARG00000110729
amphiprion_ocellaris ENSAOCG00000003144
amphiprion_percula ENSAPEG00000020783
acanthochromis_polyacanthus ENSAPOG00000013232
stegastes_partitus ENSSPAG00000016538
astatotilapia_calliptera ENSACLG00000002377
seriola_dumerili ENSSDUG00000011309
seriola_lalandi_dorsalis ENSSLDG00000017984
poecilia_latipinna ENSPLAG00000009561
poecilia_mexicana ENSPMEG00000006464
xiphophorus_maculatus ENSXMAG00000023518
cyprinodon_variegatus ENSCVAG00000002837
kryptolebias_marmoratus ENSKMAG00000000723
oryzias_melastigma ENSOMEG00000009333
oryzias_latipes_asm223467v1 ENSORLG00000029260
cynoglossus_semilaevis ENSCSEG00000002068
mola_mola ENSMMOG00000004514
labrus_bergylta ENSLBEG00000012516
monopterus_albus ENSMALG00000010004
scleropages_formosus ENSSFOG00015010026
lepisosteus_oculatus ENSLOCG00000001548
