oryzias_latipes_asm223467v1 ENSORLG00000007626
canis_lupus_familiaris ENSCAFG00000013275
vulpes_vulpes ENSVVUG00000008627
panthera_pardus ENSPPRG00000002107
panthera_tigris_altaica ENSPTIG00000010270
felis_catus ENSFCAG00000026503
erinaceus_europaeus ENSEEUG00000015204
sorex_araneus ENSSARG00000013952
pteropus_vampyrus ENSPVAG00000012945
equus_caballus ENSECAG00000011564
equus_asinus_asinus ENSEASG00005001075
carlito_syrichta ENSTSYG00000014126
loxodonta_africana ENSLAFG00000013789
procavia_capensis ENSPCAG00000012713
echinops_telfairi ENSETEG00000014802
choloepus_hoffmanni ENSCHOG00000010398
chinchilla_lanigera ENSCLAG00000014341
octodon_degus ENSODEG00000012679
cavia_porcellus ENSCPOG00000010840
cavia_aperea ENSCAPG00000017756
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017729
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017301
fukomys_damarensis ENSFDAG00000007182
urocitellus_parryii ENSUPAG00010020986
spermophilus_dauricus ENSSDAG00000012724
ictidomys_tridecemlineatus ENSSTOG00000005385
marmota_marmota_marmota ENSMMMG00000010315
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021551
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022770
mus_spicilegus ENSMSIG00000002501
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020655
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016359
rattus_norvegicus ENSRNOG00000038597
meriones_unguiculatus ENSMUGG00000007486
peromyscus_maniculatus_bairdii ENSPEMG00000000857
microtus_ochrogaster ENSMOCG00000001072
cricetulus_griseus_crigri_1.0 ENSCGRG00000015381
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000183
cricetulus_griseus_crigri-picr ENSCGRG00015022305
mesocricetus_auratus ENSMAUG00000022121
jaculus_jaculus ENSJJAG00000021137
oryctolagus_cuniculus ENSOCUG00000010313
ochotona_princeps ENSOPRG00000006978
tupaia_belangeri ENSTBEG00000012331
microcebus_murinus ENSMICG00000049162
prolemur_simus ENSPSMG00000008648
propithecus_coquereli ENSPCOG00000019151
otolemur_garnettii ENSOGAG00000007843
pan_troglodytes ENSPTRG00000015793
pan_paniscus ENSPPAG00000033032
homo_sapiens ENSG00000075711
gorilla_gorilla ENSGGOG00000001688
pongo_abelii ENSPPYG00000014454
nomascus_leucogenys ENSNLEG00000001869
piliocolobus_tephrosceles ENSPTEG00000003676
colobus_angolensis_palliatus ENSCANG00000040753
rhinopithecus_roxellana ENSRROG00000030929
rhinopithecus_bieti ENSRBIG00000023672
macaca_fascicularis ENSMFAG00000042848
macaca_mulatta ENSMMUG00000016585
macaca_nemestrina ENSMNEG00000044500
chlorocebus_sabaeus ENSCSAG00000008747
papio_anubis ENSPANG00000002306
theropithecus_gelada ENSTGEG00000026696
cercocebus_atys ENSCATG00000015836
mandrillus_leucophaeus ENSMLEG00000041411
saimiri_boliviensis_boliviensis ENSSBOG00000035963
callithrix_jacchus ENSCJAG00000013773
cebus_capucinus_imitator ENSCCAG00000018595
aotus_nancymaae ENSANAG00000025450
castor_canadensis ENSCCNG00000005600
nannospalax_galili ENSNGAG00000022152
chlorocebus_sabaeus ENSCSAG00000008734
dipodomys_ordii ENSDORG00000014475
myotis_lucifugus ENSMLUG00000008291
dasypus_novemcinctus ENSDNOG00000006950
phascolarctos_cinereus ENSPCIG00000021414
notamacropus_eugenii ENSMEUG00000007898
sarcophilus_harrisii ENSSHAG00000009804
monodelphis_domestica ENSMODG00000020512
ornithorhynchus_anatinus ENSOANG00000008737
ornithorhynchus_anatinus ENSOANG00000000746
xenopus_tropicalis ENSXETG00000003464
latimeria_chalumnae ENSLACG00000016675
