bos_mutus ENSBMUG00000013255
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027924
mus_spicilegus ENSMSIG00000013536
rattus_norvegicus ENSRNOG00000009258
meriones_unguiculatus ENSMUGG00000020866
cricetulus_griseus_crigri_1.0 ENSCGRG00000011277
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004424
cricetulus_griseus_crigri-picr ENSCGRG00015024743
mesocricetus_auratus ENSMAUG00000021142
microtus_ochrogaster ENSMOCG00000000083
peromyscus_maniculatus_bairdii ENSPEMG00000015977
nannospalax_galili ENSNGAG00000019445
castor_canadensis ENSCCNG00000031130
urocitellus_parryii ENSUPAG00010014338
ictidomys_tridecemlineatus ENSSTOG00000021728
spermophilus_dauricus ENSSDAG00000017574
marmota_marmota_marmota ENSMMMG00000020641
jaculus_jaculus ENSJJAG00000008543
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003765
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013892
fukomys_damarensis ENSFDAG00000021469
chinchilla_lanigera ENSCLAG00000004352
octodon_degus ENSODEG00000001138
cavia_aperea ENSCAPG00000017222
cavia_porcellus ENSCPOG00000030665
dipodomys_ordii ENSDORG00000023885
oryctolagus_cuniculus ENSOCUG00000011078
ochotona_princeps ENSOPRG00000010585
tupaia_belangeri ENSTBEG00000005624
loxodonta_africana ENSLAFG00000018527
procavia_capensis ENSPCAG00000008686
choloepus_hoffmanni ENSCHOG00000002928
notamacropus_eugenii ENSMEUG00000010331
phascolarctos_cinereus ENSPCIG00000030740
sarcophilus_harrisii ENSSHAG00000003381
monodelphis_domestica ENSMODG00000010772
ornithorhynchus_anatinus ENSOANG00000012122
anser_brachyrhynchus ENSABRG00000008732
anas_platyrhynchos_platyrhynchos ENSAPLG00000009363
meleagris_gallopavo ENSMGAG00000008824
coturnix_japonica ENSCJPG00005009715
gallus_gallus ENSGALG00000009476
numida_meleagris ENSNMEG00000005493
calidris_pugnax ENSCPUG00000008735
calidris_pygmaea ENSCPGG00000011039
melopsittacus_undulatus ENSMUNG00000003798
taeniopygia_guttata ENSTGUG00000001495
lonchura_striata_domestica ENSLSDG00000008881
serinus_canaria ENSSCAG00000012344
zonotrichia_albicollis ENSZALG00000014117
junco_hyemalis ENSJHYG00000016396
cyanistes_caeruleus ENSCCEG00000016688
parus_major ENSPMJG00000007804
ficedula_albicollis ENSFALG00000010409
manacus_vitellinus ENSMVIG00005004146
lepidothrix_coronata ENSLCOG00000011428
apteryx_owenii ENSAOWG00000012339
apteryx_haastii ENSAHAG00000004715
apteryx_rowi ENSARWG00000006465
dromaius_novaehollandiae ENSDNVG00000005485
nothoprocta_perdicaria ENSNPEG00000011919
crocodylus_porosus ENSCPRG00005013757
chelonoidis_abingdonii ENSCABG00000002824
gopherus_agassizii ENSGAGG00000015061
chrysemys_picta_bellii ENSCPBG00000024578
pelodiscus_sinensis ENSPSIG00000010284
pogona_vitticeps ENSPVIG00000012216
anolis_carolinensis ENSACAG00000015273
notechis_scutatus ENSNSUG00000009333
salvator_merianae ENSSMRG00000011309
sphenodon_punctatus ENSSPUG00000000536
xenopus_tropicalis ENSXETG00000018529
latimeria_chalumnae ENSLACG00000004106
astyanax_mexicanus ENSAMXG00000014264
pygocentrus_nattereri ENSPNAG00000000510
ictalurus_punctatus ENSIPUG00000022712
danio_rerio ENSDARG00000070228
anabas_testudineus ENSATEG00000018232
cynoglossus_semilaevis ENSCSEG00000012577
takifugu_rubripes ENSTRUG00000015133
tetraodon_nigroviridis ENSTNIG00000017771
mola_mola ENSMMOG00000020114
gasterosteus_aculeatus ENSGACG00000006323
pundamilia_nyererei ENSPNYG00000019045
maylandia_zebra ENSMZEG00005007908
astatotilapia_calliptera ENSACLG00000022998
haplochromis_burtoni ENSHBUG00000019574
neolamprologus_brichardi ENSNBRG00000008020
oreochromis_niloticus ENSONIG00000010835
amphilophus_citrinellus ENSACIG00000020669
amphiprion_ocellaris ENSAOCG00000015359
amphiprion_percula ENSAPEG00000017168
acanthochromis_polyacanthus ENSAPOG00000011370
stegastes_partitus ENSSPAG00000009221
labrus_bergylta ENSLBEG00000023839
seriola_dumerili ENSSDUG00000006735
seriola_lalandi_dorsalis ENSSLDG00000013030
scophthalmus_maximus ENSSMAG00000013107
mastacembelus_armatus ENSMAMG00000009550
monopterus_albus ENSMALG00000019578
fundulus_heteroclitus ENSFHEG00000012969
cyprinodon_variegatus ENSCVAG00000014594
xiphophorus_maculatus ENSXMAG00000026356
gambusia_affinis ENSGAFG00000018224
poecilia_formosa ENSPFOG00000000521
poecilia_mexicana ENSPMEG00000002852
poecilia_latipinna ENSPLAG00000001075
poecilia_reticulata ENSPREG00000002969
kryptolebias_marmoratus ENSKMAG00000001123
oryzias_latipes_asm223467v1 ENSORLG00000004090
oryzias_latipes_asm223471v1 ENSORLG00020002681
oryzias_latipes_asm223469v1 ENSORLG00015013953
oryzias_melastigma ENSOMEG00000016622
hippocampus_comes ENSHCOG00000009338
gadus_morhua ENSGMOG00000015380
esox_lucius ENSELUG00000020987
scleropages_formosus ENSSFOG00015011807
paramormyrops_kingsleyae ENSPKIG00000000942
lepisosteus_oculatus ENSLOCG00000010732
