procavia_capensis ENSPCAG00000014721
takifugu_rubripes ENSTRUG00000000949
danio_rerio ENSDARG00000062986
gadus_morhua ENSGMOG00000004813
esox_lucius ENSELUG00000009704
pygocentrus_nattereri ENSPNAG00000008533
astyanax_mexicanus ENSAMXG00000010623
ictalurus_punctatus ENSIPUG00000008504
scleropages_formosus ENSSFOG00015012716
paramormyrops_kingsleyae ENSPKIG00000014337
lepisosteus_oculatus ENSLOCG00000001986
petromyzon_marinus ENSPMAG00000009675
eptatretus_burgeri ENSEBUG00000005000
