crocodylus_porosus ENSCPRG00005014537
propithecus_coquereli ENSPCOG00000014614
otolemur_garnettii ENSOGAG00000027173
canis_lupus_familiaris ENSCAFG00000009272
canis_lupus_dingo ENSCAFG00020012893
mustela_putorius_furo ENSMPUG00000003485
neovison_vison ENSNVIG00000023524
ursus_americanus ENSUAMG00000024922
ailuropoda_melanoleuca ENSAMEG00000003013
panthera_pardus ENSPPRG00000015837
panthera_tigris_altaica ENSPTIG00000005782
felis_catus ENSFCAG00000005668
bos_taurus ENSBTAG00000019293
bison_bison_bison ENSBBBG00000003190
capra_hircus ENSCHIG00000022674
tursiops_truncatus ENSTTRG00000012754
sus_scrofa ENSSSCG00000009630
pteropus_vampyrus ENSPVAG00000006193
myotis_lucifugus ENSMLUG00000001859
procavia_capensis ENSPCAG00000011424
echinops_telfairi ENSETEG00000013467
dasypus_novemcinctus ENSDNOG00000047185
gorilla_gorilla ENSGGOG00000002431
spermophilus_dauricus ENSSDAG00000005867
vulpes_vulpes ENSVVUG00000005144
ursus_maritimus ENSUMAG00000004772
equus_caballus ENSECAG00000023741
equus_asinus_asinus ENSEASG00005018791
bos_mutus ENSBMUG00000014054
ovis_aries ENSOARG00000010199
choloepus_hoffmanni ENSCHOG00000000067
loxodonta_africana ENSLAFG00000028225
saimiri_boliviensis_boliviensis ENSSBOG00000013814
callithrix_jacchus ENSCJAG00000020159
cebus_capucinus_imitator ENSCCAG00000030322
aotus_nancymaae ENSANAG00000037983
pan_troglodytes ENSPTRG00000020067
pan_paniscus ENSPPAG00000029705
homo_sapiens ENSG00000179388
pongo_abelii ENSPPYG00000018428
nomascus_leucogenys ENSNLEG00000015829
chlorocebus_sabaeus ENSCSAG00000016304
cercocebus_atys ENSCATG00000030973
mandrillus_leucophaeus ENSMLEG00000019682
theropithecus_gelada ENSTGEG00000000853
papio_anubis ENSPANG00000019015
macaca_nemestrina ENSMNEG00000035687
macaca_fascicularis ENSMFAG00000038392
piliocolobus_tephrosceles ENSPTEG00000027162
colobus_angolensis_palliatus ENSCANG00000031413
rhinopithecus_bieti ENSRBIG00000024737
rhinopithecus_roxellana ENSRROG00000038914
carlito_syrichta ENSTSYG00000010035
erinaceus_europaeus ENSEEUG00000001890
phascolarctos_cinereus ENSPCIG00000004906
notamacropus_eugenii ENSMEUG00000001802
sarcophilus_harrisii ENSSHAG00000018663
monodelphis_domestica ENSMODG00000023162
ornithorhynchus_anatinus ENSOANG00000000690
xenopus_tropicalis ENSXETG00000031881
latimeria_chalumnae ENSLACG00000013087
scleropages_formosus ENSSFOG00015012079
paramormyrops_kingsleyae ENSPKIG00000008095
oryzias_latipes_asm223471v1 ENSORLG00020006971
oryzias_latipes_asm223467v1 ENSORLG00000010985
oryzias_latipes_asm223469v1 ENSORLG00015021653
oryzias_melastigma ENSOMEG00000008841
acanthochromis_polyacanthus ENSAPOG00000012106
tetraodon_nigroviridis ENSTNIG00000010816
takifugu_rubripes ENSTRUG00000002142
mola_mola ENSMMOG00000003132
hippocampus_comes ENSHCOG00000017849
seriola_dumerili ENSSDUG00000019616
seriola_lalandi_dorsalis ENSSLDG00000000308
cynoglossus_semilaevis ENSCSEG00000014609
cynoglossus_semilaevis ENSCSEG00000017707
amphiprion_percula ENSAPEG00000015517
amphiprion_ocellaris ENSAOCG00000015187
stegastes_partitus ENSSPAG00000011198
maylandia_zebra ENSMZEG00005012707
astatotilapia_calliptera ENSACLG00000008207
pundamilia_nyererei ENSPNYG00000014833
haplochromis_burtoni ENSHBUG00000000382
neolamprologus_brichardi ENSNBRG00000022604
oreochromis_niloticus ENSONIG00000011752
amphilophus_citrinellus ENSACIG00000004851
monopterus_albus ENSMALG00000006945
poecilia_formosa ENSPFOG00000009991
poecilia_formosa ENSPFOG00000009968
poecilia_mexicana ENSPMEG00000009732
poecilia_latipinna ENSPLAG00000023155
poecilia_reticulata ENSPREG00000006460
xiphophorus_maculatus ENSXMAG00000023900
xiphophorus_couchianus ENSXCOG00000016427
gambusia_affinis ENSGAFG00000009571
fundulus_heteroclitus ENSFHEG00000019079
kryptolebias_marmoratus ENSKMAG00000006375
anabas_testudineus ENSATEG00000001077
gasterosteus_aculeatus ENSGACG00000010820
mastacembelus_armatus ENSMAMG00000010178
labrus_bergylta ENSLBEG00000005053
scophthalmus_maximus ENSSMAG00000007292
periophthalmus_magnuspinnatus ENSPMGG00000012180
gadus_morhua ENSGMOG00000005595
esox_lucius ENSELUG00000017843
pygocentrus_nattereri ENSPNAG00000020365
astyanax_mexicanus ENSAMXG00000036515
ictalurus_punctatus ENSIPUG00000007608
danio_rerio ENSDARG00000089156
lepisosteus_oculatus ENSLOCG00000014936
scleropages_formosus ENSSFOG00015005057
paramormyrops_kingsleyae ENSPKIG00000021178
eptatretus_burgeri ENSEBUG00000000881
