xenopus_tropicalis ENSXETG00000001210
colobus_angolensis_palliatus ENSCANG00000038839
rhinopithecus_roxellana ENSRROG00000030777
rhinopithecus_bieti ENSRBIG00000039115
theropithecus_gelada ENSTGEG00000027756
papio_anubis ENSPANG00000017477
mandrillus_leucophaeus ENSMLEG00000044003
cercocebus_atys ENSCATG00000032276
macaca_fascicularis ENSMFAG00000028497
macaca_mulatta ENSMMUG00000011117
macaca_nemestrina ENSMNEG00000043647
chlorocebus_sabaeus ENSCSAG00000001967
pan_troglodytes ENSPTRG00000049669
pan_paniscus ENSPPAG00000038338
pongo_abelii ENSPPYG00000016112
macaca_mulatta ENSMMUG00000029650
papio_anubis ENSPANG00000032430
macaca_nemestrina ENSMNEG00000043660
mandrillus_leucophaeus ENSMLEG00000043968
callithrix_jacchus ENSCJAG00000021394
cebus_capucinus_imitator ENSCCAG00000031602
saimiri_boliviensis_boliviensis ENSSBOG00000018961
aotus_nancymaae ENSANAG00000027056
carlito_syrichta ENSTSYG00000034263
propithecus_coquereli ENSPCOG00000023582
prolemur_simus ENSPSMG00000023318
microcebus_murinus ENSMICG00000046827
otolemur_garnettii ENSOGAG00000010519
castor_canadensis ENSCCNG00000002957
dipodomys_ordii ENSDORG00000004584
mus_spicilegus ENSMSIG00000005957
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028767
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029482
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027768
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024348
rattus_norvegicus ENSRNOG00000000967
meriones_unguiculatus ENSMUGG00000019461
peromyscus_maniculatus_bairdii ENSPEMG00000017324
microtus_ochrogaster ENSMOCG00000013751
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020683
cricetulus_griseus_crigri_1.0 ENSCGRG00000012630
mesocricetus_auratus ENSMAUG00000013614
nannospalax_galili ENSNGAG00000022559
jaculus_jaculus ENSJJAG00000014949
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014152
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018410
fukomys_damarensis ENSFDAG00000015511
cavia_porcellus ENSCPOG00000007445
cavia_aperea ENSCAPG00000010764
octodon_degus ENSODEG00000008915
chinchilla_lanigera ENSCLAG00000007595
urocitellus_parryii ENSUPAG00010006081
ictidomys_tridecemlineatus ENSSTOG00000014713
marmota_marmota_marmota ENSMMMG00000024408
spermophilus_dauricus ENSSDAG00000022020
tupaia_belangeri ENSTBEG00000014867
ochotona_princeps ENSOPRG00000003040
ornithorhynchus_anatinus ENSOANG00000014881
chelonoidis_abingdonii ENSCABG00000021775
gopherus_agassizii ENSGAGG00000007539
chrysemys_picta_bellii ENSCPBG00000024879
pelodiscus_sinensis ENSPSIG00000003310
crocodylus_porosus ENSCPRG00005018578
anolis_carolinensis ENSACAG00000014525
notechis_scutatus ENSNSUG00000015789
salvator_merianae ENSSMRG00000021207
sphenodon_punctatus ENSSPUG00000013349
anas_platyrhynchos_platyrhynchos ENSAPLG00000018082
anas_platyrhynchos_platyrhynchos ENSAPLG00000018136
lepidothrix_coronata ENSLCOG00000009385
manacus_vitellinus ENSMVIG00005004443
lonchura_striata_domestica ENSLSDG00000005731
taeniopygia_guttata ENSTGUG00000004908
serinus_canaria ENSSCAG00000011119
parus_major ENSPMJG00000001357
cyanistes_caeruleus ENSCCEG00000023232
ficedula_albicollis ENSFALG00000009422
junco_hyemalis ENSJHYG00000014939
zonotrichia_albicollis ENSZALG00000013832
taeniopygia_guttata ENSTGUG00000014836
gallus_gallus ENSGALG00000002899
meleagris_gallopavo ENSMGAG00000002563
coturnix_japonica ENSCJPG00005019652
numida_meleagris ENSNMEG00000014347
anser_brachyrhynchus ENSABRG00000000867
calidris_pugnax ENSCPUG00000007870
calidris_pygmaea ENSCPGG00000003067
melopsittacus_undulatus ENSMUNG00000014978
apteryx_owenii ENSAOWG00000014219
apteryx_rowi ENSARWG00000005272
apteryx_haastii ENSAHAG00000013941
dromaius_novaehollandiae ENSDNVG00000016907
nothoprocta_perdicaria ENSNPEG00000011848
ornithorhynchus_anatinus ENSOANG00000019936
ictalurus_punctatus ENSIPUG00000015835
pygocentrus_nattereri ENSPNAG00000007528
eptatretus_burgeri ENSEBUG00000001947
pogona_vitticeps ENSPVIG00000003942
pogona_vitticeps ENSPVIG00000003947
petromyzon_marinus ENSPMAG00000002554
eptatretus_burgeri ENSEBUG00000009626
ciona_intestinalis ENSCING00000011718
caenorhabditis_elegans_strain_n2 WBGene00006351
