hippocampus_comes ENSHCOG00000002445
paramormyrops_kingsleyae ENSPKIG00000021450
scleropages_formosus ENSSFOG00015000183
lepisosteus_oculatus ENSLOCG00000012304
astyanax_mexicanus ENSAMXG00000036940
lepidothrix_coronata ENSLCOG00000012024
manacus_vitellinus ENSMVIG00005009929
lonchura_striata_domestica ENSLSDG00000016955
taeniopygia_guttata ENSTGUG00000010786
serinus_canaria ENSSCAG00000002520
ficedula_albicollis ENSFALG00000006125
zonotrichia_albicollis ENSZALG00000008342
junco_hyemalis ENSJHYG00000007851
parus_major ENSPMJG00000014395
cyanistes_caeruleus ENSCCEG00000003229
melopsittacus_undulatus ENSMUNG00000002650
calidris_pygmaea ENSCPGG00000016443
calidris_pugnax ENSCPUG00000013917
anser_brachyrhynchus ENSABRG00000015764
anas_platyrhynchos_platyrhynchos ENSAPLG00000013656
gallus_gallus ENSGALG00000008553
meleagris_gallopavo ENSMGAG00000011164
coturnix_japonica ENSCJPG00005014328
numida_meleagris ENSNMEG00000019621
apteryx_owenii ENSAOWG00000006669
apteryx_haastii ENSAHAG00000002135
apteryx_rowi ENSARWG00000010284
dromaius_novaehollandiae ENSDNVG00000018224
nothoprocta_perdicaria ENSNPEG00000003519
crocodylus_porosus ENSCPRG00005018607
chelonoidis_abingdonii ENSCABG00000009551
gopherus_agassizii ENSGAGG00000019203
chrysemys_picta_bellii ENSCPBG00000013491
pelodiscus_sinensis ENSPSIG00000014403
pogona_vitticeps ENSPVIG00000019522
anolis_carolinensis ENSACAG00000003531
notechis_scutatus ENSNSUG00000007812
salvator_merianae ENSSMRG00000015477
sphenodon_punctatus ENSSPUG00000001669
castor_canadensis ENSCCNG00000014850
dipodomys_ordii ENSDORG00000025581
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034154
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025060
mus_spicilegus ENSMSIG00000026377
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024144
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025587
rattus_norvegicus ENSRNOG00000014483
meriones_unguiculatus ENSMUGG00000009347
cricetulus_griseus_crigri_1.0 ENSCGRG00000001290
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013566
cricetulus_griseus_crigri-picr ENSCGRG00015000299
mesocricetus_auratus ENSMAUG00000020670
peromyscus_maniculatus_bairdii ENSPEMG00000013114
microtus_ochrogaster ENSMOCG00000016879
nannospalax_galili ENSNGAG00000019497
jaculus_jaculus ENSJJAG00000016166
urocitellus_parryii ENSUPAG00010014825
urocitellus_parryii ENSUPAG00010015391
ictidomys_tridecemlineatus ENSSTOG00000000427
spermophilus_dauricus ENSSDAG00000004241
marmota_marmota_marmota ENSMMMG00000020651
chinchilla_lanigera ENSCLAG00000008397
octodon_degus ENSODEG00000016734
cavia_porcellus ENSCPOG00000011386
cavia_aperea ENSCAPG00000017713
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018136
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006571
fukomys_damarensis ENSFDAG00000005624
oryctolagus_cuniculus ENSOCUG00000010763
ochotona_princeps ENSOPRG00000000831
tupaia_belangeri ENSTBEG00000004636
pan_paniscus ENSPPAG00000042104
pan_troglodytes ENSPTRG00000006939
homo_sapiens ENSG00000128908
pongo_abelii ENSPPYG00000006368
nomascus_leucogenys ENSNLEG00000003454
piliocolobus_tephrosceles ENSPTEG00000026710
colobus_angolensis_palliatus ENSCANG00000036208
rhinopithecus_bieti ENSRBIG00000031765
rhinopithecus_roxellana ENSRROG00000033143
macaca_fascicularis ENSMFAG00000044488
macaca_mulatta ENSMMUG00000001737
macaca_nemestrina ENSMNEG00000034906
theropithecus_gelada ENSTGEG00000002040
papio_anubis ENSPANG00000019131
mandrillus_leucophaeus ENSMLEG00000042117
cercocebus_atys ENSCATG00000040663
chlorocebus_sabaeus ENSCSAG00000007632
saimiri_boliviensis_boliviensis ENSSBOG00000023493
cebus_capucinus_imitator ENSCCAG00000030680
callithrix_jacchus ENSCJAG00000020770
callithrix_jacchus ENSCJAG00000001595
aotus_nancymaae ENSANAG00000032223
carlito_syrichta ENSTSYG00000003252
microcebus_murinus ENSMICG00000005801
propithecus_coquereli ENSPCOG00000022332
prolemur_simus ENSPSMG00000005567
otolemur_garnettii ENSOGAG00000008998
ursus_americanus ENSUAMG00000016598
ursus_maritimus ENSUMAG00000012371
ailuropoda_melanoleuca ENSAMEG00000016796
panthera_pardus ENSPPRG00000011011
panthera_tigris_altaica ENSPTIG00000005911
felis_catus ENSFCAG00000014722
equus_asinus_asinus ENSEASG00005016405
equus_caballus ENSECAG00000038669
ovis_aries ENSOARG00000020323
capra_hircus ENSCHIG00000010246
bos_mutus ENSBMUG00000018456
bos_taurus ENSBTAG00000010380
bison_bison_bison ENSBBBG00000003532
tursiops_truncatus ENSTTRG00000011479
sus_scrofa ENSSSCG00000004753
vicugna_pacos ENSVPAG00000002838
myotis_lucifugus ENSMLUG00000017764
pteropus_vampyrus ENSPVAG00000001852
mustela_putorius_furo ENSMPUG00000008786
ursus_maritimus ENSUMAG00000012190
canis_lupus_dingo ENSCAFG00020005679
canis_lupus_dingo ENSCAFG00020005524
canis_lupus_familiaris ENSCAFG00000009492
vulpes_vulpes ENSVVUG00000026698
sorex_araneus ENSSARG00000007876
erinaceus_europaeus ENSEEUG00000009672
loxodonta_africana ENSLAFG00000009951
procavia_capensis ENSPCAG00000015046
echinops_telfairi ENSETEG00000000288
dasypus_novemcinctus ENSDNOG00000010267
choloepus_hoffmanni ENSCHOG00000011938
phascolarctos_cinereus ENSPCIG00000027848
notamacropus_eugenii ENSMEUG00000008624
sarcophilus_harrisii ENSSHAG00000016349
monodelphis_domestica ENSMODG00000000184
xenopus_tropicalis ENSXETG00000034272
latimeria_chalumnae ENSLACG00000008666
eptatretus_burgeri ENSEBUG00000001921
eptatretus_burgeri ENSEBUG00000016736
petromyzon_marinus ENSPMAG00000009896
petromyzon_marinus ENSPMAG00000006032
drosophila_melanogaster FBgn0086613
saccharomyces_cerevisiae_strain_s288c YGL150C
