lepisosteus_oculatus ENSLOCG00000006772
choloepus_hoffmanni ENSCHOG00000005928
dipodomys_ordii ENSDORG00000015547
loxodonta_africana ENSLAFG00000027650
procavia_capensis ENSPCAG00000003283
echinops_telfairi ENSETEG00000012191
notamacropus_eugenii ENSMEUG00000009288
phascolarctos_cinereus ENSPCIG00000020027
sarcophilus_harrisii ENSSHAG00000006087
ornithorhynchus_anatinus ENSOANG00000010106
chelonoidis_abingdonii ENSCABG00000018951
gopherus_agassizii ENSGAGG00000004956
chrysemys_picta_bellii ENSCPBG00000014132
pelodiscus_sinensis ENSPSIG00000014925
crocodylus_porosus ENSCPRG00005008827
chelonoidis_abingdonii ENSCABG00000011696
gopherus_agassizii ENSGAGG00000018289
chrysemys_picta_bellii ENSCPBG00000014809
pelodiscus_sinensis ENSPSIG00000012921
apteryx_owenii ENSAOWG00000014744
apteryx_haastii ENSAHAG00000000608
apteryx_rowi ENSARWG00000016058
nothoprocta_perdicaria ENSNPEG00000007985
dromaius_novaehollandiae ENSDNVG00000014100
anser_brachyrhynchus ENSABRG00000012100
anas_platyrhynchos_platyrhynchos ENSAPLG00000007018
gallus_gallus ENSGALG00000029322
meleagris_gallopavo ENSMGAG00000008805
coturnix_japonica ENSCJPG00005019567
numida_meleagris ENSNMEG00000014123
calidris_pygmaea ENSCPGG00000014086
calidris_pygmaea ENSCPGG00000008816
calidris_pugnax ENSCPUG00000016736
melopsittacus_undulatus ENSMUNG00000005957
manacus_vitellinus ENSMVIG00005019339
lepidothrix_coronata ENSLCOG00000008877
taeniopygia_guttata ENSTGUG00000009004
lonchura_striata_domestica ENSLSDG00000013877
serinus_canaria ENSSCAG00000012881
zonotrichia_albicollis ENSZALG00000010232
junco_hyemalis ENSJHYG00000010948
ficedula_albicollis ENSFALG00000004658
cyanistes_caeruleus ENSCCEG00000021212
parus_major ENSPMJG00000001029
crocodylus_porosus ENSCPRG00005008103
latimeria_chalumnae ENSLACG00000018763
gambusia_affinis ENSGAFG00000000338
xiphophorus_maculatus ENSXMAG00000010703
poecilia_formosa ENSPFOG00000022086
poecilia_latipinna ENSPLAG00000016966
poecilia_reticulata ENSPREG00000015330
fundulus_heteroclitus ENSFHEG00000017789
kryptolebias_marmoratus ENSKMAG00000000471
maylandia_zebra ENSMZEG00005019197
astatotilapia_calliptera ENSACLG00000022226
haplochromis_burtoni ENSHBUG00000000934
pundamilia_nyererei ENSPNYG00000020372
neolamprologus_brichardi ENSNBRG00000008802
oreochromis_niloticus ENSONIG00000004826
mastacembelus_armatus ENSMAMG00000019566
anabas_testudineus ENSATEG00000021739
seriola_dumerili ENSSDUG00000003448
seriola_lalandi_dorsalis ENSSLDG00000016437
labrus_bergylta ENSLBEG00000013911
labrus_bergylta ENSLBEG00000016359
ciona_intestinalis ENSCING00000005348
ciona_savignyi ENSCSAVG00000007422
