cyprinodon_variegatus ENSCVAG00000018662
meriones_unguiculatus ENSMUGG00000014777
meriones_unguiculatus ENSMUGG00000014771
meriones_unguiculatus ENSMUGG00000018182
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024082
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022807
mus_spicilegus ENSMSIG00000008474
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021892
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020881
rattus_norvegicus ENSRNOG00000005279
cricetulus_griseus_crigri_1.0 ENSCGRG00000013920
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013923
cricetulus_griseus_crigri-picr ENSCGRG00015017001
mesocricetus_auratus ENSMAUG00000009809
microtus_ochrogaster ENSMOCG00000009739
peromyscus_maniculatus_bairdii ENSPEMG00000008296
nannospalax_galili ENSNGAG00000001676
jaculus_jaculus ENSJJAG00000021194
marmota_marmota_marmota ENSMMMG00000017232
ictidomys_tridecemlineatus ENSSTOG00000013897
spermophilus_dauricus ENSSDAG00000013416
urocitellus_parryii ENSUPAG00010004685
octodon_degus ENSODEG00000011006
octodon_degus ENSODEG00000000655
chinchilla_lanigera ENSCLAG00000017328
cavia_porcellus ENSCPOG00000021066
cavia_aperea ENSCAPG00000003896
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005543
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005457
fukomys_damarensis ENSFDAG00000008107
oryctolagus_cuniculus ENSOCUG00000007239
ochotona_princeps ENSOPRG00000008212
macaca_fascicularis ENSMFAG00000031686
macaca_nemestrina ENSMNEG00000043653
macaca_mulatta ENSMMUG00000016434
theropithecus_gelada ENSTGEG00000027029
mandrillus_leucophaeus ENSMLEG00000037207
cercocebus_atys ENSCATG00000030728
papio_anubis ENSPANG00000005245
chlorocebus_sabaeus ENSCSAG00000012196
rhinopithecus_roxellana ENSRROG00000043556
rhinopithecus_bieti ENSRBIG00000043996
piliocolobus_tephrosceles ENSPTEG00000016669
colobus_angolensis_palliatus ENSCANG00000000198
pan_paniscus ENSPPAG00000027677
pan_troglodytes ENSPTRG00000011837
homo_sapiens ENSG00000003509
gorilla_gorilla ENSGGOG00000011359
pongo_abelii ENSPPYG00000012490
nomascus_leucogenys ENSNLEG00000027548
theropithecus_gelada ENSTGEG00000006813
saimiri_boliviensis_boliviensis ENSSBOG00000028756
cebus_capucinus_imitator ENSCCAG00000020810
callithrix_jacchus ENSCJAG00000003932
aotus_nancymaae ENSANAG00000033341
carlito_syrichta ENSTSYG00000005698
prolemur_simus ENSPSMG00000000209
propithecus_coquereli ENSPCOG00000006275
microcebus_murinus ENSMICG00000003335
otolemur_garnettii ENSOGAG00000002568
tupaia_belangeri ENSTBEG00000012368
equus_caballus ENSECAG00000014140
equus_asinus_asinus ENSEASG00005007342
erinaceus_europaeus ENSEEUG00000013581
ursus_maritimus ENSUMAG00000014755
ursus_americanus ENSUAMG00000014961
ailuropoda_melanoleuca ENSAMEG00000017594
mustela_putorius_furo ENSMPUG00000010232
neovison_vison ENSNVIG00000002868
canis_lupus_dingo ENSCAFG00020022830
canis_lupus_familiaris ENSCAFG00000006096
vulpes_vulpes ENSVVUG00000018888
panthera_tigris_altaica ENSPTIG00000012858
panthera_pardus ENSPPRG00000003346
felis_catus ENSFCAG00000015766
myotis_lucifugus ENSMLUG00000027581
myotis_lucifugus ENSMLUG00000008961
bos_mutus ENSBMUG00000005622
bos_taurus ENSBTAG00000001113
bison_bison_bison ENSBBBG00000011658
ovis_aries ENSOARG00000009428
capra_hircus ENSCHIG00000024822
tursiops_truncatus ENSTTRG00000006887
sus_scrofa ENSSSCG00000008494
vicugna_pacos ENSVPAG00000003307
pteropus_vampyrus ENSPVAG00000013837
sorex_araneus ENSSARG00000006196
choloepus_hoffmanni ENSCHOG00000013039
dasypus_novemcinctus ENSDNOG00000002212
loxodonta_africana ENSLAFG00000000956
procavia_capensis ENSPCAG00000001645
echinops_telfairi ENSETEG00000002404
notamacropus_eugenii ENSMEUG00000011869
phascolarctos_cinereus ENSPCIG00000007279
sarcophilus_harrisii ENSSHAG00000010232
monodelphis_domestica ENSMODG00000008252
ornithorhynchus_anatinus ENSOANG00000012178
ornithorhynchus_anatinus ENSOANG00000020497
xenopus_tropicalis ENSXETG00000000653
latimeria_chalumnae ENSLACG00000012730
latimeria_chalumnae ENSLACG00000007474
petromyzon_marinus ENSPMAG00000004201
eptatretus_burgeri ENSEBUG00000011604
ciona_savignyi ENSCSAVG00000009995
ciona_intestinalis ENSCING00000008872
drosophila_melanogaster FBgn0037880
caenorhabditis_elegans_strain_n2 WBGene00014227
