sphenodon_punctatus ENSSPUG00000001529
rattus_norvegicus ENSRNOG00000043105
meriones_unguiculatus ENSMUGG00000026470
peromyscus_maniculatus_bairdii ENSPEMG00000025961
peromyscus_maniculatus_bairdii ENSPEMG00000028709
peromyscus_maniculatus_bairdii ENSPEMG00000028272
microtus_ochrogaster ENSMOCG00000016199
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008264
cricetulus_griseus_crigri-picr ENSCGRG00015007668
nannospalax_galili ENSNGAG00000010595
jaculus_jaculus ENSJJAG00000020170
ictidomys_tridecemlineatus ENSSTOG00000016198
urocitellus_parryii ENSUPAG00010017388
spermophilus_dauricus ENSSDAG00000011174
marmota_marmota_marmota ENSMMMG00000010017
castor_canadensis ENSCCNG00000015929
castor_canadensis ENSCCNG00000007353
dipodomys_ordii ENSDORG00000004849
pteropus_vampyrus ENSPVAG00000016138
myotis_lucifugus ENSMLUG00000006773
ursus_maritimus ENSUMAG00000010603
ursus_americanus ENSUAMG00000013140
ailuropoda_melanoleuca ENSAMEG00000000580
neovison_vison ENSNVIG00000001789
bos_mutus ENSBMUG00000020737
bison_bison_bison ENSBBBG00000007919
ovis_aries ENSOARG00000012657
capra_hircus ENSCHIG00000022568
tursiops_truncatus ENSTTRG00000007420
sus_scrofa ENSSSCG00000004324
equus_caballus ENSECAG00000026899
equus_asinus_asinus ENSEASG00005005742
sorex_araneus ENSSARG00000014053
pongo_abelii ENSPPYG00000016843
theropithecus_gelada ENSTGEG00000008484
tupaia_belangeri ENSTBEG00000007421
panthera_pardus ENSPPRG00000008951
panthera_tigris_altaica ENSPTIG00000020539
felis_catus ENSFCAG00000008885
bos_taurus ENSBTAG00000026604
papio_anubis ENSPANG00000024769
cercocebus_atys ENSCATG00000038992
theropithecus_gelada ENSTGEG00000020381
macaca_fascicularis ENSMFAG00000036718
macaca_nemestrina ENSMNEG00000035722
macaca_mulatta ENSMMUG00000003463
rhinopithecus_roxellana ENSRROG00000005389
rhinopithecus_bieti ENSRBIG00000038797
piliocolobus_tephrosceles ENSPTEG00000015348
pan_paniscus ENSPPAG00000036082
pan_troglodytes ENSPTRG00000018422
gorilla_gorilla ENSGGOG00000036584
nomascus_leucogenys ENSNLEG00000030168
saimiri_boliviensis_boliviensis ENSSBOG00000023246
callithrix_jacchus ENSCJAG00000000905
cebus_capucinus_imitator ENSCCAG00000021886
aotus_nancymaae ENSANAG00000033734
prolemur_simus ENSPSMG00000010955
propithecus_coquereli ENSPCOG00000016094
oryctolagus_cuniculus ENSOCUG00000025876
ochotona_princeps ENSOPRG00000017137
chinchilla_lanigera ENSCLAG00000008898
cavia_porcellus ENSCPOG00000037251
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009711
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002586
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019756
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020642
fukomys_damarensis ENSFDAG00000008705
octodon_degus ENSODEG00000007531
otolemur_garnettii ENSOGAG00000034900
canis_lupus_familiaris ENSCAFG00000003108
canis_lupus_dingo ENSCAFG00020016108
vulpes_vulpes ENSVVUG00000010309
procavia_capensis ENSPCAG00000005830
loxodonta_africana ENSLAFG00000010194
dasypus_novemcinctus ENSDNOG00000025940
choloepus_hoffmanni ENSCHOG00000009263
notamacropus_eugenii ENSMEUG00000009916
phascolarctos_cinereus ENSPCIG00000022110
poecilia_reticulata ENSPREG00000001357
poecilia_latipinna ENSPLAG00000010746
xiphophorus_maculatus ENSXMAG00000014392
xiphophorus_couchianus ENSXCOG00000001027
gambusia_affinis ENSGAFG00000020815
cyprinodon_variegatus ENSCVAG00000016986
oryzias_latipes_asm223467v1 ENSORLG00000017896
oryzias_latipes_asm223469v1 ENSORLG00015000914
oryzias_latipes_asm223471v1 ENSORLG00020015762
oryzias_melastigma ENSOMEG00000002237
mola_mola ENSMMOG00000015072
poecilia_mexicana ENSPMEG00000002030
fundulus_heteroclitus ENSFHEG00000010320
kryptolebias_marmoratus ENSKMAG00000008072
tetraodon_nigroviridis ENSTNIG00000001699
amphiprion_ocellaris ENSAOCG00000003098
amphiprion_percula ENSAPEG00000023694
acanthochromis_polyacanthus ENSAPOG00000017076
stegastes_partitus ENSSPAG00000010101
pundamilia_nyererei ENSPNYG00000014410
astatotilapia_calliptera ENSACLG00000020328
maylandia_zebra ENSMZEG00005020976
haplochromis_burtoni ENSHBUG00000007285
neolamprologus_brichardi ENSNBRG00000013657
amphilophus_citrinellus ENSACIG00000003695
labrus_bergylta ENSLBEG00000026301
anabas_testudineus ENSATEG00000011893
monopterus_albus ENSMALG00000013697
cynoglossus_semilaevis ENSCSEG00000018320
esox_lucius ENSELUG00000017347
ictalurus_punctatus ENSIPUG00000009819
paramormyrops_kingsleyae ENSPKIG00000018291
scleropages_formosus ENSSFOG00015021751
