dromaius_novaehollandiae ENSDNVG00000015243
xenopus_tropicalis ENSXETG00000004200
xenopus_tropicalis ENSXETG00000033033
latimeria_chalumnae ENSLACG00000017837
labrus_bergylta ENSLBEG00000022367
labrus_bergylta ENSLBEG00000002757
labrus_bergylta ENSLBEG00000001629
mola_mola ENSMMOG00000006928
gasterosteus_aculeatus ENSGACG00000018222
monopterus_albus ENSMALG00000021793
mastacembelus_armatus ENSMAMG00000006097
anabas_testudineus ENSATEG00000023409
seriola_lalandi_dorsalis ENSSLDG00000002199
seriola_dumerili ENSSDUG00000003129
scophthalmus_maximus ENSSMAG00000011708
xiphophorus_maculatus ENSXMAG00000017901
xiphophorus_couchianus ENSXCOG00000011627
gambusia_affinis ENSGAFG00000007842
poecilia_formosa ENSPFOG00000000305
poecilia_latipinna ENSPLAG00000023170
poecilia_formosa ENSPFOG00000016336
poecilia_mexicana ENSPMEG00000002053
fundulus_heteroclitus ENSFHEG00000003264
kryptolebias_marmoratus ENSKMAG00000020460
oryzias_latipes_asm223467v1 ENSORLG00000001899
oryzias_latipes_asm223471v1 ENSORLG00020014379
oryzias_latipes_asm223469v1 ENSORLG00015013883
amphiprion_percula ENSAPEG00000015226
amphiprion_ocellaris ENSAOCG00000023211
acanthochromis_polyacanthus ENSAPOG00000021780
stegastes_partitus ENSSPAG00000014072
astatotilapia_calliptera ENSACLG00000012697
haplochromis_burtoni ENSHBUG00000012830
neolamprologus_brichardi ENSNBRG00000017918
maylandia_zebra ENSMZEG00005011220
pundamilia_nyererei ENSPNYG00000004349
oreochromis_niloticus ENSONIG00000003441
amphilophus_citrinellus ENSACIG00000020328
cynoglossus_semilaevis ENSCSEG00000014792
periophthalmus_magnuspinnatus ENSPMGG00000010287
hippocampus_comes ENSHCOG00000013300
hippocampus_comes ENSHCOG00000013478
gadus_morhua ENSGMOG00000019106
esox_lucius ENSELUG00000013611
pygocentrus_nattereri ENSPNAG00000027772
astyanax_mexicanus ENSAMXG00000006271
ictalurus_punctatus ENSIPUG00000022434
danio_rerio ENSDARG00000100584
paramormyrops_kingsleyae ENSPKIG00000004181
scleropages_formosus ENSSFOG00015005742
lepisosteus_oculatus ENSLOCG00000013876
ciona_savignyi ENSCSAVG00000002998
ciona_intestinalis ENSCING00000022116
drosophila_melanogaster FBgn0262123
