oryctolagus_cuniculus ENSOCUG00000004982
xenopus_tropicalis ENSXETG00000006900
ictalurus_punctatus ENSIPUG00000015768
pygocentrus_nattereri ENSPNAG00000029948
danio_rerio ENSDARG00000010873
monopterus_albus ENSMALG00000002485
mastacembelus_armatus ENSMAMG00000008427
anabas_testudineus ENSATEG00000021733
scophthalmus_maximus ENSSMAG00000007794
mola_mola ENSMMOG00000007416
takifugu_rubripes ENSTRUG00000021931
gasterosteus_aculeatus ENSGACG00000019151
amphiprion_percula ENSAPEG00000018317
amphiprion_ocellaris ENSAOCG00000004874
acanthochromis_polyacanthus ENSAPOG00000017303
stegastes_partitus ENSSPAG00000017130
haplochromis_burtoni ENSHBUG00000021303
pundamilia_nyererei ENSPNYG00000005694
astatotilapia_calliptera ENSACLG00000015887
maylandia_zebra ENSMZEG00005009937
oreochromis_niloticus ENSONIG00000018880
neolamprologus_brichardi ENSNBRG00000020059
cynoglossus_semilaevis ENSCSEG00000011351
xiphophorus_maculatus ENSXMAG00000005078
poecilia_reticulata ENSPREG00000000506
cyprinodon_variegatus ENSCVAG00000010921
oryzias_latipes_asm223467v1 ENSORLG00000013685
oryzias_latipes_asm223469v1 ENSORLG00015022548
oryzias_latipes_asm223471v1 ENSORLG00020021743
oryzias_melastigma ENSOMEG00000009515
periophthalmus_magnuspinnatus ENSPMGG00000007437
paramormyrops_kingsleyae ENSPKIG00000007831
paramormyrops_kingsleyae ENSPKIG00000002575
scleropages_formosus ENSSFOG00015012308
astatotilapia_calliptera ENSACLG00000015882
pundamilia_nyererei ENSPNYG00000019669
haplochromis_burtoni ENSHBUG00000022268
neolamprologus_brichardi ENSNBRG00000002592
tetraodon_nigroviridis ENSTNIG00000002291
scophthalmus_maximus ENSSMAG00000005509
gasterosteus_aculeatus ENSGACG00000007355
gasterosteus_aculeatus ENSGACG00000007357
mola_mola ENSMMOG00000002806
stegastes_partitus ENSSPAG00000019808
gadus_morhua ENSGMOG00000009999
ciona_intestinalis ENSCING00000004147
caenorhabditis_elegans_strain_n2 WBGene00010260
drosophila_melanogaster FBgn0035720
ciona_intestinalis ENSCING00000008750
ciona_savignyi ENSCSAVG00000004395
piliocolobus_tephrosceles ENSPTEG00000004001
piliocolobus_tephrosceles ENSPTEG00000004061
saccharomyces_cerevisiae_strain_s288c YNL112W
