junco_hyemalis ENSJHYG00000000991
bos_taurus ENSBTAG00000001374
bos_mutus ENSBMUG00000008303
bison_bison_bison ENSBBBG00000011912
sus_scrofa ENSSSCG00000007717
equus_caballus ENSECAG00000009027
equus_asinus_asinus ENSEASG00005015896
microcebus_murinus ENSMICG00000006448
propithecus_coquereli ENSPCOG00000020860
prolemur_simus ENSPSMG00000019931
otolemur_garnettii ENSOGAG00000010347
carlito_syrichta ENSTSYG00000035791
tupaia_belangeri ENSTBEG00000001786
panthera_pardus ENSPPRG00000018842
panthera_tigris_altaica ENSPTIG00000014374
ailuropoda_melanoleuca ENSAMEG00000011344
neovison_vison ENSNVIG00000004833
tursiops_truncatus ENSTTRG00000012673
echinops_telfairi ENSETEG00000000532
procavia_capensis ENSPCAG00000002777
ochotona_princeps ENSOPRG00000006058
sorex_araneus ENSSARG00000011744
pan_paniscus ENSPPAG00000038843
pan_troglodytes ENSPTRG00000019281
homo_sapiens ENSG00000165171
pongo_abelii ENSPPYG00000017492
gorilla_gorilla ENSGGOG00000011806
pan_troglodytes ENSPTRG00000044695
nomascus_leucogenys ENSNLEG00000008849
rhinopithecus_roxellana ENSRROG00000033235
rhinopithecus_bieti ENSRBIG00000032733
colobus_angolensis_palliatus ENSCANG00000035709
piliocolobus_tephrosceles ENSPTEG00000016447
theropithecus_gelada ENSTGEG00000003927
callithrix_jacchus ENSCJAG00000016763
cebus_capucinus_imitator ENSCCAG00000013078
saimiri_boliviensis_boliviensis ENSSBOG00000022381
aotus_nancymaae ENSANAG00000029628
octodon_degus ENSODEG00000015241
chinchilla_lanigera ENSCLAG00000005194
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009252
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002333
fukomys_damarensis ENSFDAG00000017290
loxodonta_africana ENSLAFG00000028886
ornithorhynchus_anatinus ENSOANG00000011408
xenopus_tropicalis ENSXETG00000007796
latimeria_chalumnae ENSLACG00000012004
pygocentrus_nattereri ENSPNAG00000015285
astyanax_mexicanus ENSAMXG00000038855
ictalurus_punctatus ENSIPUG00000024560
danio_rerio ENSDARG00000069507
gasterosteus_aculeatus ENSGACG00000003141
takifugu_rubripes ENSTRUG00000007751
cynoglossus_semilaevis ENSCSEG00000004230
cynoglossus_semilaevis ENSCSEG00000004092
stegastes_partitus ENSSPAG00000003364
acanthochromis_polyacanthus ENSAPOG00000003823
cynoglossus_semilaevis ENSCSEG00000001335
cynoglossus_semilaevis ENSCSEG00000001332
amphilophus_citrinellus ENSACIG00000015197
amphilophus_citrinellus ENSACIG00000015170
maylandia_zebra ENSMZEG00005017126
astatotilapia_calliptera ENSACLG00000012264
pundamilia_nyererei ENSPNYG00000000536
oreochromis_niloticus ENSONIG00000002162
labrus_bergylta ENSLBEG00000026193
mastacembelus_armatus ENSMAMG00000017404
mastacembelus_armatus ENSMAMG00000017388
seriola_dumerili ENSSDUG00000020167
seriola_lalandi_dorsalis ENSSLDG00000016050
poecilia_formosa ENSPFOG00000003633
poecilia_mexicana ENSPMEG00000002905
poecilia_latipinna ENSPLAG00000008912
poecilia_reticulata ENSPREG00000016820
gambusia_affinis ENSGAFG00000014677
fundulus_heteroclitus ENSFHEG00000001030
cyprinodon_variegatus ENSCVAG00000009425
kryptolebias_marmoratus ENSKMAG00000021186
labrus_bergylta ENSLBEG00000026166
periophthalmus_magnuspinnatus ENSPMGG00000003318
fundulus_heteroclitus ENSFHEG00000004683
hippocampus_comes ENSHCOG00000009788
gadus_morhua ENSGMOG00000010195
seriola_lalandi_dorsalis ENSSLDG00000014925
seriola_dumerili ENSSDUG00000016910
labrus_bergylta ENSLBEG00000028015
labrus_bergylta ENSLBEG00000028005
xiphophorus_couchianus ENSXCOG00000009793
xiphophorus_maculatus ENSXMAG00000014330
gambusia_affinis ENSGAFG00000001020
poecilia_formosa ENSPFOG00000010970
poecilia_latipinna ENSPLAG00000017629
poecilia_mexicana ENSPMEG00000013427
poecilia_reticulata ENSPREG00000009548
cyprinodon_variegatus ENSCVAG00000004341
kryptolebias_marmoratus ENSKMAG00000019125
oryzias_latipes_asm223469v1 ENSORLG00015021167
oryzias_latipes_asm223471v1 ENSORLG00020016439
oryzias_latipes_asm223467v1 ENSORLG00000002959
oryzias_melastigma ENSOMEG00000009963
takifugu_rubripes ENSTRUG00000014311
tetraodon_nigroviridis ENSTNIG00000016154
amphiprion_percula ENSAPEG00000018293
amphiprion_ocellaris ENSAOCG00000006704
stegastes_partitus ENSSPAG00000016447
acanthochromis_polyacanthus ENSAPOG00000019654
haplochromis_burtoni ENSHBUG00000021777
scophthalmus_maximus ENSSMAG00000000868
monopterus_albus ENSMALG00000000709
maylandia_zebra ENSMZEG00005024778
pundamilia_nyererei ENSPNYG00000017463
astatotilapia_calliptera ENSACLG00000005960
neolamprologus_brichardi ENSNBRG00000001252
oreochromis_niloticus ENSONIG00000005501
amphilophus_citrinellus ENSACIG00000005025
seriola_dumerili ENSSDUG00000016922
seriola_lalandi_dorsalis ENSSLDG00000014936
mola_mola ENSMMOG00000010964
gasterosteus_aculeatus ENSGACG00000020508
mastacembelus_armatus ENSMAMG00000020320
anabas_testudineus ENSATEG00000007158
cynoglossus_semilaevis ENSCSEG00000018192
periophthalmus_magnuspinnatus ENSPMGG00000011198
esox_lucius ENSELUG00000005861
esox_lucius ENSELUG00000000157
scleropages_formosus ENSSFOG00015005652
paramormyrops_kingsleyae ENSPKIG00000010193
lepisosteus_oculatus ENSLOCG00000004329
ciona_intestinalis ENSCING00000020265
ciona_intestinalis ENSCING00000024143
