prolemur_simus ENSPSMG00000018431
otolemur_garnettii ENSOGAG00000027420
carlito_syrichta ENSTSYG00000029498
pteropus_vampyrus ENSPVAG00000012738
equus_caballus ENSECAG00000024417
equus_asinus_asinus ENSEASG00005013328
spermophilus_dauricus ENSSDAG00000000490
mandrillus_leucophaeus ENSMLEG00000034618
dasypus_novemcinctus ENSDNOG00000023829
loxodonta_africana ENSLAFG00000022085
procavia_capensis ENSPCAG00000012168
nomascus_leucogenys ENSNLEG00000017255
chlorocebus_sabaeus ENSCSAG00000013577
tursiops_truncatus ENSTTRG00000001209
salvator_merianae ENSSMRG00000013613
eptatretus_burgeri ENSEBUG00000004097
nothoprocta_perdicaria ENSNPEG00000001307
crocodylus_porosus ENSCPRG00005013123
pogona_vitticeps ENSPVIG00000008704
calidris_pugnax ENSCPUG00000019883
calidris_pygmaea ENSCPGG00000008187
melopsittacus_undulatus ENSMUNG00000002604
taeniopygia_guttata ENSTGUG00000006910
lonchura_striata_domestica ENSLSDG00000009378
parus_major ENSPMJG00000019691
serinus_canaria ENSSCAG00000010336
cyanistes_caeruleus ENSCCEG00000013534
manacus_vitellinus ENSMVIG00005013753
junco_hyemalis ENSJHYG00000003253
ficedula_albicollis ENSFALG00000006011
lepidothrix_coronata ENSLCOG00000008622
gallus_gallus ENSGALG00000004618
meleagris_gallopavo ENSMGAG00000006600
numida_meleagris ENSNMEG00000018286
anser_brachyrhynchus ENSABRG00000013405
anas_platyrhynchos_platyrhynchos ENSAPLG00000005954
apteryx_haastii ENSAHAG00000010972
apteryx_rowi ENSARWG00000013322
apteryx_owenii ENSAOWG00000009393
dromaius_novaehollandiae ENSDNVG00000002625
gopherus_agassizii ENSGAGG00000003551
chelonoidis_abingdonii ENSCABG00000022482
chrysemys_picta_bellii ENSCPBG00000017171
pelodiscus_sinensis ENSPSIG00000017816
phascolarctos_cinereus ENSPCIG00000034012
notamacropus_eugenii ENSMEUG00000005469
sarcophilus_harrisii ENSSHAG00000005333
ornithorhynchus_anatinus ENSOANG00000012695
xenopus_tropicalis ENSXETG00000005800
latimeria_chalumnae ENSLACG00000017846
tetraodon_nigroviridis ENSTNIG00000015475
takifugu_rubripes ENSTRUG00000024088
mola_mola ENSMMOG00000020313
gasterosteus_aculeatus ENSGACG00000011267
scophthalmus_maximus ENSSMAG00000009626
periophthalmus_magnuspinnatus ENSPMGG00000022221
amphiprion_ocellaris ENSAOCG00000009350
amphiprion_percula ENSAPEG00000023158
acanthochromis_polyacanthus ENSAPOG00000021364
stegastes_partitus ENSSPAG00000016509
monopterus_albus ENSMALG00000016809
labrus_bergylta ENSLBEG00000006345
poecilia_formosa ENSPFOG00000004292
poecilia_mexicana ENSPMEG00000016022
poecilia_latipinna ENSPLAG00000023522
poecilia_reticulata ENSPREG00000012783
xiphophorus_maculatus ENSXMAG00000028183
gambusia_affinis ENSGAFG00000016031
cyprinodon_variegatus ENSCVAG00000002306
fundulus_heteroclitus ENSFHEG00000004366
kryptolebias_marmoratus ENSKMAG00000022300
oryzias_latipes_asm223471v1 ENSORLG00020014594
oryzias_latipes_asm223467v1 ENSORLG00000017045
oryzias_latipes_asm223469v1 ENSORLG00015010401
oryzias_melastigma ENSOMEG00000009560
maylandia_zebra ENSMZEG00005009301
astatotilapia_calliptera ENSACLG00000002179
haplochromis_burtoni ENSHBUG00000009495
pundamilia_nyererei ENSPNYG00000021864
neolamprologus_brichardi ENSNBRG00000023836
amphilophus_citrinellus ENSACIG00000004244
mastacembelus_armatus ENSMAMG00000003535
cynoglossus_semilaevis ENSCSEG00000019813
seriola_dumerili ENSSDUG00000010227
seriola_lalandi_dorsalis ENSSLDG00000001374
hippocampus_comes ENSHCOG00000002283
anabas_testudineus ENSATEG00000005549
gadus_morhua ENSGMOG00000006733
esox_lucius ENSELUG00000021918
astyanax_mexicanus ENSAMXG00000019019
pygocentrus_nattereri ENSPNAG00000023693
ictalurus_punctatus ENSIPUG00000007376
danio_rerio ENSDARG00000059177
scleropages_formosus ENSSFOG00015019094
paramormyrops_kingsleyae ENSPKIG00000009527
lepisosteus_oculatus ENSLOCG00000003428
petromyzon_marinus ENSPMAG00000003161
petromyzon_marinus ENSPMAG00000006576
notechis_scutatus ENSNSUG00000008334
ciona_intestinalis ENSCING00000023274
caenorhabditis_elegans_strain_n2 WBGene00016678
drosophila_melanogaster FBgn0035148
