esox_lucius ENSELUG00000009132
apteryx_rowi ENSARWG00000001825
dromaius_novaehollandiae ENSDNVG00000017471
calidris_pugnax ENSCPUG00000017441
calidris_pygmaea ENSCPGG00000010822
nothoprocta_perdicaria ENSNPEG00000008668
crocodylus_porosus ENSCPRG00005004291
gopherus_agassizii ENSGAGG00000009262
chelonoidis_abingdonii ENSCABG00000017455
pelodiscus_sinensis ENSPSIG00000008670
salvator_merianae ENSSMRG00000013145
notechis_scutatus ENSNSUG00000009821
sphenodon_punctatus ENSSPUG00000006543
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013860
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004098
fukomys_damarensis ENSFDAG00000001795
cavia_porcellus ENSCPOG00000030243
cavia_aperea ENSCAPG00000011191
chinchilla_lanigera ENSCLAG00000007803
octodon_degus ENSODEG00000015597
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017586
cricetulus_griseus_crigri-picr ENSCGRG00015003272
cricetulus_griseus_crigri_1.0 ENSCGRG00000002241
mesocricetus_auratus ENSMAUG00000019722
peromyscus_maniculatus_bairdii ENSPEMG00000001445
mus_spicilegus ENSMSIG00000012268
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073705
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027804
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026811
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029159
meriones_unguiculatus ENSMUGG00000016030
oryctolagus_cuniculus ENSOCUG00000017682
piliocolobus_tephrosceles ENSPTEG00000027783
papio_anubis ENSPANG00000005554
theropithecus_gelada ENSTGEG00000004853
papio_anubis ENSPANG00000034711
theropithecus_gelada ENSTGEG00000019530
chlorocebus_sabaeus ENSCSAG00000000779
homo_sapiens ENSG00000175279
pongo_abelii ENSPPYG00000001900
nomascus_leucogenys ENSNLEG00000009456
callithrix_jacchus ENSCJAG00000038779
cebus_capucinus_imitator ENSCCAG00000036973
saimiri_boliviensis_boliviensis ENSSBOG00000019898
carlito_syrichta ENSTSYG00000028546
microcebus_murinus ENSMICG00000004566
prolemur_simus ENSPSMG00000024344
propithecus_coquereli ENSPCOG00000028399
otolemur_garnettii ENSOGAG00000011167
castor_canadensis ENSCCNG00000027879
dipodomys_ordii ENSDORG00000028751
jaculus_jaculus ENSJJAG00000007546
nannospalax_galili ENSNGAG00000022670
ictidomys_tridecemlineatus ENSSTOG00000008753
spermophilus_dauricus ENSSDAG00000001309
neovison_vison ENSNVIG00000007503
mustela_putorius_furo ENSMPUG00000016451
ursus_maritimus ENSUMAG00000023755
ursus_americanus ENSUAMG00000028399
canis_lupus_dingo ENSCAFG00020021996
vulpes_vulpes ENSVVUG00000027101
panthera_pardus ENSPPRG00000005518
panthera_tigris_altaica ENSPTIG00000010042
felis_catus ENSFCAG00000031342
myotis_lucifugus ENSMLUG00000000192
bos_taurus ENSBTAG00000013531
bos_mutus ENSBMUG00000002288
bison_bison_bison ENSBBBG00000021502
ovis_aries ENSOARG00000005198
capra_hircus ENSCHIG00000016554
sus_scrofa ENSSSCG00000003403
equus_asinus_asinus ENSEASG00005019078
equus_caballus ENSECAG00000033471
loxodonta_africana ENSLAFG00000026780
loxodonta_africana ENSLAFG00000030378
dasypus_novemcinctus ENSDNOG00000037554
dasypus_novemcinctus ENSDNOG00000043349
phascolarctos_cinereus ENSPCIG00000008030
jaculus_jaculus ENSJJAG00000013334
microtus_ochrogaster ENSMOCG00000022146
prolemur_simus ENSPSMG00000020863
vicugna_pacos ENSVPAG00000009325
tursiops_truncatus ENSTTRG00000003056
marmota_marmota_marmota ENSMMMG00000016987
urocitellus_parryii ENSUPAG00010003157
tupaia_belangeri ENSTBEG00000012979
pan_paniscus ENSPPAG00000038116
pan_troglodytes ENSPTRG00000000130
gorilla_gorilla ENSGGOG00000012715
macaca_fascicularis ENSMFAG00000035608
macaca_nemestrina ENSMNEG00000035324
cercocebus_atys ENSCATG00000036668
mandrillus_leucophaeus ENSMLEG00000029263
rhinopithecus_bieti ENSRBIG00000029373
rhinopithecus_roxellana ENSRROG00000000063
colobus_angolensis_palliatus ENSCANG00000028643
homo_sapiens ENSG00000251503
macaca_mulatta ENSMMUG00000023030
loxodonta_africana ENSLAFG00000009597
echinops_telfairi ENSETEG00000000662
pteropus_vampyrus ENSPVAG00000011208
ochotona_princeps ENSOPRG00000000864
choloepus_hoffmanni ENSCHOG00000004967
notamacropus_eugenii ENSMEUG00000004963
pogona_vitticeps ENSPVIG00000021549
chrysemys_picta_bellii ENSCPBG00000022041
ornithorhynchus_anatinus ENSOANG00000002800
xenopus_tropicalis ENSXETG00000022169
latimeria_chalumnae ENSLACG00000012968
lepisosteus_oculatus ENSLOCG00000006618
petromyzon_marinus ENSPMAG00000009168
