equus_caballus ENSECAG00000000252
nannospalax_galili ENSNGAG00000024010
jaculus_jaculus ENSJJAG00000022829
carlito_syrichta ENSTSYG00000002410
microcebus_murinus ENSMICG00000016452
propithecus_coquereli ENSPCOG00000006649
prolemur_simus ENSPSMG00000011826
otolemur_garnettii ENSOGAG00000024821
notamacropus_eugenii ENSMEUG00000013235
phascolarctos_cinereus ENSPCIG00000016578
sarcophilus_harrisii ENSSHAG00000002590
monodelphis_domestica ENSMODG00000016079
tursiops_truncatus ENSTTRG00000017281
bos_taurus ENSBTAG00000013253
canis_lupus_dingo ENSCAFG00020027309
ursus_maritimus ENSUMAG00000010490
pteropus_vampyrus ENSPVAG00000016841
cricetulus_griseus_crigri-picr ENSCGRG00015017090
meriones_unguiculatus ENSMUGG00000011481
urocitellus_parryii ENSUPAG00010003245
tupaia_belangeri ENSTBEG00000003154
echinops_telfairi ENSETEG00000009284
apteryx_owenii ENSAOWG00000000496
apteryx_rowi ENSARWG00000000887
chrysemys_picta_bellii ENSCPBG00000002196
calidris_pugnax ENSCPUG00000013597
calidris_pygmaea ENSCPGG00000014395
melopsittacus_undulatus ENSMUNG00000008822
zonotrichia_albicollis ENSZALG00000006178
cyanistes_caeruleus ENSCCEG00000020561
serinus_canaria ENSSCAG00000008294
sphenodon_punctatus ENSSPUG00000014724
spermophilus_dauricus ENSSDAG00000019378
dasypus_novemcinctus ENSDNOG00000034876
loxodonta_africana ENSLAFG00000018001
ornithorhynchus_anatinus ENSOANG00000009842
dromaius_novaehollandiae ENSDNVG00000002608
nothoprocta_perdicaria ENSNPEG00000000088
apteryx_haastii ENSAHAG00000001709
anas_platyrhynchos_platyrhynchos ENSAPLG00000015265
anser_brachyrhynchus ENSABRG00000020004
gallus_gallus ENSGALG00000006283
coturnix_japonica ENSCJPG00005001688
meleagris_gallopavo ENSMGAG00000003442
numida_meleagris ENSNMEG00000014801
ficedula_albicollis ENSFALG00000003312
junco_hyemalis ENSJHYG00000017103
lonchura_striata_domestica ENSLSDG00000000508
taeniopygia_guttata ENSTGUG00000005955
parus_major ENSPMJG00000016524
lepidothrix_coronata ENSLCOG00000007028
manacus_vitellinus ENSMVIG00005014819
crocodylus_porosus ENSCPRG00005009594
chelonoidis_abingdonii ENSCABG00000020953
gopherus_agassizii ENSGAGG00000004228
pelodiscus_sinensis ENSPSIG00000006771
pogona_vitticeps ENSPVIG00000013697
anolis_carolinensis ENSACAG00000000876
notechis_scutatus ENSNSUG00000013604
salvator_merianae ENSSMRG00000000460
bos_mutus ENSBMUG00000011686
bison_bison_bison ENSBBBG00000008217
capra_hircus ENSCHIG00000020478
erinaceus_europaeus ENSEEUG00000008009
ovis_aries ENSOARG00000017642
neovison_vison ENSNVIG00000018363
choloepus_hoffmanni ENSCHOG00000003231
gorilla_gorilla ENSGGOG00000015684
procavia_capensis ENSPCAG00000003695
serinus_canaria ENSSCAG00000008302
zonotrichia_albicollis ENSZALG00000006180
coturnix_japonica ENSCJPG00005001678
melopsittacus_undulatus ENSMUNG00000008825
cyanistes_caeruleus ENSCCEG00000020562
nothoprocta_perdicaria ENSNPEG00000000082
crocodylus_porosus ENSCPRG00005009591
chelonoidis_abingdonii ENSCABG00000020951
sorex_araneus ENSSARG00000003858
latimeria_chalumnae ENSLACG00000005412
xenopus_tropicalis ENSXETG00000031164
esox_lucius ENSELUG00000022321
esox_lucius ENSELUG00000011107
amphiprion_percula ENSAPEG00000007504
amphiprion_ocellaris ENSAOCG00000002354
acanthochromis_polyacanthus ENSAPOG00000021127
stegastes_partitus ENSSPAG00000009132
astatotilapia_calliptera ENSACLG00000026254
pundamilia_nyererei ENSPNYG00000011047
maylandia_zebra ENSMZEG00005025459
haplochromis_burtoni ENSHBUG00000003358
neolamprologus_brichardi ENSNBRG00000015605
oreochromis_niloticus ENSONIG00000009867
amphilophus_citrinellus ENSACIG00000014264
poecilia_formosa ENSPFOG00000009954
poecilia_latipinna ENSPLAG00000022333
poecilia_mexicana ENSPMEG00000011512
poecilia_reticulata ENSPREG00000002829
xiphophorus_couchianus ENSXCOG00000002380
xiphophorus_maculatus ENSXMAG00000015978
gambusia_affinis ENSGAFG00000010988
fundulus_heteroclitus ENSFHEG00000000752
cyprinodon_variegatus ENSCVAG00000004599
kryptolebias_marmoratus ENSKMAG00000011466
oryzias_latipes_asm223471v1 ENSORLG00020013193
oryzias_latipes_asm223469v1 ENSORLG00015013320
oryzias_latipes_asm223467v1 ENSORLG00000016393
oryzias_melastigma ENSOMEG00000023670
hippocampus_comes ENSHCOG00000013288
scophthalmus_maximus ENSSMAG00000000296
cynoglossus_semilaevis ENSCSEG00000016627
mastacembelus_armatus ENSMAMG00000012389
anabas_testudineus ENSATEG00000011465
seriola_dumerili ENSSDUG00000009132
seriola_lalandi_dorsalis ENSSLDG00000012318
monopterus_albus ENSMALG00000017584
tetraodon_nigroviridis ENSTNIG00000015261
takifugu_rubripes ENSTRUG00000007548
mola_mola ENSMMOG00000018968
labrus_bergylta ENSLBEG00000019107
gasterosteus_aculeatus ENSGACG00000013706
periophthalmus_magnuspinnatus ENSPMGG00000014205
gadus_morhua ENSGMOG00000010502
gadus_morhua ENSGMOG00000014882
pygocentrus_nattereri ENSPNAG00000001413
astyanax_mexicanus ENSAMXG00000006078
ictalurus_punctatus ENSIPUG00000017470
danio_rerio ENSDARG00000077323
scleropages_formosus ENSSFOG00015018893
paramormyrops_kingsleyae ENSPKIG00000002801
lepisosteus_oculatus ENSLOCG00000006455
eptatretus_burgeri ENSEBUG00000009500
caenorhabditis_elegans_strain_n2 WBGene00008993
