poecilia_formosa ENSPFOG00000007785
otolemur_garnettii ENSOGAG00000009558
tupaia_belangeri ENSTBEG00000002971
vulpes_vulpes ENSVVUG00000019738
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028328
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026943
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025980
mus_spicilegus ENSMSIG00000020446
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028316
rattus_norvegicus ENSRNOG00000009761
meriones_unguiculatus ENSMUGG00000011414
cricetulus_griseus_crigri_1.0 ENSCGRG00000016492
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022021
cricetulus_griseus_crigri-picr ENSCGRG00015028020
mesocricetus_auratus ENSMAUG00000008541
peromyscus_maniculatus_bairdii ENSPEMG00000020203
microtus_ochrogaster ENSMOCG00000006730
nannospalax_galili ENSNGAG00000008764
jaculus_jaculus ENSJJAG00000006511
castor_canadensis ENSCCNG00000017792
dipodomys_ordii ENSDORG00000013647
chinchilla_lanigera ENSCLAG00000013715
octodon_degus ENSODEG00000003115
cavia_porcellus ENSCPOG00000000489
cavia_aperea ENSCAPG00000006761
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011419
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001466
fukomys_damarensis ENSFDAG00000013228
urocitellus_parryii ENSUPAG00010016501
spermophilus_dauricus ENSSDAG00000020481
ictidomys_tridecemlineatus ENSSTOG00000002660
marmota_marmota_marmota ENSMMMG00000005253
oryctolagus_cuniculus ENSOCUG00000013831
ochotona_princeps ENSOPRG00000010777
erinaceus_europaeus ENSEEUG00000015911
dasypus_novemcinctus ENSDNOG00000040521
loxodonta_africana ENSLAFG00000005992
procavia_capensis ENSPCAG00000009803
sorex_araneus ENSSARG00000007577
echinops_telfairi ENSETEG00000009699
ornithorhynchus_anatinus ENSOANG00000001919
xenopus_tropicalis ENSXETG00000010173
latimeria_chalumnae ENSLACG00000014439
petromyzon_marinus ENSPMAG00000007016
