periophthalmus_magnuspinnatus ENSPMGG00000009991
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031594
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023192
rattus_norvegicus ENSRNOG00000011976
meriones_unguiculatus ENSMUGG00000013025
cricetulus_griseus_crigri_1.0 ENSCGRG00000003604
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016438
cricetulus_griseus_crigri-picr ENSCGRG00015013190
mesocricetus_auratus ENSMAUG00000003225
microtus_ochrogaster ENSMOCG00000015530
peromyscus_maniculatus_bairdii ENSPEMG00000015550
jaculus_jaculus ENSJJAG00000022849
spermophilus_dauricus ENSSDAG00000017994
ictidomys_tridecemlineatus ENSSTOG00000028240
urocitellus_parryii ENSUPAG00010009093
marmota_marmota_marmota ENSMMMG00000012478
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002947
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011902
fukomys_damarensis ENSFDAG00000007343
chinchilla_lanigera ENSCLAG00000000398
octodon_degus ENSODEG00000012841
cavia_aperea ENSCAPG00000004824
cavia_porcellus ENSCPOG00000040012
oryctolagus_cuniculus ENSOCUG00000001859
ochotona_princeps ENSOPRG00000016242
tupaia_belangeri ENSTBEG00000015400
bos_mutus ENSBMUG00000010390
bos_taurus ENSBTAG00000007184
bison_bison_bison ENSBBBG00000019632
capra_hircus ENSCHIG00000014899
ovis_aries ENSOARG00000007693
tursiops_truncatus ENSTTRG00000016204
sus_scrofa ENSSSCG00000002697
erinaceus_europaeus ENSEEUG00000001079
ursus_maritimus ENSUMAG00000015025
ursus_americanus ENSUAMG00000026498
ailuropoda_melanoleuca ENSAMEG00000009651
neovison_vison ENSNVIG00000019873
mustela_putorius_furo ENSMPUG00000009824
canis_lupus_familiaris ENSCAFG00000020035
canis_lupus_dingo ENSCAFG00020002293
vulpes_vulpes ENSVVUG00000027350
panthera_tigris_altaica ENSPTIG00000004932
panthera_pardus ENSPPRG00000011885
felis_catus ENSFCAG00000022107
equus_caballus ENSECAG00000009401
equus_asinus_asinus ENSEASG00005013555
myotis_lucifugus ENSMLUG00000009335
pteropus_vampyrus ENSPVAG00000010720
loxodonta_africana ENSLAFG00000015102
procavia_capensis ENSPCAG00000002403
choloepus_hoffmanni ENSCHOG00000001126
choloepus_hoffmanni ENSCHOG00000007126
dasypus_novemcinctus ENSDNOG00000048836
ornithorhynchus_anatinus ENSOANG00000032220
xenopus_tropicalis ENSXETG00000012700
petromyzon_marinus ENSPMAG00000008335
ciona_savignyi ENSCSAVG00000000177
