amphiprion_percula ENSAPEG00000002603
echinops_telfairi ENSETEG00000003693
loxodonta_africana ENSLAFG00000001383
ornithorhynchus_anatinus ENSOANG00000001464
pogona_vitticeps ENSPVIG00000018070
anolis_carolinensis ENSACAG00000000175
notechis_scutatus ENSNSUG00000019727
salvator_merianae ENSSMRG00000012256
sphenodon_punctatus ENSSPUG00000015286
lonchura_striata_domestica ENSLSDG00000003919
taeniopygia_guttata ENSTGUG00000010413
serinus_canaria ENSSCAG00000010357
junco_hyemalis ENSJHYG00000004199
zonotrichia_albicollis ENSZALG00000007728
ficedula_albicollis ENSFALG00000006142
parus_major ENSPMJG00000014696
cyanistes_caeruleus ENSCCEG00000015582
lepidothrix_coronata ENSLCOG00000005674
manacus_vitellinus ENSMVIG00005005412
melopsittacus_undulatus ENSMUNG00000007849
calidris_pugnax ENSCPUG00000008993
calidris_pygmaea ENSCPGG00000002265
anser_brachyrhynchus ENSABRG00000016910
anas_platyrhynchos_platyrhynchos ENSAPLG00000006991
gallus_gallus ENSGALG00000033054
coturnix_japonica ENSCJPG00005009279
meleagris_gallopavo ENSMGAG00000010095
numida_meleagris ENSNMEG00000011749
apteryx_owenii ENSAOWG00000003254
apteryx_haastii ENSAHAG00000011720
apteryx_rowi ENSARWG00000013538
dromaius_novaehollandiae ENSDNVG00000005060
nothoprocta_perdicaria ENSNPEG00000013655
crocodylus_porosus ENSCPRG00005014242
gopherus_agassizii ENSGAGG00000024792
chelonoidis_abingdonii ENSCABG00000004710
chrysemys_picta_bellii ENSCPBG00000027229
pelodiscus_sinensis ENSPSIG00000006375
xenopus_tropicalis ENSXETG00000010060
latimeria_chalumnae ENSLACG00000017222
eptatretus_burgeri ENSEBUG00000002735
ciona_intestinalis ENSCING00000008161
ciona_savignyi ENSCSAVG00000009935
drosophila_melanogaster FBgn0035703
caenorhabditis_elegans_strain_n2 WBGene00021738
