xenopus_tropicalis ENSXETG00000032898
ficedula_albicollis ENSFALG00000013579
parus_major ENSPMJG00000017117
cyanistes_caeruleus ENSCCEG00000019045
lepidothrix_coronata ENSLCOG00000007084
manacus_vitellinus ENSMVIG00005014935
gallus_gallus ENSGALG00000001936
meleagris_gallopavo ENSMGAG00000001337
coturnix_japonica ENSCJPG00005016023
numida_meleagris ENSNMEG00000016215
anser_brachyrhynchus ENSABRG00000003232
apteryx_haastii ENSAHAG00000016480
apteryx_owenii ENSAOWG00000011740
apteryx_rowi ENSARWG00000002469
dromaius_novaehollandiae ENSDNVG00000000223
nothoprocta_perdicaria ENSNPEG00000013069
anas_platyrhynchos_platyrhynchos ENSAPLG00000025399
takifugu_rubripes ENSTRUG00000000755
tetraodon_nigroviridis ENSTNIG00000013767
mola_mola ENSMMOG00000005586
gasterosteus_aculeatus ENSGACG00000003775
labrus_bergylta ENSLBEG00000026247
monopterus_albus ENSMALG00000016315
mastacembelus_armatus ENSMAMG00000009766
anabas_testudineus ENSATEG00000010908
xiphophorus_maculatus ENSXMAG00000016485
xiphophorus_couchianus ENSXCOG00000006058
gambusia_affinis ENSGAFG00000017279
poecilia_latipinna ENSPLAG00000017126
poecilia_formosa ENSPFOG00000002019
poecilia_mexicana ENSPMEG00000019533
poecilia_reticulata ENSPREG00000016073
fundulus_heteroclitus ENSFHEG00000009457
cyprinodon_variegatus ENSCVAG00000015312
kryptolebias_marmoratus ENSKMAG00000014712
oryzias_latipes_asm223467v1 ENSORLG00000015554
oryzias_latipes_asm223471v1 ENSORLG00020020340
oryzias_latipes_asm223469v1 ENSORLG00015016434
oryzias_melastigma ENSOMEG00000002849
pundamilia_nyererei ENSPNYG00000019646
haplochromis_burtoni ENSHBUG00000013368
maylandia_zebra ENSMZEG00005008773
astatotilapia_calliptera ENSACLG00000024879
neolamprologus_brichardi ENSNBRG00000013153
oreochromis_niloticus ENSONIG00000019314
amphilophus_citrinellus ENSACIG00000007542
amphiprion_percula ENSAPEG00000020604
amphiprion_ocellaris ENSAOCG00000000112
acanthochromis_polyacanthus ENSAPOG00000019103
stegastes_partitus ENSSPAG00000017051
scophthalmus_maximus ENSSMAG00000001416
cynoglossus_semilaevis ENSCSEG00000002987
seriola_lalandi_dorsalis ENSSLDG00000002917
seriola_dumerili ENSSDUG00000021686
hippocampus_comes ENSHCOG00000014164
periophthalmus_magnuspinnatus ENSPMGG00000018473
gadus_morhua ENSGMOG00000019141
esox_lucius ENSELUG00000007930
pygocentrus_nattereri ENSPNAG00000004296
astyanax_mexicanus ENSAMXG00000004694
ictalurus_punctatus ENSIPUG00000011055
danio_rerio ENSDARG00000044441
scleropages_formosus ENSSFOG00015006354
paramormyrops_kingsleyae ENSPKIG00000025427
scleropages_formosus ENSSFOG00015019325
paramormyrops_kingsleyae ENSPKIG00000002817
neolamprologus_brichardi ENSNBRG00000008926
maylandia_zebra ENSMZEG00005010076
scophthalmus_maximus ENSSMAG00000012185
takifugu_rubripes ENSTRUG00000006629
tetraodon_nigroviridis ENSTNIG00000007892
mola_mola ENSMMOG00000017640
mastacembelus_armatus ENSMAMG00000017920
monopterus_albus ENSMALG00000004448
gasterosteus_aculeatus ENSGACG00000016439
anabas_testudineus ENSATEG00000003366
labrus_bergylta ENSLBEG00000005265
seriola_dumerili ENSSDUG00000005353
seriola_lalandi_dorsalis ENSSLDG00000005007
seriola_lalandi_dorsalis ENSSLDG00000006194
xiphophorus_maculatus ENSXMAG00000011605
xiphophorus_couchianus ENSXCOG00000007715
gambusia_affinis ENSGAFG00000011881
poecilia_formosa ENSPFOG00000007994
poecilia_reticulata ENSPREG00000002362
poecilia_mexicana ENSPMEG00000001073
poecilia_latipinna ENSPLAG00000021246
fundulus_heteroclitus ENSFHEG00000019510
cyprinodon_variegatus ENSCVAG00000020669
kryptolebias_marmoratus ENSKMAG00000007774
oryzias_latipes_asm223467v1 ENSORLG00000027075
oryzias_latipes_asm223471v1 ENSORLG00020011953
oryzias_latipes_asm223469v1 ENSORLG00015007615
oryzias_melastigma ENSOMEG00000007217
amphiprion_percula ENSAPEG00000022472
amphiprion_ocellaris ENSAOCG00000014062
acanthochromis_polyacanthus ENSAPOG00000020566
stegastes_partitus ENSSPAG00000021293
pundamilia_nyererei ENSPNYG00000002223
astatotilapia_calliptera ENSACLG00000015917
haplochromis_burtoni ENSHBUG00000004191
oreochromis_niloticus ENSONIG00000018684
amphilophus_citrinellus ENSACIG00000008466
hippocampus_comes ENSHCOG00000002468
gadus_morhua ENSGMOG00000013078
esox_lucius ENSELUG00000022704
astyanax_mexicanus ENSAMXG00000005851
pygocentrus_nattereri ENSPNAG00000010067
ictalurus_punctatus ENSIPUG00000018234
danio_rerio ENSDARG00000077201
lepisosteus_oculatus ENSLOCG00000005313
ictalurus_punctatus ENSIPUG00000011151
periophthalmus_magnuspinnatus ENSPMGG00000020255
eptatretus_burgeri ENSEBUG00000008996
ciona_savignyi ENSCSAVG00000004814
caenorhabditis_elegans_strain_n2 WBGene00002039
drosophila_melanogaster FBgn0040299
