pygocentrus_nattereri ENSPNAG00000021652
microtus_ochrogaster ENSMOCG00000015455
peromyscus_maniculatus_bairdii ENSPEMG00000000651
nannospalax_galili ENSNGAG00000020803
jaculus_jaculus ENSJJAG00000007502
chinchilla_lanigera ENSCLAG00000000925
octodon_degus ENSODEG00000004503
cavia_porcellus ENSCPOG00000030578
cavia_aperea ENSCAPG00000007412
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005551
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016784
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002324
fukomys_damarensis ENSFDAG00000014501
ictidomys_tridecemlineatus ENSSTOG00000028793
spermophilus_dauricus ENSSDAG00000023354
urocitellus_parryii ENSUPAG00010022049
marmota_marmota_marmota ENSMMMG00000011503
oryctolagus_cuniculus ENSOCUG00000010881
ochotona_princeps ENSOPRG00000014365
carlito_syrichta ENSTSYG00000009180
tupaia_belangeri ENSTBEG00000006457
myotis_lucifugus ENSMLUG00000004360
myotis_lucifugus ENSMLUG00000027881
myotis_lucifugus ENSMLUG00000030661
pteropus_vampyrus ENSPVAG00000009672
equus_caballus ENSECAG00000015889
equus_asinus_asinus ENSEASG00005013780
bos_mutus ENSBMUG00000014313
bos_taurus ENSBTAG00000008385
bison_bison_bison ENSBBBG00000018733
capra_hircus ENSCHIG00000011329
ovis_aries ENSOARG00000010970
tursiops_truncatus ENSTTRG00000012000
sus_scrofa ENSSSCG00000038285
ursus_americanus ENSUAMG00000003060
ursus_maritimus ENSUMAG00000007528
ailuropoda_melanoleuca ENSAMEG00000018309
neovison_vison ENSNVIG00000007304
mustela_putorius_furo ENSMPUG00000008815
canis_lupus_dingo ENSCAFG00020004009
canis_lupus_familiaris ENSCAFG00000019947
vulpes_vulpes ENSVVUG00000030309
panthera_pardus ENSPPRG00000006076
panthera_tigris_altaica ENSPTIG00000014929
felis_catus ENSFCAG00000010830
dasypus_novemcinctus ENSDNOG00000010475
choloepus_hoffmanni ENSCHOG00000000568
microcebus_murinus ENSMICG00000001726
echinops_telfairi ENSETEG00000013357
ornithorhynchus_anatinus ENSOANG00000011344
xenopus_tropicalis ENSXETG00000013326
latimeria_chalumnae ENSLACG00000002368
lepisosteus_oculatus ENSLOCG00000002761
gasterosteus_aculeatus ENSGACG00000000477
cynoglossus_semilaevis ENSCSEG00000000325
tetraodon_nigroviridis ENSTNIG00000002014
tetraodon_nigroviridis ENSTNIG00000008832
takifugu_rubripes ENSTRUG00000006513
mola_mola ENSMMOG00000010724
labrus_bergylta ENSLBEG00000006279
labrus_bergylta ENSLBEG00000020083
seriola_dumerili ENSSDUG00000004504
seriola_lalandi_dorsalis ENSSLDG00000004548
scophthalmus_maximus ENSSMAG00000000396
monopterus_albus ENSMALG00000010120
mastacembelus_armatus ENSMAMG00000012516
anabas_testudineus ENSATEG00000006170
poecilia_latipinna ENSPLAG00000000778
poecilia_mexicana ENSPMEG00000020783
poecilia_formosa ENSPFOG00000012125
poecilia_reticulata ENSPREG00000000664
xiphophorus_maculatus ENSXMAG00000009101
xiphophorus_couchianus ENSXCOG00000005783
gambusia_affinis ENSGAFG00000006524
poecilia_mexicana ENSPMEG00000011731
poecilia_latipinna ENSPLAG00000008219
fundulus_heteroclitus ENSFHEG00000009178
cyprinodon_variegatus ENSCVAG00000021301
kryptolebias_marmoratus ENSKMAG00000021160
oryzias_latipes_asm223471v1 ENSORLG00020012730
oryzias_latipes_asm223467v1 ENSORLG00000015442
oryzias_latipes_asm223469v1 ENSORLG00015003045
oryzias_melastigma ENSOMEG00000019933
amphiprion_percula ENSAPEG00000006132
amphiprion_ocellaris ENSAOCG00000005409
acanthochromis_polyacanthus ENSAPOG00000007444
stegastes_partitus ENSSPAG00000023409
pundamilia_nyererei ENSPNYG00000007440
maylandia_zebra ENSMZEG00005000205
astatotilapia_calliptera ENSACLG00000000630
haplochromis_burtoni ENSHBUG00000018751
neolamprologus_brichardi ENSNBRG00000016825
oreochromis_niloticus ENSONIG00000010716
amphilophus_citrinellus ENSACIG00000015118
periophthalmus_magnuspinnatus ENSPMGG00000001981
gadus_morhua ENSGMOG00000004174
maylandia_zebra ENSMZEG00005001866
astatotilapia_calliptera ENSACLG00000005189
haplochromis_burtoni ENSHBUG00000023836
neolamprologus_brichardi ENSNBRG00000007688
acanthochromis_polyacanthus ENSAPOG00000003097
takifugu_rubripes ENSTRUG00000024291
oryzias_latipes_asm223467v1 ENSORLG00000028455
paramormyrops_kingsleyae ENSPKIG00000008821
ciona_intestinalis ENSCING00000009277
ciona_intestinalis ENSCING00000024784
