meleagris_gallopavo ENSMGAG00000015379
pygocentrus_nattereri ENSPNAG00000029430
astyanax_mexicanus ENSAMXG00000031378
ictalurus_punctatus ENSIPUG00000016423
ictalurus_punctatus ENSIPUG00000019810
danio_rerio ENSDARG00000104260
mastacembelus_armatus ENSMAMG00000015171
monopterus_albus ENSMALG00000019361
anabas_testudineus ENSATEG00000019724
seriola_dumerili ENSSDUG00000003331
seriola_lalandi_dorsalis ENSSLDG00000005572
scophthalmus_maximus ENSSMAG00000005550
fundulus_heteroclitus ENSFHEG00000021601
cyprinodon_variegatus ENSCVAG00000004172
xiphophorus_maculatus ENSXMAG00000012702
xiphophorus_couchianus ENSXCOG00000010015
gambusia_affinis ENSGAFG00000001698
poecilia_formosa ENSPFOG00000010253
poecilia_mexicana ENSPMEG00000008539
poecilia_latipinna ENSPLAG00000002304
poecilia_reticulata ENSPREG00000012392
kryptolebias_marmoratus ENSKMAG00000002622
oryzias_latipes_asm223471v1 ENSORLG00020004517
oryzias_latipes_asm223469v1 ENSORLG00015014262
oryzias_latipes_asm223467v1 ENSORLG00000003057
oryzias_melastigma ENSOMEG00000018651
astatotilapia_calliptera ENSACLG00000011967
maylandia_zebra ENSMZEG00005009348
haplochromis_burtoni ENSHBUG00000001852
pundamilia_nyererei ENSPNYG00000009335
neolamprologus_brichardi ENSNBRG00000017637
oreochromis_niloticus ENSONIG00000014448
amphilophus_citrinellus ENSACIG00000005859
amphiprion_percula ENSAPEG00000018350
amphiprion_ocellaris ENSAOCG00000017467
acanthochromis_polyacanthus ENSAPOG00000022525
stegastes_partitus ENSSPAG00000001657
labrus_bergylta ENSLBEG00000014445
gasterosteus_aculeatus ENSGACG00000005917
takifugu_rubripes ENSTRUG00000014103
tetraodon_nigroviridis ENSTNIG00000015374
mola_mola ENSMMOG00000012975
cynoglossus_semilaevis ENSCSEG00000019430
hippocampus_comes ENSHCOG00000004570
periophthalmus_magnuspinnatus ENSPMGG00000003377
gadus_morhua ENSGMOG00000000978
scleropages_formosus ENSSFOG00015010852
paramormyrops_kingsleyae ENSPKIG00000015235
lepisosteus_oculatus ENSLOCG00000004772
latimeria_chalumnae ENSLACG00000009070
xenopus_tropicalis ENSXETG00000019146
numida_meleagris ENSNMEG00000015251
eptatretus_burgeri ENSEBUG00000008829
