cynoglossus_semilaevis ENSCSEG00000001511
junco_hyemalis ENSJHYG00000001250
ficedula_albicollis ENSFALG00000007885
cyanistes_caeruleus ENSCCEG00000021962
parus_major ENSPMJG00000012809
melopsittacus_undulatus ENSMUNG00000007474
calidris_pugnax ENSCPUG00000016985
calidris_pygmaea ENSCPGG00000006083
anser_brachyrhynchus ENSABRG00000009611
anas_platyrhynchos_platyrhynchos ENSAPLG00000005631
gallus_gallus ENSGALG00000005972
meleagris_gallopavo ENSMGAG00000007327
coturnix_japonica ENSCJPG00005013958
numida_meleagris ENSNMEG00000018950
apteryx_haastii ENSAHAG00000012775
apteryx_owenii ENSAOWG00000008772
apteryx_rowi ENSARWG00000010644
dromaius_novaehollandiae ENSDNVG00000003118
nothoprocta_perdicaria ENSNPEG00000005770
crocodylus_porosus ENSCPRG00005018121
zonotrichia_albicollis ENSZALG00000016823
chelonoidis_abingdonii ENSCABG00000008985
gopherus_agassizii ENSGAGG00000015826
chrysemys_picta_bellii ENSCPBG00000014373
pelodiscus_sinensis ENSPSIG00000012977
anolis_carolinensis ENSACAG00000007321
pogona_vitticeps ENSPVIG00000015108
notechis_scutatus ENSNSUG00000000057
salvator_merianae ENSSMRG00000000387
sphenodon_punctatus ENSSPUG00000004134
ornithorhynchus_anatinus ENSOANG00000029935
ornithorhynchus_anatinus ENSOANG00000005842
phascolarctos_cinereus ENSPCIG00000027094
notamacropus_eugenii ENSMEUG00000012205
monodelphis_domestica ENSMODG00000007955
sarcophilus_harrisii ENSSHAG00000013098
dipodomys_ordii ENSDORG00000013538
castor_canadensis ENSCCNG00000031211
mus_spicilegus ENSMSIG00000013327
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029643
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033182
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028630
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022369
rattus_norvegicus ENSRNOG00000061868
meriones_unguiculatus ENSMUGG00000006839
meriones_unguiculatus ENSMUGG00000006906
peromyscus_maniculatus_bairdii ENSPEMG00000018592
microtus_ochrogaster ENSMOCG00000010634
cricetulus_griseus_crigri-picr ENSCGRG00015010051
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015928
cricetulus_griseus_crigri_1.0 ENSCGRG00000007037
mesocricetus_auratus ENSMAUG00000017044
nannospalax_galili ENSNGAG00000023399
jaculus_jaculus ENSJJAG00000003832
chinchilla_lanigera ENSCLAG00000006214
octodon_degus ENSODEG00000003397
cavia_porcellus ENSCPOG00000004863
cavia_aperea ENSCAPG00000011608
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000289
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009686
fukomys_damarensis ENSFDAG00000013133
bos_taurus ENSBTAG00000011547
bos_mutus ENSBMUG00000014964
bison_bison_bison ENSBBBG00000013616
capra_hircus ENSCHIG00000020444
ovis_aries ENSOARG00000005461
vicugna_pacos ENSVPAG00000008151
erinaceus_europaeus ENSEEUG00000015770
prolemur_simus ENSPSMG00000007222
propithecus_coquereli ENSPCOG00000015451
spermophilus_dauricus ENSSDAG00000004680
marmota_marmota_marmota ENSMMMG00000021450
ictidomys_tridecemlineatus ENSSTOG00000020065
urocitellus_parryii ENSUPAG00010004923
tupaia_belangeri ENSTBEG00000015124
ochotona_princeps ENSOPRG00000011237
sorex_araneus ENSSARG00000010569
oryctolagus_cuniculus ENSOCUG00000016494
otolemur_garnettii ENSOGAG00000029042
sus_scrofa ENSSSCG00000011622
tursiops_truncatus ENSTTRG00000000578
echinops_telfairi ENSETEG00000010831
pteropus_vampyrus ENSPVAG00000003794
myotis_lucifugus ENSMLUG00000001141
ursus_maritimus ENSUMAG00000014859
ursus_americanus ENSUAMG00000005547
ailuropoda_melanoleuca ENSAMEG00000015099
neovison_vison ENSNVIG00000018133
mustela_putorius_furo ENSMPUG00000017343
canis_lupus_dingo ENSCAFG00020004798
canis_lupus_familiaris ENSCAFG00000004105
vulpes_vulpes ENSVVUG00000018401
panthera_pardus ENSPPRG00000002619
panthera_tigris_altaica ENSPTIG00000013942
felis_catus ENSFCAG00000022102
equus_caballus ENSECAG00000011193
equus_asinus_asinus ENSEASG00005006776
pan_troglodytes ENSPTRG00000015350
pan_paniscus ENSPPAG00000042786
homo_sapiens ENSG00000187715
gorilla_gorilla ENSGGOG00000025759
pongo_abelii ENSPPYG00000013439
nomascus_leucogenys ENSNLEG00000014254
colobus_angolensis_palliatus ENSCANG00000033692
piliocolobus_tephrosceles ENSPTEG00000009632
rhinopithecus_bieti ENSRBIG00000030050
rhinopithecus_roxellana ENSRROG00000042733
cercocebus_atys ENSCATG00000033209
mandrillus_leucophaeus ENSMLEG00000032213
papio_anubis ENSPANG00000006163
theropithecus_gelada ENSTGEG00000010723
chlorocebus_sabaeus ENSCSAG00000008568
macaca_mulatta ENSMMUG00000046638
macaca_fascicularis ENSMFAG00000007505
macaca_nemestrina ENSMNEG00000031241
cebus_capucinus_imitator ENSCCAG00000020516
callithrix_jacchus ENSCJAG00000005305
saimiri_boliviensis_boliviensis ENSSBOG00000033473
aotus_nancymaae ENSANAG00000023276
carlito_syrichta ENSTSYG00000005316
choloepus_hoffmanni ENSCHOG00000011152
dasypus_novemcinctus ENSDNOG00000014429
loxodonta_africana ENSLAFG00000014423
xenopus_tropicalis ENSXETG00000031782
latimeria_chalumnae ENSLACG00000012517
lepisosteus_oculatus ENSLOCG00000013077
eptatretus_burgeri ENSEBUG00000013965
