tursiops_truncatus ENSTTRG00000002753
manacus_vitellinus ENSMVIG00005011840
melopsittacus_undulatus ENSMUNG00000010780
crocodylus_porosus ENSCPRG00005012737
monodelphis_domestica ENSMODG00000025687
scleropages_formosus ENSSFOG00015021389
ciona_intestinalis ENSCING00000024431
latimeria_chalumnae ENSLACG00000022582
ciona_intestinalis ENSCING00000018084
oryzias_latipes_asm223469v1 ENSORLG00015003857
ciona_intestinalis ENSCING00000007101
ciona_savignyi ENSCSAVG00000003244
ciona_savignyi ENSCSAVG00000008259
oryzias_latipes_asm223471v1 ENSORLG00020019786
oryzias_latipes_asm223469v1 ENSORLG00015003831
oryzias_melastigma ENSOMEG00000001646
oreochromis_niloticus ENSONIG00000009763
astatotilapia_calliptera ENSACLG00000002550
seriola_dumerili ENSSDUG00000023528
scleropages_formosus ENSSFOG00015012350
eptatretus_burgeri ENSEBUG00000003211
petromyzon_marinus ENSPMAG00000004883
ciona_savignyi ENSCSAVG00000002955
ciona_savignyi ENSCSAVG00000009523
ciona_intestinalis ENSCING00000004569
ciona_intestinalis ENSCING00000020945
ciona_intestinalis ENSCING00000004617
ciona_savignyi ENSCSAVG00000006499
ciona_intestinalis ENSCING00000011618
ciona_savignyi ENSCSAVG00000006269
procavia_capensis ENSPCAG00000016065
mustela_putorius_furo ENSMPUG00000003147
hippocampus_comes ENSHCOG00000014937
ciona_savignyi ENSCSAVG00000005009
drosophila_melanogaster FBgn0031414
