tupaia_belangeri ENSTBEG00000002532
cercocebus_atys ENSCATG00000021824
mandrillus_leucophaeus ENSMLEG00000019171
theropithecus_gelada ENSTGEG00000019026
pongo_abelii ENSPPYG00000003516
callithrix_jacchus ENSCJAG00000032827
cebus_capucinus_imitator ENSCCAG00000019561
aotus_nancymaae ENSANAG00000024228
saimiri_boliviensis_boliviensis ENSSBOG00000026210
saimiri_boliviensis_boliviensis ENSSBOG00000033245
cebus_capucinus_imitator ENSCCAG00000022118
aotus_nancymaae ENSANAG00000028596
aotus_nancymaae ENSANAG00000017422
cebus_capucinus_imitator ENSCCAG00000020212
cercocebus_atys ENSCATG00000041569
chlorocebus_sabaeus ENSCSAG00000019332
theropithecus_gelada ENSTGEG00000018981
piliocolobus_tephrosceles ENSPTEG00000001021
pan_troglodytes ENSPTRG00000003320
pan_paniscus ENSPPAG00000039252
gorilla_gorilla ENSGGOG00000022684
homo_sapiens ENSG00000183303
carlito_syrichta ENSTSYG00000006349
propithecus_coquereli ENSPCOG00000009621
microcebus_murinus ENSMICG00000048117
prolemur_simus ENSPSMG00000009978
prolemur_simus ENSPSMG00000015211
prolemur_simus ENSPSMG00000004318
prolemur_simus ENSPSMG00000015214
microcebus_murinus ENSMICG00000047289
microcebus_murinus ENSMICG00000032080
propithecus_coquereli ENSPCOG00000014664
propithecus_coquereli ENSPCOG00000020488
microcebus_murinus ENSMICG00000041854
prolemur_simus ENSPSMG00000015163
prolemur_simus ENSPSMG00000015149
prolemur_simus ENSPSMG00000015152
microcebus_murinus ENSMICG00000046534
otolemur_garnettii ENSOGAG00000014988
otolemur_garnettii ENSOGAG00000031074
otolemur_garnettii ENSOGAG00000026427
otolemur_garnettii ENSOGAG00000032208
otolemur_garnettii ENSOGAG00000030802
octodon_degus ENSODEG00000001123
octodon_degus ENSODEG00000018640
fukomys_damarensis ENSFDAG00000018429
fukomys_damarensis ENSFDAG00000001017
fukomys_damarensis ENSFDAG00000018552
fukomys_damarensis ENSFDAG00000018769
fukomys_damarensis ENSFDAG00000018484
fukomys_damarensis ENSFDAG00000018358
cavia_aperea ENSCAPG00000006423
cavia_porcellus ENSCPOG00000036199
chinchilla_lanigera ENSCLAG00000016965
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020389
fukomys_damarensis ENSFDAG00000019275
cavia_porcellus ENSCPOG00000037044
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009277
octodon_degus ENSODEG00000001412
octodon_degus ENSODEG00000018691
chinchilla_lanigera ENSCLAG00000018013
fukomys_damarensis ENSFDAG00000000449
fukomys_damarensis ENSFDAG00000018958
cavia_porcellus ENSCPOG00000031910
cavia_porcellus ENSCPOG00000034621
cavia_aperea ENSCAPG00000011511
chinchilla_lanigera ENSCLAG00000016626
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020870
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021257
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016207
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021025
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017060
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021286
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020856
cavia_aperea ENSCAPG00000011011
cavia_porcellus ENSCPOG00000035715
cavia_porcellus ENSCPOG00000030431
octodon_degus ENSODEG00000018737
sorex_araneus ENSSARG00000004576
sorex_araneus ENSSARG00000003238
sorex_araneus ENSSARG00000006377
sorex_araneus ENSSARG00000013430
sorex_araneus ENSSARG00000006120
sorex_araneus ENSSARG00000004786
sorex_araneus ENSSARG00000012296
sorex_araneus ENSSARG00000011973
sorex_araneus ENSSARG00000011656
sorex_araneus ENSSARG00000013654
sorex_araneus ENSSARG00000001495
erinaceus_europaeus ENSEEUG00000004796
castor_canadensis ENSCCNG00000011532
castor_canadensis ENSCCNG00000011522
dipodomys_ordii ENSDORG00000028038
dipodomys_ordii ENSDORG00000024269
castor_canadensis ENSCCNG00000001977
castor_canadensis ENSCCNG00000001956
castor_canadensis ENSCCNG00000021744
castor_canadensis ENSCCNG00000011463
castor_canadensis ENSCCNG00000011525
dipodomys_ordii ENSDORG00000015369
castor_canadensis ENSCCNG00000001940
spermophilus_dauricus ENSSDAG00000022534
marmota_marmota_marmota ENSMMMG00000016012
marmota_marmota_marmota ENSMMMG00000015977
ictidomys_tridecemlineatus ENSSTOG00000034337
spermophilus_dauricus ENSSDAG00000003338
spermophilus_dauricus ENSSDAG00000022537
spermophilus_dauricus ENSSDAG00000003410
marmota_marmota_marmota ENSMMMG00000016007
ictidomys_tridecemlineatus ENSSTOG00000022913
marmota_marmota_marmota ENSMMMG00000015963
spermophilus_dauricus ENSSDAG00000010013
spermophilus_dauricus ENSSDAG00000003316
cricetulus_griseus_crigri_1.0 ENSCGRG00000019530
cricetulus_griseus_crigri-picr ENSCGRG00015013406
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008556
mesocricetus_auratus ENSMAUG00000022151
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004883
peromyscus_maniculatus_bairdii ENSPEMG00000024407
microtus_ochrogaster ENSMOCG00000006766
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094426
mus_spicilegus ENSMSIG00000026954
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031387
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030277
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013493
rattus_norvegicus ENSRNOG00000045879
meriones_unguiculatus ENSMUGG00000025335
meriones_unguiculatus ENSMUGG00000025330
rattus_norvegicus ENSRNOG00000048525
mesocricetus_auratus ENSMAUG00000013361
dipodomys_ordii ENSDORG00000025763
dipodomys_ordii ENSDORG00000027200
dipodomys_ordii ENSDORG00000026144
dipodomys_ordii ENSDORG00000028443
jaculus_jaculus ENSJJAG00000012201
jaculus_jaculus ENSJJAG00000011917
nannospalax_galili ENSNGAG00000012828
peromyscus_maniculatus_bairdii ENSPEMG00000029753
microtus_ochrogaster ENSMOCG00000005228
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006250
cricetulus_griseus_crigri-picr ENSCGRG00015003600
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009569
cricetulus_griseus_crigri-picr ENSCGRG00015003530
mesocricetus_auratus ENSMAUG00000007712
cricetulus_griseus_crigri_1.0 ENSCGRG00000019549
cricetulus_griseus_crigri-picr ENSCGRG00015003578
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002447
mesocricetus_auratus ENSMAUG00000004043
peromyscus_maniculatus_bairdii ENSPEMG00000028983
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031405
mus_spicilegus ENSMSIG00000027098
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000061000
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030292
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013504
rattus_norvegicus ENSRNOG00000059313
meriones_unguiculatus ENSMUGG00000018624
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031408
mus_spicilegus ENSMSIG00000027115
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030295
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013506
rattus_norvegicus ENSRNOG00000055310
mus_spicilegus ENSMSIG00000027122
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031398
mus_spicilegus ENSMSIG00000027051
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093980
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030288
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013502
rattus_norvegicus ENSRNOG00000009748
mus_spicilegus ENSMSIG00000027050
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109497
mus_spicilegus ENSMSIG00000026992
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031391
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078118
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030282
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013497
rattus_norvegicus ENSRNOG00000028802
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095239
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031401
mus_spicilegus ENSMSIG00000027059
rattus_norvegicus ENSRNOG00000047215
cricetulus_griseus_crigri_1.0 ENSCGRG00000019495
cricetulus_griseus_crigri-picr ENSCGRG00015003509
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013230
peromyscus_maniculatus_bairdii ENSPEMG00000028005
rattus_norvegicus ENSRNOG00000050593
rattus_norvegicus ENSRNOG00000051603
mus_spicilegus ENSMSIG00000027064
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012794
cricetulus_griseus_crigri_1.0 ENSCGRG00000019884
cricetulus_griseus_crigri-picr ENSCGRG00015003496
mesocricetus_auratus ENSMAUG00000007658
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031396
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109884
mus_spicilegus ENSMSIG00000027033
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030286
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013500
rattus_norvegicus ENSRNOG00000009791
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000964
cricetulus_griseus_crigri-picr ENSCGRG00015003522
cricetulus_griseus_crigri_1.0 ENSCGRG00000016590
mesocricetus_auratus ENSMAUG00000014639
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005990
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095929
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096068
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030283
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031394
mus_spicilegus ENSMSIG00000027015
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013498
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000108995
mus_spicilegus ENSMSIG00000027020
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096465
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031395
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030285
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013499
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059031
rattus_norvegicus ENSRNOG00000046628
rattus_norvegicus ENSRNOG00000051586
rattus_norvegicus ENSRNOG00000051414
rattus_norvegicus ENSRNOG00000036787
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031392
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031393
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030281
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000110204
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000110171
mus_spicilegus ENSMSIG00000027007
rattus_norvegicus ENSRNOG00000054146
rattus_norvegicus ENSRNOG00000049197
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000110253
mus_spicilegus ENSMSIG00000027055
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030284
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031400
mus_spicilegus ENSMSIG00000027061
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096679
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027740
mus_spicilegus ENSMSIG00000002245
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031399
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109631
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030290
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030289
rattus_norvegicus ENSRNOG00000060915
peromyscus_maniculatus_bairdii ENSPEMG00000025672
peromyscus_maniculatus_bairdii ENSPEMG00000030864
microtus_ochrogaster ENSMOCG00000005763
microtus_ochrogaster ENSMOCG00000010650
cricetulus_griseus_crigri_1.0 ENSCGRG00000018639
cricetulus_griseus_crigri-picr ENSCGRG00015003563
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007489
mesocricetus_auratus ENSMAUG00000007784
mesocricetus_auratus ENSMAUG00000012009
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001513
cricetulus_griseus_crigri-picr ENSCGRG00015013378
cricetulus_griseus_crigri_1.0 ENSCGRG00000019916
mesocricetus_auratus ENSMAUG00000007885
peromyscus_maniculatus_bairdii ENSPEMG00000030320
microtus_ochrogaster ENSMOCG00000008871
mus_spicilegus ENSMSIG00000026931
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000109542
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000095910
rattus_norvegicus ENSRNOG00000046456
nannospalax_galili ENSNGAG00000014184
nannospalax_galili ENSNGAG00000004049
nannospalax_galili ENSNGAG00000011679
nannospalax_galili ENSNGAG00000010979
nannospalax_galili ENSNGAG00000021222
nannospalax_galili ENSNGAG00000013017
nannospalax_galili ENSNGAG00000005387
nannospalax_galili ENSNGAG00000012957
rattus_norvegicus ENSRNOG00000034061
rattus_norvegicus ENSRNOG00000055938
mus_spicilegus ENSMSIG00000027092
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058244
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031404
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030291
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013503
meriones_unguiculatus ENSMUGG00000018627
rattus_norvegicus ENSRNOG00000053711
cricetulus_griseus_crigri_1.0 ENSCGRG00000001365
cricetulus_griseus_crigri-picr ENSCGRG00015003488
peromyscus_maniculatus_bairdii ENSPEMG00000026444
jaculus_jaculus ENSJJAG00000012604
jaculus_jaculus ENSJJAG00000011747
jaculus_jaculus ENSJJAG00000011675
jaculus_jaculus ENSJJAG00000010544
cricetulus_griseus_crigri_1.0 ENSCGRG00000018832
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012934
cricetulus_griseus_crigri-picr ENSCGRG00015003590
peromyscus_maniculatus_bairdii ENSPEMG00000026985
mus_spicilegus ENSMSIG00000027067
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058014
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031402
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013508
rattus_norvegicus ENSRNOG00000046162
meriones_unguiculatus ENSMUGG00000018617
erinaceus_europaeus ENSEEUG00000012395
loxodonta_africana ENSLAFG00000025611
loxodonta_africana ENSLAFG00000032041
loxodonta_africana ENSLAFG00000026138
loxodonta_africana ENSLAFG00000028285
loxodonta_africana ENSLAFG00000027619
loxodonta_africana ENSLAFG00000027034
loxodonta_africana ENSLAFG00000031768
loxodonta_africana ENSLAFG00000027638
loxodonta_africana ENSLAFG00000031303
loxodonta_africana ENSLAFG00000031792
loxodonta_africana ENSLAFG00000030370
loxodonta_africana ENSLAFG00000027333
loxodonta_africana ENSLAFG00000027560
procavia_capensis ENSPCAG00000001860
echinops_telfairi ENSETEG00000018723
echinops_telfairi ENSETEG00000003255
echinops_telfairi ENSETEG00000009890
choloepus_hoffmanni ENSCHOG00000012498
choloepus_hoffmanni ENSCHOG00000010275
choloepus_hoffmanni ENSCHOG00000011790
dasypus_novemcinctus ENSDNOG00000049532
dasypus_novemcinctus ENSDNOG00000042878
dasypus_novemcinctus ENSDNOG00000035439
dasypus_novemcinctus ENSDNOG00000040054
dasypus_novemcinctus ENSDNOG00000033695
dasypus_novemcinctus ENSDNOG00000044496
tupaia_belangeri ENSTBEG00000012768
tupaia_belangeri ENSTBEG00000001597
tupaia_belangeri ENSTBEG00000011317
tupaia_belangeri ENSTBEG00000014260
tupaia_belangeri ENSTBEG00000006811
tupaia_belangeri ENSTBEG00000006538
sus_scrofa ENSSSCG00000036543
sus_scrofa ENSSSCG00000036929
sus_scrofa ENSSSCG00000033322
sus_scrofa ENSSSCG00000031486
sus_scrofa ENSSSCG00000040174
sus_scrofa ENSSSCG00000036010
sus_scrofa ENSSSCG00000031250
sus_scrofa ENSSSCG00000040667
sus_scrofa ENSSSCG00000036399
sus_scrofa ENSSSCG00000040310
sus_scrofa ENSSSCG00000039762
sus_scrofa ENSSSCG00000034233
sus_scrofa ENSSSCG00000036240
sus_scrofa ENSSSCG00000039567
monodelphis_domestica ENSMODG00000024543
phascolarctos_cinereus ENSPCIG00000032438
monodelphis_domestica ENSMODG00000008898
sarcophilus_harrisii ENSSHAG00000018148
notamacropus_eugenii ENSMEUG00000011140
notamacropus_eugenii ENSMEUG00000007097
sarcophilus_harrisii ENSSHAG00000014349
monodelphis_domestica ENSMODG00000006298
phascolarctos_cinereus ENSPCIG00000036670
monodelphis_domestica ENSMODG00000024635
monodelphis_domestica ENSMODG00000024639
monodelphis_domestica ENSMODG00000024634
monodelphis_domestica ENSMODG00000024636
monodelphis_domestica ENSMODG00000006266
monodelphis_domestica ENSMODG00000022544
monodelphis_domestica ENSMODG00000024632
monodelphis_domestica ENSMODG00000024633
monodelphis_domestica ENSMODG00000024638
notamacropus_eugenii ENSMEUG00000012438
notamacropus_eugenii ENSMEUG00000010756
phascolarctos_cinereus ENSPCIG00000035433
notamacropus_eugenii ENSMEUG00000004649
monodelphis_domestica ENSMODG00000006261
notamacropus_eugenii ENSMEUG00000009687
notamacropus_eugenii ENSMEUG00000016690
notamacropus_eugenii ENSMEUG00000013474
phascolarctos_cinereus ENSPCIG00000037355
sarcophilus_harrisii ENSSHAG00000013997
notamacropus_eugenii ENSMEUG00000009289
notamacropus_eugenii ENSMEUG00000009299
phascolarctos_cinereus ENSPCIG00000036335
sarcophilus_harrisii ENSSHAG00000013115
phascolarctos_cinereus ENSPCIG00000022847
notamacropus_eugenii ENSMEUG00000007606
notamacropus_eugenii ENSMEUG00000007039
phascolarctos_cinereus ENSPCIG00000035595
notamacropus_eugenii ENSMEUG00000000753
phascolarctos_cinereus ENSPCIG00000014045
phascolarctos_cinereus ENSPCIG00000036201
notamacropus_eugenii ENSMEUG00000012484
sarcophilus_harrisii ENSSHAG00000013401
phascolarctos_cinereus ENSPCIG00000032860
notamacropus_eugenii ENSMEUG00000012495
sarcophilus_harrisii ENSSHAG00000013949
sarcophilus_harrisii ENSSHAG00000013858
sarcophilus_harrisii ENSSHAG00000013696
sarcophilus_harrisii ENSSHAG00000013647
sarcophilus_harrisii ENSSHAG00000013499
phascolarctos_cinereus ENSPCIG00000036344
notamacropus_eugenii ENSMEUG00000016695
sarcophilus_harrisii ENSSHAG00000013238
notamacropus_eugenii ENSMEUG00000012774
notamacropus_eugenii ENSMEUG00000007290
notamacropus_eugenii ENSMEUG00000013387
notamacropus_eugenii ENSMEUG00000003315
phascolarctos_cinereus ENSPCIG00000031591
notamacropus_eugenii ENSMEUG00000000669
sarcophilus_harrisii ENSSHAG00000012551
monodelphis_domestica ENSMODG00000024643
sorex_araneus ENSSARG00000008351
sorex_araneus ENSSARG00000007511
sus_scrofa ENSSSCG00000040443
sus_scrofa ENSSSCG00000034055
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031389
mus_spicilegus ENSMSIG00000026971
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063120
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030279
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013495
nannospalax_galili ENSNGAG00000002128
mesocricetus_auratus ENSMAUG00000004315
mus_spicilegus ENSMSIG00000027104
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031406
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000063764
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030293
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013505
rattus_norvegicus ENSRNOG00000053648
rattus_norvegicus ENSRNOG00000059893
meriones_unguiculatus ENSMUGG00000018621
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004577
cricetulus_griseus_crigri-picr ENSCGRG00015003583
peromyscus_maniculatus_bairdii ENSPEMG00000027231
microtus_ochrogaster ENSMOCG00000002952
castor_canadensis ENSCCNG00000011441
spermophilus_dauricus ENSSDAG00000003385
chinchilla_lanigera ENSCLAG00000018022
octodon_degus ENSODEG00000001132
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021170
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021007
fukomys_damarensis ENSFDAG00000019721
cavia_porcellus ENSCPOG00000030073
cavia_aperea ENSCAPG00000011994
oryctolagus_cuniculus ENSOCUG00000017550
ochotona_princeps ENSOPRG00000005625
prolemur_simus ENSPSMG00000003946
otolemur_garnettii ENSOGAG00000000886
pan_paniscus ENSPPAG00000025230
pan_troglodytes ENSPTRG00000003321
homo_sapiens ENSG00000182334
gorilla_gorilla ENSGGOG00000027266
pongo_abelii ENSPPYG00000003515
piliocolobus_tephrosceles ENSPTEG00000001042
macaca_nemestrina ENSMNEG00000040110
callithrix_jacchus ENSCJAG00000023206
tupaia_belangeri ENSTBEG00000013522
tupaia_belangeri ENSTBEG00000012895
pteropus_vampyrus ENSPVAG00000012788
myotis_lucifugus ENSMLUG00000005180
equus_caballus ENSECAG00000030169
equus_asinus_asinus ENSEASG00005003227
equus_caballus ENSECAG00000033895
equus_asinus_asinus ENSEASG00005003230
ovis_aries ENSOARG00000015371
ovis_aries ENSOARG00000015483
capra_hircus ENSCHIG00000009611
bos_taurus ENSBTAG00000054780
bos_mutus ENSBMUG00000009840
bison_bison_bison ENSBBBG00000002736
vicugna_pacos ENSVPAG00000004378
dasypus_novemcinctus ENSDNOG00000019843
loxodonta_africana ENSLAFG00000031130
loxodonta_africana ENSLAFG00000026543
loxodonta_africana ENSLAFG00000025615
loxodonta_africana ENSLAFG00000027952
loxodonta_africana ENSLAFG00000026213
echinops_telfairi ENSETEG00000019473
echinops_telfairi ENSETEG00000009887
equus_asinus_asinus ENSEASG00005003216
equus_caballus ENSECAG00000039983
equus_caballus ENSECAG00000035694
pteropus_vampyrus ENSPVAG00000006887
castor_canadensis ENSCCNG00000011512
castor_canadensis ENSCCNG00000011451
spermophilus_dauricus ENSSDAG00000003327
ictidomys_tridecemlineatus ENSSTOG00000006574
marmota_marmota_marmota ENSMMMG00000015971
spermophilus_dauricus ENSSDAG00000003400
marmota_marmota_marmota ENSMMMG00000015997
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011028
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020745
cavia_porcellus ENSCPOG00000038118
otolemur_garnettii ENSOGAG00000024867
otolemur_garnettii ENSOGAG00000030279
theropithecus_gelada ENSTGEG00000018997
pteropus_vampyrus ENSPVAG00000005230
pteropus_vampyrus ENSPVAG00000006885
myotis_lucifugus ENSMLUG00000028606
sorex_araneus ENSSARG00000001421
sorex_araneus ENSSARG00000006507
sorex_araneus ENSSARG00000004228
erinaceus_europaeus ENSEEUG00000000763
sus_scrofa ENSSSCG00000032130
sus_scrofa ENSSSCG00000036606
sus_scrofa ENSSSCG00000031383
sus_scrofa ENSSSCG00000033081
sus_scrofa ENSSSCG00000034067
sus_scrofa ENSSSCG00000037078
sus_scrofa ENSSSCG00000039369
sus_scrofa ENSSSCG00000036687
sus_scrofa ENSSSCG00000031845
sus_scrofa ENSSSCG00000038063
sus_scrofa ENSSSCG00000039529
vicugna_pacos ENSVPAG00000002379
bos_taurus ENSBTAG00000052769
bison_bison_bison ENSBBBG00000013392
capra_hircus ENSCHIG00000007555
bos_taurus ENSBTAG00000054361
bison_bison_bison ENSBBBG00000013403
ovis_aries ENSOARG00000015418
bos_taurus ENSBTAG00000050411
bos_mutus ENSBMUG00000009825
bison_bison_bison ENSBBBG00000002740
capra_hircus ENSCHIG00000007688
bos_taurus ENSBTAG00000048437
bos_mutus ENSBMUG00000009816
bison_bison_bison ENSBBBG00000002742
capra_hircus ENSCHIG00000013109
bos_mutus ENSBMUG00000009805
bos_taurus ENSBTAG00000049078
bos_mutus ENSBMUG00000009764
bison_bison_bison ENSBBBG00000013405
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011766
cricetulus_griseus_crigri_1.0 ENSCGRG00000001493
cricetulus_griseus_crigri-picr ENSCGRG00015013418
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012237
cricetulus_griseus_crigri-picr ENSCGRG00015003473
peromyscus_maniculatus_bairdii ENSPEMG00000008294
