urocitellus_parryii ENSUPAG00010012217
lonchura_striata_domestica ENSLSDG00000011941
serinus_canaria ENSSCAG00000000283
junco_hyemalis ENSJHYG00000002089
parus_major ENSPMJG00000012181
lepidothrix_coronata ENSLCOG00000014749
manacus_vitellinus ENSMVIG00005002799
numida_meleagris ENSNMEG00000020716
coturnix_japonica ENSCJPG00005016837
calidris_pygmaea ENSCPGG00000011187
calidris_pugnax ENSCPUG00000001188
melopsittacus_undulatus ENSMUNG00000012317
apteryx_haastii ENSAHAG00000002408
apteryx_owenii ENSAOWG00000017458
apteryx_rowi ENSARWG00000015044
dromaius_novaehollandiae ENSDNVG00000001104
cyanistes_caeruleus ENSCCEG00000016940
serinus_canaria ENSSCAG00000016310
ficedula_albicollis ENSFALG00000011093
xenopus_tropicalis ENSXETG00000007607
latimeria_chalumnae ENSLACG00000006644
nothoprocta_perdicaria ENSNPEG00000001643
pygocentrus_nattereri ENSPNAG00000019067
astyanax_mexicanus ENSAMXG00000025368
ictalurus_punctatus ENSIPUG00000022368
hippocampus_comes ENSHCOG00000001250
oryzias_latipes_asm223469v1 ENSORLG00015010259
oryzias_latipes_asm223471v1 ENSORLG00020020763
oryzias_latipes_asm223467v1 ENSORLG00000001780
oryzias_melastigma ENSOMEG00000017541
labrus_bergylta ENSLBEG00000008983
scophthalmus_maximus ENSSMAG00000015517
cynoglossus_semilaevis ENSCSEG00000005033
mola_mola ENSMMOG00000001864
gasterosteus_aculeatus ENSGACG00000017181
xiphophorus_maculatus ENSXMAG00000019515
xiphophorus_couchianus ENSXCOG00000015821
gambusia_affinis ENSGAFG00000019884
poecilia_formosa ENSPFOG00000020750
poecilia_latipinna ENSPLAG00000016426
poecilia_mexicana ENSPMEG00000014066
poecilia_reticulata ENSPREG00000009674
fundulus_heteroclitus ENSFHEG00000016281
cyprinodon_variegatus ENSCVAG00000001650
kryptolebias_marmoratus ENSKMAG00000002324
mastacembelus_armatus ENSMAMG00000020793
monopterus_albus ENSMALG00000010286
seriola_dumerili ENSSDUG00000019191
seriola_lalandi_dorsalis ENSSLDG00000022080
amphiprion_percula ENSAPEG00000007723
amphiprion_ocellaris ENSAOCG00000005596
acanthochromis_polyacanthus ENSAPOG00000006019
stegastes_partitus ENSSPAG00000005689
astatotilapia_calliptera ENSACLG00000019670
maylandia_zebra ENSMZEG00005006007
pundamilia_nyererei ENSPNYG00000013115
haplochromis_burtoni ENSHBUG00000000429
neolamprologus_brichardi ENSNBRG00000022452
oreochromis_niloticus ENSONIG00000020861
amphilophus_citrinellus ENSACIG00000011038
anabas_testudineus ENSATEG00000016176
takifugu_rubripes ENSTRUG00000001773
periophthalmus_magnuspinnatus ENSPMGG00000017838
gadus_morhua ENSGMOG00000020190
esox_lucius ENSELUG00000003148
danio_rerio ENSDARG00000053569
paramormyrops_kingsleyae ENSPKIG00000012501
scleropages_formosus ENSSFOG00015011340
scleropages_formosus ENSSFOG00015007476
paramormyrops_kingsleyae ENSPKIG00000018162
lepisosteus_oculatus ENSLOCG00000017493
ovis_aries ENSOARG00000009998
petromyzon_marinus ENSPMAG00000003949
