xiphophorus_maculatus ENSXMAG00000017910
capra_hircus ENSCHIG00000011823
bison_bison_bison ENSBBBG00000010159
bison_bison_bison ENSBBBG00000010633
bos_mutus ENSBMUG00000025091
bos_taurus ENSBTAG00000003557
sus_scrofa ENSSSCG00000032261
choloepus_hoffmanni ENSCHOG00000011598
dasypus_novemcinctus ENSDNOG00000040848
procavia_capensis ENSPCAG00000004535
loxodonta_africana ENSLAFG00000003930
echinops_telfairi ENSETEG00000020200
phascolarctos_cinereus ENSPCIG00000026561
notamacropus_eugenii ENSMEUG00000001790
sarcophilus_harrisii ENSSHAG00000010693
monodelphis_domestica ENSMODG00000008406
ornithorhynchus_anatinus ENSOANG00000008818
salvator_merianae ENSSMRG00000021034
notechis_scutatus ENSNSUG00000018643
latimeria_chalumnae ENSLACG00000016617
