astatotilapia_calliptera ENSACLG00000000403
ornithorhynchus_anatinus ENSOANG00000009142
procavia_capensis ENSPCAG00000016151
xenopus_tropicalis ENSXETG00000013849
latimeria_chalumnae ENSLACG00000016774
xiphophorus_maculatus ENSXMAG00000015080
xiphophorus_couchianus ENSXCOG00000001746
gambusia_affinis ENSGAFG00000009223
poecilia_formosa ENSPFOG00000006303
poecilia_latipinna ENSPLAG00000002079
poecilia_mexicana ENSPMEG00000004079
poecilia_latipinna ENSPLAG00000008514
poecilia_mexicana ENSPMEG00000023036
poecilia_formosa ENSPFOG00000021945
poecilia_reticulata ENSPREG00000016460
cyprinodon_variegatus ENSCVAG00000020477
fundulus_heteroclitus ENSFHEG00000020138
petromyzon_marinus ENSPMAG00000005233
petromyzon_marinus ENSPMAG00000002468
scleropages_formosus ENSSFOG00015004254
scleropages_formosus ENSSFOG00015009474
paramormyrops_kingsleyae ENSPKIG00000014846
lepisosteus_oculatus ENSLOCG00000006108
phascolarctos_cinereus ENSPCIG00000017773
sarcophilus_harrisii ENSSHAG00000013161
vicugna_pacos ENSVPAG00000011558
sus_scrofa ENSSSCG00000031476
bison_bison_bison ENSBBBG00000003863
myotis_lucifugus ENSMLUG00000005156
ursus_americanus ENSUAMG00000027681
ursus_maritimus ENSUMAG00000006797
ailuropoda_melanoleuca ENSAMEG00000017418
neovison_vison ENSNVIG00000016052
mustela_putorius_furo ENSMPUG00000002389
canis_lupus_familiaris ENSCAFG00000011828
canis_lupus_dingo ENSCAFG00020001252
vulpes_vulpes ENSVVUG00000006905
panthera_tigris_altaica ENSPTIG00000008245
panthera_pardus ENSPPRG00000011045
felis_catus ENSFCAG00000015088
urocitellus_parryii ENSUPAG00010003958
spermophilus_dauricus ENSSDAG00000018462
ictidomys_tridecemlineatus ENSSTOG00000011318
marmota_marmota_marmota ENSMMMG00000006081
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021466
mus_spicilegus ENSMSIG00000010572
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043008
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020569
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016273
rattus_norvegicus ENSRNOG00000001908
meriones_unguiculatus ENSMUGG00000004598
microtus_ochrogaster ENSMOCG00000010299
peromyscus_maniculatus_bairdii ENSPEMG00000016219
cricetulus_griseus_crigri-picr ENSCGRG00015003064
nannospalax_galili ENSNGAG00000018301
cavia_porcellus ENSCPOG00000001890
cavia_aperea ENSCAPG00000016802
pan_paniscus ENSPPAG00000028141
pan_troglodytes ENSPTRG00000015667
homo_sapiens ENSG00000172578
gorilla_gorilla ENSGGOG00000010394
pongo_abelii ENSPPYG00000029418
cercocebus_atys ENSCATG00000032896
mandrillus_leucophaeus ENSMLEG00000040307
macaca_mulatta ENSMMUG00000022115
macaca_nemestrina ENSMNEG00000022023
macaca_fascicularis ENSMFAG00000035316
theropithecus_gelada ENSTGEG00000024472
papio_anubis ENSPANG00000010027
chlorocebus_sabaeus ENSCSAG00000013258
piliocolobus_tephrosceles ENSPTEG00000027905
colobus_angolensis_palliatus ENSCANG00000040718
rhinopithecus_roxellana ENSRROG00000010778
rhinopithecus_bieti ENSRBIG00000040940
cebus_capucinus_imitator ENSCCAG00000019228
saimiri_boliviensis_boliviensis ENSSBOG00000020503
callithrix_jacchus ENSCJAG00000021212
aotus_nancymaae ENSANAG00000034934
otolemur_garnettii ENSOGAG00000000666
prolemur_simus ENSPSMG00000022051
carlito_syrichta ENSTSYG00000004245
oryctolagus_cuniculus ENSOCUG00000007431
choloepus_hoffmanni ENSCHOG00000012186
ornithorhynchus_anatinus ENSOANG00000002495
chrysemys_picta_bellii ENSCPBG00000019165
gopherus_agassizii ENSGAGG00000023370
pelodiscus_sinensis ENSPSIG00000009845
apteryx_haastii ENSAHAG00000017884
apteryx_owenii ENSAOWG00000011508
apteryx_rowi ENSARWG00000002447
dromaius_novaehollandiae ENSDNVG00000000786
taeniopygia_guttata ENSTGUG00000005570
serinus_canaria ENSSCAG00000008863
cyanistes_caeruleus ENSCCEG00000000700
parus_major ENSPMJG00000016474
junco_hyemalis ENSJHYG00000001123
zonotrichia_albicollis ENSZALG00000014009
ficedula_albicollis ENSFALG00000003596
melopsittacus_undulatus ENSMUNG00000014161
calidris_pugnax ENSCPUG00000018327
calidris_pygmaea ENSCPGG00000006994
gallus_gallus ENSGALG00000002263
meleagris_gallopavo ENSMGAG00000000983
coturnix_japonica ENSCJPG00005014579
numida_meleagris ENSNMEG00000015341
anser_brachyrhynchus ENSABRG00000017201
sphenodon_punctatus ENSSPUG00000005675
latimeria_chalumnae ENSLACG00000016915
eptatretus_burgeri ENSEBUG00000011024
ciona_savignyi ENSCSAVG00000005657
ciona_intestinalis ENSCING00000006853
