lepidothrix_coronata ENSLCOG00000007262
propithecus_coquereli ENSPCOG00000019295
prolemur_simus ENSPSMG00000017564
microcebus_murinus ENSMICG00000048102
otolemur_garnettii ENSOGAG00000024389
carlito_syrichta ENSTSYG00000025881
oryctolagus_cuniculus ENSOCUG00000009860
ochotona_princeps ENSOPRG00000015448
castor_canadensis ENSCCNG00000021844
dipodomys_ordii ENSDORG00000026693
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025172
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024252
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034850
mus_spicilegus ENSMSIG00000019390
rattus_norvegicus ENSRNOG00000022727
rattus_norvegicus ENSRNOG00000046991
meriones_unguiculatus ENSMUGG00000011734
microtus_ochrogaster ENSMOCG00000000251
peromyscus_maniculatus_bairdii ENSPEMG00000025168
cricetulus_griseus_crigri-picr ENSCGRG00015015473
cricetulus_griseus_crigri_1.0 ENSCGRG00000013715
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013245
mesocricetus_auratus ENSMAUG00000000907
nannospalax_galili ENSNGAG00000013940
jaculus_jaculus ENSJJAG00000015389
spermophilus_dauricus ENSSDAG00000012814
ictidomys_tridecemlineatus ENSSTOG00000016346
urocitellus_parryii ENSUPAG00010017056
marmota_marmota_marmota ENSMMMG00000000908
cavia_porcellus ENSCPOG00000006765
cavia_aperea ENSCAPG00000014355
octodon_degus ENSODEG00000007316
chinchilla_lanigera ENSCLAG00000003125
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008960
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017147
fukomys_damarensis ENSFDAG00000009459
saimiri_boliviensis_boliviensis ENSSBOG00000022612
callithrix_jacchus ENSCJAG00000041902
cebus_capucinus_imitator ENSCCAG00000033848
aotus_nancymaae ENSANAG00000026352
aotus_nancymaae ENSANAG00000013711
rhinopithecus_roxellana ENSRROG00000040105
rhinopithecus_bieti ENSRBIG00000038982
piliocolobus_tephrosceles ENSPTEG00000039232
colobus_angolensis_palliatus ENSCANG00000041088
macaca_nemestrina ENSMNEG00000040199
macaca_fascicularis ENSMFAG00000035479
cercocebus_atys ENSCATG00000029491
mandrillus_leucophaeus ENSMLEG00000028971
papio_anubis ENSPANG00000017855
theropithecus_gelada ENSTGEG00000010070
chlorocebus_sabaeus ENSCSAG00000017373
pan_troglodytes ENSPTRG00000012228
pan_paniscus ENSPPAG00000038982
homo_sapiens ENSG00000135956
gorilla_gorilla ENSGGOG00000040335
pongo_abelii ENSPPYG00000012066
nomascus_leucogenys ENSNLEG00000030314
tupaia_belangeri ENSTBEG00000005402
dasypus_novemcinctus ENSDNOG00000035853
notamacropus_eugenii ENSMEUG00000011697
notamacropus_eugenii ENSMEUG00000010512
phascolarctos_cinereus ENSPCIG00000032606
monodelphis_domestica ENSMODG00000008323
sarcophilus_harrisii ENSSHAG00000002886
xenopus_tropicalis ENSXETG00000004338
latimeria_chalumnae ENSLACG00000003516
paramormyrops_kingsleyae ENSPKIG00000014662
scleropages_formosus ENSSFOG00015018787
acanthochromis_polyacanthus ENSAPOG00000010007
amphiprion_ocellaris ENSAOCG00000019583
stegastes_partitus ENSSPAG00000002000
maylandia_zebra ENSMZEG00005010826
astatotilapia_calliptera ENSACLG00000011150
pundamilia_nyererei ENSPNYG00000017382
haplochromis_burtoni ENSHBUG00000011370
neolamprologus_brichardi ENSNBRG00000018070
oreochromis_niloticus ENSONIG00000010710
amphilophus_citrinellus ENSACIG00000001710
poecilia_formosa ENSPFOG00000015063
poecilia_latipinna ENSPLAG00000006813
poecilia_mexicana ENSPMEG00000021224
poecilia_reticulata ENSPREG00000008792
gambusia_affinis ENSGAFG00000010767
xiphophorus_couchianus ENSXCOG00000015749
xiphophorus_maculatus ENSXMAG00000026743
fundulus_heteroclitus ENSFHEG00000003817
cyprinodon_variegatus ENSCVAG00000017664
kryptolebias_marmoratus ENSKMAG00000003844
oryzias_latipes_asm223471v1 ENSORLG00020004666
oryzias_latipes_asm223469v1 ENSORLG00015019158
oryzias_latipes_asm223467v1 ENSORLG00000012218
oryzias_melastigma ENSOMEG00000011700
seriola_dumerili ENSSDUG00000021367
seriola_lalandi_dorsalis ENSSLDG00000010795
scophthalmus_maximus ENSSMAG00000005596
mola_mola ENSMMOG00000014161
tetraodon_nigroviridis ENSTNIG00000004318
labrus_bergylta ENSLBEG00000021521
monopterus_albus ENSMALG00000002134
mastacembelus_armatus ENSMAMG00000007963
anabas_testudineus ENSATEG00000022612
hippocampus_comes ENSHCOG00000017608
takifugu_rubripes ENSTRUG00000001138
periophthalmus_magnuspinnatus ENSPMGG00000020369
gadus_morhua ENSGMOG00000004811
cynoglossus_semilaevis ENSCSEG00000013978
cynoglossus_semilaevis ENSCSEG00000010347
esox_lucius ENSELUG00000018809
pygocentrus_nattereri ENSPNAG00000000511
astyanax_mexicanus ENSAMXG00000030464
ictalurus_punctatus ENSIPUG00000025022
danio_rerio ENSDARG00000030981
lepisosteus_oculatus ENSLOCG00000015207
eptatretus_burgeri ENSEBUG00000000587
ciona_intestinalis ENSCING00000002333
