ursus_maritimus ENSUMAG00000009778
calidris_pugnax ENSCPUG00000006413
melopsittacus_undulatus ENSMUNG00000006292
lepidothrix_coronata ENSLCOG00000004350
manacus_vitellinus ENSMVIG00005001428
parus_major ENSPMJG00000015707
cyanistes_caeruleus ENSCCEG00000013724
ficedula_albicollis ENSFALG00000010252
zonotrichia_albicollis ENSZALG00000004497
junco_hyemalis ENSJHYG00000012545
serinus_canaria ENSSCAG00000012839
lonchura_striata_domestica ENSLSDG00000014362
taeniopygia_guttata ENSTGUG00000011056
apteryx_haastii ENSAHAG00000001939
apteryx_owenii ENSAOWG00000001661
apteryx_rowi ENSARWG00000005758
dromaius_novaehollandiae ENSDNVG00000019008
nothoprocta_perdicaria ENSNPEG00000000879
crocodylus_porosus ENSCPRG00005016330
chelonoidis_abingdonii ENSCABG00000005246
gopherus_agassizii ENSGAGG00000016675
chrysemys_picta_bellii ENSCPBG00000004949
pelodiscus_sinensis ENSPSIG00000015116
xenopus_tropicalis ENSXETG00000005650
xenopus_tropicalis ENSXETG00000021626
latimeria_chalumnae ENSLACG00000005733
pygocentrus_nattereri ENSPNAG00000022232
astyanax_mexicanus ENSAMXG00000014106
ictalurus_punctatus ENSIPUG00000002353
danio_rerio ENSDARG00000067916
esox_lucius ENSELUG00000012494
scleropages_formosus ENSSFOG00015001296
scleropages_formosus ENSSFOG00015014741
lepisosteus_oculatus ENSLOCG00000005468
takifugu_rubripes ENSTRUG00000002047
tetraodon_nigroviridis ENSTNIG00000017609
oryzias_latipes_asm223471v1 ENSORLG00020006262
oryzias_latipes_asm223467v1 ENSORLG00000012708
oryzias_latipes_asm223469v1 ENSORLG00015022844
oryzias_melastigma ENSOMEG00000014325
labrus_bergylta ENSLBEG00000010764
gasterosteus_aculeatus ENSGACG00000014381
mola_mola ENSMMOG00000020883
mastacembelus_armatus ENSMAMG00000015472
monopterus_albus ENSMALG00000009787
anabas_testudineus ENSATEG00000009173
seriola_dumerili ENSSDUG00000012519
seriola_lalandi_dorsalis ENSSLDG00000021626
scophthalmus_maximus ENSSMAG00000015483
amphiprion_percula ENSAPEG00000005764
amphiprion_ocellaris ENSAOCG00000005036
acanthochromis_polyacanthus ENSAPOG00000020852
stegastes_partitus ENSSPAG00000002251
maylandia_zebra ENSMZEG00005014385
astatotilapia_calliptera ENSACLG00000021631
pundamilia_nyererei ENSPNYG00000020151
haplochromis_burtoni ENSHBUG00000000331
neolamprologus_brichardi ENSNBRG00000019416
oreochromis_niloticus ENSONIG00000009035
amphilophus_citrinellus ENSACIG00000003036
fundulus_heteroclitus ENSFHEG00000022231
cyprinodon_variegatus ENSCVAG00000006450
xiphophorus_maculatus ENSXMAG00000011176
xiphophorus_couchianus ENSXCOG00000007789
gambusia_affinis ENSGAFG00000013884
poecilia_formosa ENSPFOG00000014008
poecilia_latipinna ENSPLAG00000012845
poecilia_mexicana ENSPMEG00000018733
poecilia_reticulata ENSPREG00000001001
kryptolebias_marmoratus ENSKMAG00000021046
hippocampus_comes ENSHCOG00000016241
periophthalmus_magnuspinnatus ENSPMGG00000020414
gadus_morhua ENSGMOG00000004746
pygocentrus_nattereri ENSPNAG00000021099
astyanax_mexicanus ENSAMXG00000017492
ictalurus_punctatus ENSIPUG00000016289
paramormyrops_kingsleyae ENSPKIG00000010574
