ursus_maritimus ENSUMAG00000002975
amphiprion_ocellaris ENSAOCG00000010413
amphiprion_percula ENSAPEG00000019760
acanthochromis_polyacanthus ENSAPOG00000016473
stegastes_partitus ENSSPAG00000002337
periophthalmus_magnuspinnatus ENSPMGG00000003741
esox_lucius ENSELUG00000008135
pygocentrus_nattereri ENSPNAG00000009738
ictalurus_punctatus ENSIPUG00000002799
paramormyrops_kingsleyae ENSPKIG00000024303
scleropages_formosus ENSSFOG00015001998
lepisosteus_oculatus ENSLOCG00000003432
