cyanistes_caeruleus ENSCCEG00000016901
oryzias_latipes_asm223469v1 ENSORLG00015007994
oryzias_latipes_asm223467v1 ENSORLG00000008910
oryzias_melastigma ENSOMEG00000011656
astatotilapia_calliptera ENSACLG00000027908
maylandia_zebra ENSMZEG00005003323
haplochromis_burtoni ENSHBUG00000012638
pundamilia_nyererei ENSPNYG00000018033
neolamprologus_brichardi ENSNBRG00000002111
oreochromis_niloticus ENSONIG00000017165
amphilophus_citrinellus ENSACIG00000021763
amphiprion_ocellaris ENSAOCG00000012161
amphiprion_percula ENSAPEG00000011373
acanthochromis_polyacanthus ENSAPOG00000010101
stegastes_partitus ENSSPAG00000017683
hippocampus_comes ENSHCOG00000016100
periophthalmus_magnuspinnatus ENSPMGG00000020432
gadus_morhua ENSGMOG00000011198
esox_lucius ENSELUG00000005900
pygocentrus_nattereri ENSPNAG00000029584
astyanax_mexicanus ENSAMXG00000037473
ictalurus_punctatus ENSIPUG00000011010
danio_rerio ENSDARG00000078186
scleropages_formosus ENSSFOG00015003081
paramormyrops_kingsleyae ENSPKIG00000008241
takifugu_rubripes ENSTRUG00000003730
tetraodon_nigroviridis ENSTNIG00000004606
labrus_bergylta ENSLBEG00000002789
seriola_lalandi_dorsalis ENSSLDG00000002225
seriola_dumerili ENSSDUG00000003089
scophthalmus_maximus ENSSMAG00000011741
mastacembelus_armatus ENSMAMG00000006113
monopterus_albus ENSMALG00000021807
anabas_testudineus ENSATEG00000023394
hippocampus_comes ENSHCOG00000013335
cyprinodon_variegatus ENSCVAG00000006859
fundulus_heteroclitus ENSFHEG00000003276
xiphophorus_maculatus ENSXMAG00000017886
gambusia_affinis ENSGAFG00000007852
xiphophorus_couchianus ENSXCOG00000011632
poecilia_formosa ENSPFOG00000016301
poecilia_latipinna ENSPLAG00000023176
poecilia_mexicana ENSPMEG00000002073
poecilia_reticulata ENSPREG00000002417
kryptolebias_marmoratus ENSKMAG00000020442
oryzias_latipes_asm223471v1 ENSORLG00020014339
oryzias_latipes_asm223469v1 ENSORLG00015013845
oryzias_latipes_asm223467v1 ENSORLG00000001916
oryzias_melastigma ENSOMEG00000022181
maylandia_zebra ENSMZEG00005011243
astatotilapia_calliptera ENSACLG00000012667
pundamilia_nyererei ENSPNYG00000004310
haplochromis_burtoni ENSHBUG00000012819
pundamilia_nyererei ENSPNYG00000004326
neolamprologus_brichardi ENSNBRG00000017884
oreochromis_niloticus ENSONIG00000003436
amphilophus_citrinellus ENSACIG00000024181
amphiprion_ocellaris ENSAOCG00000023232
amphiprion_percula ENSAPEG00000015194
acanthochromis_polyacanthus ENSAPOG00000021839
stegastes_partitus ENSSPAG00000008823
mola_mola ENSMMOG00000006918
gasterosteus_aculeatus ENSGACG00000018223
labrus_bergylta ENSLBEG00000001559
labrus_bergylta ENSLBEG00000020236
cynoglossus_semilaevis ENSCSEG00000014780
periophthalmus_magnuspinnatus ENSPMGG00000010285
gadus_morhua ENSGMOG00000019120
esox_lucius ENSELUG00000013677
pygocentrus_nattereri ENSPNAG00000029752
astyanax_mexicanus ENSAMXG00000015207
ictalurus_punctatus ENSIPUG00000015105
paramormyrops_kingsleyae ENSPKIG00000005733
scleropages_formosus ENSSFOG00015005619
lepisosteus_oculatus ENSLOCG00000013688
eptatretus_burgeri ENSEBUG00000004180
