choloepus_hoffmanni ENSCHOG00000011867
equus_asinus_asinus ENSEASG00005016721
pteropus_vampyrus ENSPVAG00000011593
myotis_lucifugus ENSMLUG00000013646
erinaceus_europaeus ENSEEUG00000000045
loxodonta_africana ENSLAFG00000003755
procavia_capensis ENSPCAG00000006405
notamacropus_eugenii ENSMEUG00000004303
phascolarctos_cinereus ENSPCIG00000027007
sarcophilus_harrisii ENSSHAG00000010277
monodelphis_domestica ENSMODG00000015179
ornithorhynchus_anatinus ENSOANG00000010624
chelonoidis_abingdonii ENSCABG00000007940
gopherus_agassizii ENSGAGG00000024252
pelodiscus_sinensis ENSPSIG00000002282
crocodylus_porosus ENSCPRG00005000236
sphenodon_punctatus ENSSPUG00000014881
calidris_pygmaea ENSCPGG00000014595
calidris_pugnax ENSCPUG00000009192
anser_brachyrhynchus ENSABRG00000015763
anas_platyrhynchos_platyrhynchos ENSAPLG00000003722
melopsittacus_undulatus ENSMUNG00000013286
parus_major ENSPMJG00000014203
cyanistes_caeruleus ENSCCEG00000016486
ficedula_albicollis ENSFALG00000008205
lonchura_striata_domestica ENSLSDG00000013195
taeniopygia_guttata ENSTGUG00000008267
junco_hyemalis ENSJHYG00000014845
zonotrichia_albicollis ENSZALG00000012727
serinus_canaria ENSSCAG00000004789
lepidothrix_coronata ENSLCOG00000008809
manacus_vitellinus ENSMVIG00005007040
apteryx_rowi ENSARWG00000009579
apteryx_haastii ENSAHAG00000018658
apteryx_owenii ENSAOWG00000005687
dromaius_novaehollandiae ENSDNVG00000000189
gallus_gallus ENSGALG00000002137
meleagris_gallopavo ENSMGAG00000001648
coturnix_japonica ENSCJPG00005019163
numida_meleagris ENSNMEG00000012568
nothoprocta_perdicaria ENSNPEG00000011465
anolis_carolinensis ENSACAG00000007882
notechis_scutatus ENSNSUG00000020516
salvator_merianae ENSSMRG00000008501
xenopus_tropicalis ENSXETG00000023845
latimeria_chalumnae ENSLACG00000017696
astyanax_mexicanus ENSAMXG00000035404
pygocentrus_nattereri ENSPNAG00000017898
ictalurus_punctatus ENSIPUG00000023245
danio_rerio ENSDARG00000035608
anabas_testudineus ENSATEG00000015826
monopterus_albus ENSMALG00000016995
seriola_dumerili ENSSDUG00000002342
seriola_lalandi_dorsalis ENSSLDG00000015980
mastacembelus_armatus ENSMAMG00000020904
amphiprion_percula ENSAPEG00000005122
amphiprion_ocellaris ENSAOCG00000002007
acanthochromis_polyacanthus ENSAPOG00000015147
stegastes_partitus ENSSPAG00000009558
astatotilapia_calliptera ENSACLG00000019950
maylandia_zebra ENSMZEG00005018680
pundamilia_nyererei ENSPNYG00000004138
haplochromis_burtoni ENSHBUG00000001028
neolamprologus_brichardi ENSNBRG00000002069
oreochromis_niloticus ENSONIG00000011088
amphilophus_citrinellus ENSACIG00000019833
labrus_bergylta ENSLBEG00000025023
poecilia_formosa ENSPFOG00000011166
poecilia_mexicana ENSPMEG00000003640
poecilia_latipinna ENSPLAG00000002736
poecilia_reticulata ENSPREG00000019141
xiphophorus_maculatus ENSXMAG00000002459
xiphophorus_couchianus ENSXCOG00000015173
gambusia_affinis ENSGAFG00000006415
fundulus_heteroclitus ENSFHEG00000007095
cyprinodon_variegatus ENSCVAG00000008773
kryptolebias_marmoratus ENSKMAG00000009287
oryzias_latipes_asm223471v1 ENSORLG00020022261
oryzias_latipes_asm223467v1 ENSORLG00000015061
oryzias_latipes_asm223469v1 ENSORLG00015012887
oryzias_melastigma ENSOMEG00000019004
scophthalmus_maximus ENSSMAG00000019576
tetraodon_nigroviridis ENSTNIG00000016758
takifugu_rubripes ENSTRUG00000013340
gasterosteus_aculeatus ENSGACG00000012945
mola_mola ENSMMOG00000014809
mola_mola ENSMMOG00000016416
hippocampus_comes ENSHCOG00000003196
cynoglossus_semilaevis ENSCSEG00000011471
periophthalmus_magnuspinnatus ENSPMGG00000021211
gadus_morhua ENSGMOG00000007688
esox_lucius ENSELUG00000007105
paramormyrops_kingsleyae ENSPKIG00000010127
scleropages_formosus ENSSFOG00015017196
scleropages_formosus ENSSFOG00015017014
paramormyrops_kingsleyae ENSPKIG00000023184
esox_lucius ENSELUG00000022185
lepisosteus_oculatus ENSLOCG00000002606
eptatretus_burgeri ENSEBUG00000016477
ciona_intestinalis ENSCING00000018798
ciona_savignyi ENSCSAVG00000000414
ciona_savignyi ENSCSAVG00000002067
drosophila_melanogaster FBgn0023517
drosophila_melanogaster FBgn0035004
caenorhabditis_elegans_strain_n2 WBGene00019941
