cynoglossus_semilaevis ENSCSEG00000008384
lepidothrix_coronata ENSLCOG00000013741
lonchura_striata_domestica ENSLSDG00000006353
taeniopygia_guttata ENSTGUG00000007304
serinus_canaria ENSSCAG00000014557
parus_major ENSPMJG00000007207
cyanistes_caeruleus ENSCCEG00000021581
zonotrichia_albicollis ENSZALG00000003391
junco_hyemalis ENSJHYG00000012635
ficedula_albicollis ENSFALG00000010352
melopsittacus_undulatus ENSMUNG00000007562
meleagris_gallopavo ENSMGAG00000006616
anas_platyrhynchos_platyrhynchos ENSAPLG00000026067
crocodylus_porosus ENSCPRG00005006014
chelonoidis_abingdonii ENSCABG00000000859
gopherus_agassizii ENSGAGG00000024122
chrysemys_picta_bellii ENSCPBG00000013970
pelodiscus_sinensis ENSPSIG00000010249
ornithorhynchus_anatinus ENSOANG00000004916
xenopus_tropicalis ENSXETG00000011546
pan_paniscus ENSPPAG00000041333
pan_troglodytes ENSPTRG00000049284
homo_sapiens ENSG00000125510
gorilla_gorilla ENSGGOG00000024482
pongo_abelii ENSPPYG00000011261
nomascus_leucogenys ENSNLEG00000010242
macaca_fascicularis ENSMFAG00000001971
macaca_mulatta ENSMMUG00000043739
macaca_nemestrina ENSMNEG00000020794
cercocebus_atys ENSCATG00000032267
papio_anubis ENSPANG00000030156
theropithecus_gelada ENSTGEG00000007974
mandrillus_leucophaeus ENSMLEG00000025528
chlorocebus_sabaeus ENSCSAG00000016764
rhinopithecus_bieti ENSRBIG00000001399
rhinopithecus_roxellana ENSRROG00000041764
piliocolobus_tephrosceles ENSPTEG00000008221
colobus_angolensis_palliatus ENSCANG00000041409
saimiri_boliviensis_boliviensis ENSSBOG00000027015
callithrix_jacchus ENSCJAG00000043076
cebus_capucinus_imitator ENSCCAG00000034908
aotus_nancymaae ENSANAG00000023538
carlito_syrichta ENSTSYG00000034526
chinchilla_lanigera ENSCLAG00000002992
octodon_degus ENSODEG00000004636
cavia_porcellus ENSCPOG00000015002
cavia_aperea ENSCAPG00000003426
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010426
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006305
fukomys_damarensis ENSFDAG00000018911
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027584
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024820
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026268
rattus_norvegicus ENSRNOG00000016768
meriones_unguiculatus ENSMUGG00000003530
meriones_unguiculatus ENSMUGG00000004212
cricetulus_griseus_crigri-picr ENSCGRG00015018458
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015477
cricetulus_griseus_crigri_1.0 ENSCGRG00000004504
mesocricetus_auratus ENSMAUG00000020165
peromyscus_maniculatus_bairdii ENSPEMG00000026614
microtus_ochrogaster ENSMOCG00000000133
nannospalax_galili ENSNGAG00000010506
jaculus_jaculus ENSJJAG00000009621
urocitellus_parryii ENSUPAG00010003399
ictidomys_tridecemlineatus ENSSTOG00000002983
spermophilus_dauricus ENSSDAG00000008085
marmota_marmota_marmota ENSMMMG00000000168
dipodomys_ordii ENSDORG00000010774
otolemur_garnettii ENSOGAG00000024132
prolemur_simus ENSPSMG00000000340
propithecus_coquereli ENSPCOG00000024530
microcebus_murinus ENSMICG00000007196
ursus_americanus ENSUAMG00000002170
ursus_maritimus ENSUMAG00000021537
ailuropoda_melanoleuca ENSAMEG00000002022
neovison_vison ENSNVIG00000018747
panthera_tigris_altaica ENSPTIG00000005951
panthera_pardus ENSPPRG00000015985
felis_catus ENSFCAG00000001187
canis_lupus_dingo ENSCAFG00020002142
canis_lupus_familiaris ENSCAFG00000013179
vulpes_vulpes ENSVVUG00000014933
tursiops_truncatus ENSTTRG00000005924
pteropus_vampyrus ENSPVAG00000003072
equus_caballus ENSECAG00000010767
equus_asinus_asinus ENSEASG00005023085
bos_mutus ENSBMUG00000024690
bos_taurus ENSBTAG00000049473
bison_bison_bison ENSBBBG00000004623
ovis_aries ENSOARG00000008141
capra_hircus ENSCHIG00000024097
sus_scrofa ENSSSCG00000031228
dasypus_novemcinctus ENSDNOG00000001561
erinaceus_europaeus ENSEEUG00000003130
procavia_capensis ENSPCAG00000010078
echinops_telfairi ENSETEG00000009084
loxodonta_africana ENSLAFG00000014724
notamacropus_eugenii ENSMEUG00000001676
phascolarctos_cinereus ENSPCIG00000017901
sarcophilus_harrisii ENSSHAG00000016287
monodelphis_domestica ENSMODG00000017068
latimeria_chalumnae ENSLACG00000010572
