xiphophorus_couchianus ENSXCOG00000000390
myotis_lucifugus ENSMLUG00000015257
sorex_araneus ENSSARG00000008814
ursus_americanus ENSUAMG00000013666
ursus_maritimus ENSUMAG00000005497
vicugna_pacos ENSVPAG00000003810
chlorocebus_sabaeus ENSCSAG00000017070
rhinopithecus_bieti ENSRBIG00000030801
loxodonta_africana ENSLAFG00000009672
echinops_telfairi ENSETEG00000002382
procavia_capensis ENSPCAG00000004100
choloepus_hoffmanni ENSCHOG00000011526
dasypus_novemcinctus ENSDNOG00000015493
ornithorhynchus_anatinus ENSOANG00000007665
petromyzon_marinus ENSPMAG00000002191
