astatotilapia_calliptera ENSACLG00000016693
capra_hircus ENSCHIG00000025978
ovis_aries ENSOARG00000003859
sus_scrofa ENSSSCG00000007370
tursiops_truncatus ENSTTRG00000012991
ursus_maritimus ENSUMAG00000000629
ursus_americanus ENSUAMG00000017092
ailuropoda_melanoleuca ENSAMEG00000003953
neovison_vison ENSNVIG00000011707
mustela_putorius_furo ENSMPUG00000017670
canis_lupus_dingo ENSCAFG00020013680
canis_lupus_familiaris ENSCAFG00000009376
vulpes_vulpes ENSVVUG00000019159
panthera_pardus ENSPPRG00000007328
panthera_tigris_altaica ENSPTIG00000011573
felis_catus ENSFCAG00000008177
tupaia_belangeri ENSTBEG00000005137
castor_canadensis ENSCCNG00000006898
dipodomys_ordii ENSDORG00000026101
cricetulus_griseus_crigri_1.0 ENSCGRG00000003499
cricetulus_griseus_crigri-picr ENSCGRG00015022650
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014738
peromyscus_maniculatus_bairdii ENSPEMG00000000323
microtus_ochrogaster ENSMOCG00000017250
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025539
mus_spicilegus ENSMSIG00000028582
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078949
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024617
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026061
rattus_norvegicus ENSRNOG00000027432
meriones_unguiculatus ENSMUGG00000020958
nannospalax_galili ENSNGAG00000022018
jaculus_jaculus ENSJJAG00000016733
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016815
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010253
fukomys_damarensis ENSFDAG00000016022
cavia_aperea ENSCAPG00000009136
cavia_porcellus ENSCPOG00000015258
chinchilla_lanigera ENSCLAG00000015731
octodon_degus ENSODEG00000015328
urocitellus_parryii ENSUPAG00010001066
ictidomys_tridecemlineatus ENSSTOG00000015652
spermophilus_dauricus ENSSDAG00000004962
marmota_marmota_marmota ENSMMMG00000013658
ochotona_princeps ENSOPRG00000014266
oryctolagus_cuniculus ENSOCUG00000000330
propithecus_coquereli ENSPCOG00000012237
prolemur_simus ENSPSMG00000011359
microcebus_murinus ENSMICG00000008238
otolemur_garnettii ENSOGAG00000031807
macaca_mulatta ENSMMUG00000022215
macaca_nemestrina ENSMNEG00000031031
macaca_fascicularis ENSMFAG00000038530
chlorocebus_sabaeus ENSCSAG00000014116
cercocebus_atys ENSCATG00000031774
mandrillus_leucophaeus ENSMLEG00000019647
papio_anubis ENSPANG00000030933
theropithecus_gelada ENSTGEG00000021691
piliocolobus_tephrosceles ENSPTEG00000021728
colobus_angolensis_palliatus ENSCANG00000032845
rhinopithecus_roxellana ENSRROG00000029966
rhinopithecus_bieti ENSRBIG00000024152
pan_troglodytes ENSPTRG00000013517
pan_paniscus ENSPPAG00000036842
homo_sapiens ENSG00000101074
gorilla_gorilla ENSGGOG00000005395
pongo_abelii ENSPPYG00000011030
nomascus_leucogenys ENSNLEG00000006593
callithrix_jacchus ENSCJAG00000043831
carlito_syrichta ENSTSYG00000032461
myotis_lucifugus ENSMLUG00000000042
erinaceus_europaeus ENSEEUG00000010131
dasypus_novemcinctus ENSDNOG00000005580
notamacropus_eugenii ENSMEUG00000011675
phascolarctos_cinereus ENSPCIG00000009404
monodelphis_domestica ENSMODG00000016219
sarcophilus_harrisii ENSSHAG00000006560
ornithorhynchus_anatinus ENSOANG00000002714
latimeria_chalumnae ENSLACG00000013064
xenopus_tropicalis ENSXETG00000001774
