oryzias_latipes_asm223471v1 ENSORLG00020003280
callithrix_jacchus ENSCJAG00000019171
cebus_capucinus_imitator ENSCCAG00000028116
aotus_nancymaae ENSANAG00000025606
carlito_syrichta ENSTSYG00000004997
propithecus_coquereli ENSPCOG00000020682
prolemur_simus ENSPSMG00000022699
microcebus_murinus ENSMICG00000046751
otolemur_garnettii ENSOGAG00000006443
pteropus_vampyrus ENSPVAG00000017412
myotis_lucifugus ENSMLUG00000010818
equus_caballus ENSECAG00000024752
equus_asinus_asinus ENSEASG00005012525
sus_scrofa ENSSSCG00000032877
sus_scrofa ENSSSCG00000014251
bos_mutus ENSBMUG00000011729
bos_taurus ENSBTAG00000000329
bison_bison_bison ENSBBBG00000013216
capra_hircus ENSCHIG00000025358
ovis_aries ENSOARG00000017856
tursiops_truncatus ENSTTRG00000005316
vicugna_pacos ENSVPAG00000009754
ursus_maritimus ENSUMAG00000017150
ursus_americanus ENSUAMG00000008563
ailuropoda_melanoleuca ENSAMEG00000010155
neovison_vison ENSNVIG00000023871
mustela_putorius_furo ENSMPUG00000011917
canis_lupus_dingo ENSCAFG00020009935
canis_lupus_familiaris ENSCAFG00000000611
vulpes_vulpes ENSVVUG00000030137
panthera_tigris_altaica ENSPTIG00000011053
panthera_pardus ENSPPRG00000006508
felis_catus ENSFCAG00000036185
sorex_araneus ENSSARG00000004441
erinaceus_europaeus ENSEEUG00000013497
dasypus_novemcinctus ENSDNOG00000001349
choloepus_hoffmanni ENSCHOG00000005102
loxodonta_africana ENSLAFG00000018279
procavia_capensis ENSPCAG00000011625
echinops_telfairi ENSETEG00000009741
ornithorhynchus_anatinus ENSOANG00000012788
anas_platyrhynchos_platyrhynchos ENSAPLG00000002754
anser_brachyrhynchus ENSABRG00000019567
gallus_gallus ENSGALG00000014699
coturnix_japonica ENSCJPG00005012745
meleagris_gallopavo ENSMGAG00000007922
numida_meleagris ENSNMEG00000004624
calidris_pygmaea ENSCPGG00000013161
calidris_pugnax ENSCPUG00000017469
lepidothrix_coronata ENSLCOG00000008116
manacus_vitellinus ENSMVIG00005018850
taeniopygia_guttata ENSTGUG00000006496
lonchura_striata_domestica ENSLSDG00000008954
serinus_canaria ENSSCAG00000014731
parus_major ENSPMJG00000014184
cyanistes_caeruleus ENSCCEG00000017042
ficedula_albicollis ENSFALG00000001153
zonotrichia_albicollis ENSZALG00000005050
melopsittacus_undulatus ENSMUNG00000011597
apteryx_haastii ENSAHAG00000010893
apteryx_rowi ENSARWG00000010540
apteryx_owenii ENSAOWG00000017682
dromaius_novaehollandiae ENSDNVG00000016449
nothoprocta_perdicaria ENSNPEG00000001032
nothoprocta_perdicaria ENSNPEG00000001033
crocodylus_porosus ENSCPRG00005011835
chelonoidis_abingdonii ENSCABG00000020926
gopherus_agassizii ENSGAGG00000003495
chrysemys_picta_bellii ENSCPBG00000018605
pelodiscus_sinensis ENSPSIG00000013171
pogona_vitticeps ENSPVIG00000002334
anolis_carolinensis ENSACAG00000002614
notechis_scutatus ENSNSUG00000013796
salvator_merianae ENSSMRG00000019328
sphenodon_punctatus ENSSPUG00000013954
xenopus_tropicalis ENSXETG00000034085
latimeria_chalumnae ENSLACG00000010660
monodelphis_domestica ENSMODG00000028679
petromyzon_marinus ENSPMAG00000006760
