echinops_telfairi ENSETEG00000008825
rhinopithecus_bieti ENSRBIG00000033028
cebus_capucinus_imitator ENSCCAG00000020932
saimiri_boliviensis_boliviensis ENSSBOG00000025379
aotus_nancymaae ENSANAG00000014254
dasypus_novemcinctus ENSDNOG00000049396
choloepus_hoffmanni ENSCHOG00000000555
notamacropus_eugenii ENSMEUG00000005703
phascolarctos_cinereus ENSPCIG00000028123
sarcophilus_harrisii ENSSHAG00000017989
monodelphis_domestica ENSMODG00000004449
pogona_vitticeps ENSPVIG00000022330
anolis_carolinensis ENSACAG00000007529
notechis_scutatus ENSNSUG00000020529
notechis_scutatus ENSNSUG00000020581
salvator_merianae ENSSMRG00000023292
sphenodon_punctatus ENSSPUG00000016878
lonchura_striata_domestica ENSLSDG00000018118
taeniopygia_guttata ENSTGUG00000012193
serinus_canaria ENSSCAG00000004632
junco_hyemalis ENSJHYG00000008855
ficedula_albicollis ENSFALG00000003103
parus_major ENSPMJG00000004650
cyanistes_caeruleus ENSCCEG00000018493
lepidothrix_coronata ENSLCOG00000012178
manacus_vitellinus ENSMVIG00005004729
zonotrichia_albicollis ENSZALG00000009684
anas_platyrhynchos_platyrhynchos ENSAPLG00000004498
anser_brachyrhynchus ENSABRG00000021615
meleagris_gallopavo ENSMGAG00000012901
gallus_gallus ENSGALG00000045427
coturnix_japonica ENSCJPG00005020788
numida_meleagris ENSNMEG00000003988
calidris_pugnax ENSCPUG00000000230
calidris_pygmaea ENSCPGG00000012687
melopsittacus_undulatus ENSMUNG00000011838
apteryx_owenii ENSAOWG00000009947
apteryx_haastii ENSAHAG00000019619
apteryx_rowi ENSARWG00000010780
crocodylus_porosus ENSCPRG00005008995
chrysemys_picta_bellii ENSCPBG00000026493
chelonoidis_abingdonii ENSCABG00000012744
pelodiscus_sinensis ENSPSIG00000006112
tetraodon_nigroviridis ENSTNIG00000016490
takifugu_rubripes ENSTRUG00000006794
labrus_bergylta ENSLBEG00000021488
gasterosteus_aculeatus ENSGACG00000005800
mola_mola ENSMMOG00000003768
scophthalmus_maximus ENSSMAG00000011565
cynoglossus_semilaevis ENSCSEG00000011054
seriola_lalandi_dorsalis ENSSLDG00000005944
seriola_dumerili ENSSDUG00000018460
monopterus_albus ENSMALG00000015998
mastacembelus_armatus ENSMAMG00000002582
anabas_testudineus ENSATEG00000018949
poecilia_formosa ENSPFOG00000003712
poecilia_mexicana ENSPMEG00000023284
poecilia_latipinna ENSPLAG00000017201
poecilia_reticulata ENSPREG00000008378
xiphophorus_couchianus ENSXCOG00000000368
xiphophorus_maculatus ENSXMAG00000011348
gambusia_affinis ENSGAFG00000007965
fundulus_heteroclitus ENSFHEG00000022059
cyprinodon_variegatus ENSCVAG00000003929
kryptolebias_marmoratus ENSKMAG00000013333
oryzias_latipes_asm223469v1 ENSORLG00015019017
oryzias_latipes_asm223467v1 ENSORLG00000016737
oryzias_latipes_asm223471v1 ENSORLG00020001153
oryzias_melastigma ENSOMEG00000002227
amphiprion_percula ENSAPEG00000017167
amphiprion_ocellaris ENSAOCG00000009215
acanthochromis_polyacanthus ENSAPOG00000023593
stegastes_partitus ENSSPAG00000004082
astatotilapia_calliptera ENSACLG00000013866
maylandia_zebra ENSMZEG00005008793
pundamilia_nyererei ENSPNYG00000002209
haplochromis_burtoni ENSHBUG00000003922
neolamprologus_brichardi ENSNBRG00000015385
oreochromis_niloticus ENSONIG00000008958
amphilophus_citrinellus ENSACIG00000000315
hippocampus_comes ENSHCOG00000016994
periophthalmus_magnuspinnatus ENSPMGG00000006389
gadus_morhua ENSGMOG00000019169
esox_lucius ENSELUG00000018559
astyanax_mexicanus ENSAMXG00000040182
astyanax_mexicanus ENSAMXG00000036087
pygocentrus_nattereri ENSPNAG00000015675
ictalurus_punctatus ENSIPUG00000005549
danio_rerio ENSDARG00000036833
paramormyrops_kingsleyae ENSPKIG00000012309
scleropages_formosus ENSSFOG00015015936
lepisosteus_oculatus ENSLOCG00000005911
xenopus_tropicalis ENSXETG00000010379
myotis_lucifugus ENSMLUG00000003427
ciona_savignyi ENSCSAVG00000002598
