monodelphis_domestica ENSMODG00000028708
latimeria_chalumnae ENSLACG00000009747
paramormyrops_kingsleyae ENSPKIG00000011838
scleropages_formosus ENSSFOG00015016071
takifugu_rubripes ENSTRUG00000011453
tetraodon_nigroviridis ENSTNIG00000017922
mola_mola ENSMMOG00000021178
periophthalmus_magnuspinnatus ENSPMGG00000019543
cynoglossus_semilaevis ENSCSEG00000021294
xiphophorus_couchianus ENSXCOG00000011103
xiphophorus_maculatus ENSXMAG00000017210
gambusia_affinis ENSGAFG00000016107
poecilia_mexicana ENSPMEG00000009003
poecilia_formosa ENSPFOG00000013724
poecilia_latipinna ENSPLAG00000000651
poecilia_reticulata ENSPREG00000015648
fundulus_heteroclitus ENSFHEG00000003237
cyprinodon_variegatus ENSCVAG00000014802
oryzias_latipes_asm223471v1 ENSORLG00020020385
oryzias_latipes_asm223469v1 ENSORLG00015015809
oryzias_latipes_asm223467v1 ENSORLG00000010934
oryzias_melastigma ENSOMEG00000009262
haplochromis_burtoni ENSHBUG00000022787
maylandia_zebra ENSMZEG00005000237
neolamprologus_brichardi ENSNBRG00000019607
pundamilia_nyererei ENSPNYG00000010407
oreochromis_niloticus ENSONIG00000017229
amphilophus_citrinellus ENSACIG00000007687
amphiprion_ocellaris ENSAOCG00000016914
amphiprion_percula ENSAPEG00000016502
acanthochromis_polyacanthus ENSAPOG00000021930
stegastes_partitus ENSSPAG00000011774
kryptolebias_marmoratus ENSKMAG00000015345
seriola_dumerili ENSSDUG00000012915
seriola_lalandi_dorsalis ENSSLDG00000004771
scophthalmus_maximus ENSSMAG00000012040
monopterus_albus ENSMALG00000021432
mastacembelus_armatus ENSMAMG00000013128
anabas_testudineus ENSATEG00000009215
labrus_bergylta ENSLBEG00000005242
gasterosteus_aculeatus ENSGACG00000002980
hippocampus_comes ENSHCOG00000010269
gadus_morhua ENSGMOG00000017121
esox_lucius ENSELUG00000023514
pygocentrus_nattereri ENSPNAG00000007396
astyanax_mexicanus ENSAMXG00000029674
ictalurus_punctatus ENSIPUG00000022493
danio_rerio ENSDARG00000006868
lepisosteus_oculatus ENSLOCG00000011194
