mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021168
paramormyrops_kingsleyae ENSPKIG00000006274
gasterosteus_aculeatus ENSGACG00000005765
acanthochromis_polyacanthus ENSAPOG00000012549
gadus_morhua ENSGMOG00000013148
chrysemys_picta_bellii ENSCPBG00000012235
gopherus_agassizii ENSGAGG00000008053
ficedula_albicollis ENSFALG00000008332
junco_hyemalis ENSJHYG00000008766
lepidothrix_coronata ENSLCOG00000004193
parus_major ENSPMJG00000003874
lonchura_striata_domestica ENSLSDG00000013048
salvator_merianae ENSSMRG00000001298
amphiprion_percula ENSAPEG00000002526
amphiprion_ocellaris ENSAOCG00000021063
maylandia_zebra ENSMZEG00005025031
xiphophorus_maculatus ENSXMAG00000010416
pygocentrus_nattereri ENSPNAG00000003270
paramormyrops_kingsleyae ENSPKIG00000004980
eptatretus_burgeri ENSEBUG00000002815
ciona_intestinalis ENSCING00000006671
