fundulus_heteroclitus ENSFHEG00000009052
nothoprocta_perdicaria ENSNPEG00000005189
zonotrichia_albicollis ENSZALG00000004668
gopherus_agassizii ENSGAGG00000009806
chelonoidis_abingdonii ENSCABG00000012914
chrysemys_picta_bellii ENSCPBG00000027057
gallus_gallus ENSGALG00000049153
coturnix_japonica ENSCJPG00005015209
anser_brachyrhynchus ENSABRG00000002677
anas_platyrhynchos_platyrhynchos ENSAPLG00000025097
junco_hyemalis ENSJHYG00000006424
ficedula_albicollis ENSFALG00000002818
taeniopygia_guttata ENSTGUG00000014487
lonchura_striata_domestica ENSLSDG00000004630
lepidothrix_coronata ENSLCOG00000012525
calidris_pygmaea ENSCPGG00000018506
anolis_carolinensis ENSACAG00000003436
pogona_vitticeps ENSPVIG00000011367
notechis_scutatus ENSNSUG00000020395
salvator_merianae ENSSMRG00000007227
sphenodon_punctatus ENSSPUG00000005883
propithecus_coquereli ENSPCOG00000023994
prolemur_simus ENSPSMG00000013221
microcebus_murinus ENSMICG00000042281
carlito_syrichta ENSTSYG00000031314
octodon_degus ENSODEG00000014877
chinchilla_lanigera ENSCLAG00000004246
cavia_porcellus ENSCPOG00000003745
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005865
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017493
fukomys_damarensis ENSFDAG00000008934
urocitellus_parryii ENSUPAG00010023740
ictidomys_tridecemlineatus ENSSTOG00000029162
marmota_marmota_marmota ENSMMMG00000014206
mus_spicilegus ENSMSIG00000004940
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032646
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078931
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031528
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023128
rattus_norvegicus ENSRNOG00000022303
meriones_unguiculatus ENSMUGG00000017432
cricetulus_griseus_crigri-picr ENSCGRG00015009328
cricetulus_griseus_crigri_1.0 ENSCGRG00000001572
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014037
microtus_ochrogaster ENSMOCG00000022333
peromyscus_maniculatus_bairdii ENSPEMG00000000089
nannospalax_galili ENSNGAG00000023621
castor_canadensis ENSCCNG00000030926
ochotona_princeps ENSOPRG00000018818
bos_mutus ENSBMUG00000001518
bos_taurus ENSBTAG00000001663
bison_bison_bison ENSBBBG00000000744
ovis_aries ENSOARG00000003536
tursiops_truncatus ENSTTRG00000010003
vicugna_pacos ENSVPAG00000003989
equus_caballus ENSECAG00000036254
equus_asinus_asinus ENSEASG00005021305
ursus_americanus ENSUAMG00000022691
ailuropoda_melanoleuca ENSAMEG00000007568
neovison_vison ENSNVIG00000008104
canis_lupus_familiaris ENSCAFG00000031209
canis_lupus_dingo ENSCAFG00020020226
panthera_pardus ENSPPRG00000009030
panthera_tigris_altaica ENSPTIG00000010002
felis_catus ENSFCAG00000023761
myotis_lucifugus ENSMLUG00000022898
choloepus_hoffmanni ENSCHOG00000010771
dasypus_novemcinctus ENSDNOG00000043651
loxodonta_africana ENSLAFG00000020684
macaca_fascicularis ENSMFAG00000030620
macaca_nemestrina ENSMNEG00000000084
theropithecus_gelada ENSTGEG00000009360
papio_anubis ENSPANG00000019583
cercocebus_atys ENSCATG00000039404
mandrillus_leucophaeus ENSMLEG00000029739
chlorocebus_sabaeus ENSCSAG00000004124
piliocolobus_tephrosceles ENSPTEG00000009742
colobus_angolensis_palliatus ENSCANG00000034862
rhinopithecus_roxellana ENSRROG00000044724
rhinopithecus_bieti ENSRBIG00000044631
pan_paniscus ENSPPAG00000039509
pan_troglodytes ENSPTRG00000048447
homo_sapiens ENSG00000258429
pongo_abelii ENSPPYG00000007501
nomascus_leucogenys ENSNLEG00000005487
cebus_capucinus_imitator ENSCCAG00000028271
saimiri_boliviensis_boliviensis ENSSBOG00000023669
callithrix_jacchus ENSCJAG00000037252
aotus_nancymaae ENSANAG00000032589
phascolarctos_cinereus ENSPCIG00000012762
monodelphis_domestica ENSMODG00000002785
sarcophilus_harrisii ENSSHAG00000013587
xenopus_tropicalis ENSXETG00000022729
latimeria_chalumnae ENSLACG00000008750
lepisosteus_oculatus ENSLOCG00000002834
eptatretus_burgeri ENSEBUG00000005779
drosophila_melanogaster FBgn0051278
drosophila_melanogaster FBgn0051373
