coturnix_japonica ENSCJPG00005021223
mustela_putorius_furo ENSMPUG00000003619
neovison_vison ENSNVIG00000024232
canis_lupus_familiaris ENSCAFG00000013095
canis_lupus_dingo ENSCAFG00020001672
vulpes_vulpes ENSVVUG00000009990
dasypus_novemcinctus ENSDNOG00000009922
choloepus_hoffmanni ENSCHOG00000011101
panthera_pardus ENSPPRG00000002673
panthera_tigris_altaica ENSPTIG00000010715
felis_catus ENSFCAG00000014123
loxodonta_africana ENSLAFG00000007405
procavia_capensis ENSPCAG00000000531
echinops_telfairi ENSETEG00000005608
pteropus_vampyrus ENSPVAG00000002624
myotis_lucifugus ENSMLUG00000002872
erinaceus_europaeus ENSEEUG00000011231
tupaia_belangeri ENSTBEG00000017334
latimeria_chalumnae ENSLACG00000014100
scleropages_formosus ENSSFOG00015002013
paramormyrops_kingsleyae ENSPKIG00000015328
astyanax_mexicanus ENSAMXG00000037781
pygocentrus_nattereri ENSPNAG00000011288
ictalurus_punctatus ENSIPUG00000005095
danio_rerio ENSDARG00000059575
fundulus_heteroclitus ENSFHEG00000012818
cyprinodon_variegatus ENSCVAG00000005389
poecilia_formosa ENSPFOG00000015923
poecilia_latipinna ENSPLAG00000014766
poecilia_mexicana ENSPMEG00000023850
poecilia_reticulata ENSPREG00000013295
xiphophorus_maculatus ENSXMAG00000016056
xiphophorus_couchianus ENSXCOG00000005880
gambusia_affinis ENSGAFG00000016341
kryptolebias_marmoratus ENSKMAG00000016748
oryzias_latipes_asm223467v1 ENSORLG00000014340
oryzias_latipes_asm223469v1 ENSORLG00015019846
oryzias_latipes_asm223471v1 ENSORLG00020001220
oryzias_melastigma ENSOMEG00000001693
tetraodon_nigroviridis ENSTNIG00000010802
takifugu_rubripes ENSTRUG00000022479
amphiprion_percula ENSAPEG00000023193
amphiprion_percula ENSAPEG00000018215
amphiprion_ocellaris ENSAOCG00000024473
acanthochromis_polyacanthus ENSAPOG00000016327
stegastes_partitus ENSSPAG00000001165
maylandia_zebra ENSMZEG00005011160
astatotilapia_calliptera ENSACLG00000027096
pundamilia_nyererei ENSPNYG00000021906
haplochromis_burtoni ENSHBUG00000010792
neolamprologus_brichardi ENSNBRG00000016804
oreochromis_niloticus ENSONIG00000019209
amphilophus_citrinellus ENSACIG00000010132
mola_mola ENSMMOG00000006591
labrus_bergylta ENSLBEG00000001341
gasterosteus_aculeatus ENSGACG00000003529
seriola_dumerili ENSSDUG00000000226
seriola_lalandi_dorsalis ENSSLDG00000000833
scophthalmus_maximus ENSSMAG00000003891
monopterus_albus ENSMALG00000013850
mastacembelus_armatus ENSMAMG00000007396
anabas_testudineus ENSATEG00000008282
cynoglossus_semilaevis ENSCSEG00000000806
periophthalmus_magnuspinnatus ENSPMGG00000023620
gadus_morhua ENSGMOG00000016438
esox_lucius ENSELUG00000003613
lepisosteus_oculatus ENSLOCG00000007180
eptatretus_burgeri ENSEBUG00000001105
