choloepus_hoffmanni ENSCHOG00000010615
nannospalax_galili ENSNGAG00000017692
oryctolagus_cuniculus ENSOCUG00000003674
microcebus_murinus ENSMICG00000030935
propithecus_coquereli ENSPCOG00000024875
rattus_norvegicus ENSRNOG00000013695
nannospalax_galili ENSNGAG00000012614
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005738
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006362
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012925
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001769
octodon_degus ENSODEG00000005134
cricetulus_griseus_crigri_1.0 ENSCGRG00000003534
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010096
cricetulus_griseus_crigri-picr ENSCGRG00015013179
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017876
octodon_degus ENSODEG00000019987
propithecus_coquereli ENSPCOG00000013145
rhinopithecus_bieti ENSRBIG00000032024
rhinopithecus_roxellana ENSRROG00000038369
piliocolobus_tephrosceles ENSPTEG00000037095
macaca_mulatta ENSMMUG00000038230
macaca_fascicularis ENSMFAG00000039360
papio_anubis ENSPANG00000033393
colobus_angolensis_palliatus ENSCANG00000011052
macaca_fascicularis ENSMFAG00000005442
macaca_mulatta ENSMMUG00000045262
macaca_nemestrina ENSMNEG00000032349
mandrillus_leucophaeus ENSMLEG00000037884
rhinopithecus_bieti ENSRBIG00000028284
colobus_angolensis_palliatus ENSCANG00000029321
macaca_mulatta ENSMMUG00000017901
macaca_nemestrina ENSMNEG00000032027
mandrillus_leucophaeus ENSMLEG00000033373
chlorocebus_sabaeus ENSCSAG00000001984
papio_anubis ENSPANG00000007203
saimiri_boliviensis_boliviensis ENSSBOG00000027313
saimiri_boliviensis_boliviensis ENSSBOG00000025591
chlorocebus_sabaeus ENSCSAG00000000246
piliocolobus_tephrosceles ENSPTEG00000023581
colobus_angolensis_palliatus ENSCANG00000038737
pongo_abelii ENSPPYG00000001595
aotus_nancymaae ENSANAG00000022911
pan_troglodytes ENSPTRG00000044722
pan_paniscus ENSPPAG00000032363
homo_sapiens ENSG00000116478
gorilla_gorilla ENSGGOG00000011741
nomascus_leucogenys ENSNLEG00000002473
macaca_fascicularis ENSMFAG00000001093
cercocebus_atys ENSCATG00000044204
mandrillus_leucophaeus ENSMLEG00000043256
callithrix_jacchus ENSCJAG00000000970
cebus_capucinus_imitator ENSCCAG00000037982
erinaceus_europaeus ENSEEUG00000001336
saimiri_boliviensis_boliviensis ENSSBOG00000035620
pan_troglodytes ENSPTRG00000045621
ursus_americanus ENSUAMG00000014267
ursus_maritimus ENSUMAG00000008370
canis_lupus_dingo ENSCAFG00020025362
dasypus_novemcinctus ENSDNOG00000042430
echinops_telfairi ENSETEG00000010493
erinaceus_europaeus ENSEEUG00000014838
sarcophilus_harrisii ENSSHAG00000005811
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002310
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000219
ictidomys_tridecemlineatus ENSSTOG00000030554
prolemur_simus ENSPSMG00000019951
cavia_aperea ENSCAPG00000015466
dipodomys_ordii ENSDORG00000027513
chlorocebus_sabaeus ENSCSAG00000001053
macaca_mulatta ENSMMUG00000009948
macaca_nemestrina ENSMNEG00000036941
theropithecus_gelada ENSTGEG00000016048
rhinopithecus_roxellana ENSRROG00000031902
rhinopithecus_bieti ENSRBIG00000034821
neovison_vison ENSNVIG00000024276
vulpes_vulpes ENSVVUG00000015305
panthera_tigris_altaica ENSPTIG00000006481
bos_taurus ENSBTAG00000012698
capra_hircus ENSCHIG00000020549
sphenodon_punctatus ENSSPUG00000017936
sarcophilus_harrisii ENSSHAG00000008787
sarcophilus_harrisii ENSSHAG00000001901
notamacropus_eugenii ENSMEUG00000002397
phascolarctos_cinereus ENSPCIG00000022351
monodelphis_domestica ENSMODG00000017455
sarcophilus_harrisii ENSSHAG00000010097
junco_hyemalis ENSJHYG00000006923
dromaius_novaehollandiae ENSDNVG00000010243
nothoprocta_perdicaria ENSNPEG00000005449
apteryx_rowi ENSARWG00000009590
apteryx_owenii ENSAOWG00000002129
gallus_gallus ENSGALG00000003297
numida_meleagris ENSNMEG00000007365
taeniopygia_guttata ENSTGUG00000001420
lonchura_striata_domestica ENSLSDG00000004776
serinus_canaria ENSSCAG00000004926
anser_brachyrhynchus ENSABRG00000020407
anas_platyrhynchos_platyrhynchos ENSAPLG00000014752
manacus_vitellinus ENSMVIG00005012069
melopsittacus_undulatus ENSMUNG00000008701
coturnix_japonica ENSCJPG00005000595
meleagris_gallopavo ENSMGAG00000004647
lepidothrix_coronata ENSLCOG00000009045
junco_hyemalis ENSJHYG00000006878
parus_major ENSPMJG00000006101
ficedula_albicollis ENSFALG00000000636
apteryx_haastii ENSAHAG00000007910
theropithecus_gelada ENSTGEG00000027674
papio_anubis ENSPANG00000029230
macaca_fascicularis ENSMFAG00000044156
chelonoidis_abingdonii ENSCABG00000018853
gopherus_agassizii ENSGAGG00000023741
chrysemys_picta_bellii ENSCPBG00000011084
pelodiscus_sinensis ENSPSIG00000004134
crocodylus_porosus ENSCPRG00005001656
cyanistes_caeruleus ENSCCEG00000018745
anolis_carolinensis ENSACAG00000004057
pogona_vitticeps ENSPVIG00000013762
notechis_scutatus ENSNSUG00000011935
salvator_merianae ENSSMRG00000011979
calidris_pygmaea ENSCPGG00000014628
calidris_pugnax ENSCPUG00000018360
latimeria_chalumnae ENSLACG00000013376
poecilia_formosa ENSPFOG00000005786
poecilia_mexicana ENSPMEG00000009287
poecilia_latipinna ENSPLAG00000004732
poecilia_reticulata ENSPREG00000016883
xiphophorus_couchianus ENSXCOG00000003400
xiphophorus_maculatus ENSXMAG00000000379
gambusia_affinis ENSGAFG00000018797
fundulus_heteroclitus ENSFHEG00000017198
cyprinodon_variegatus ENSCVAG00000017994
kryptolebias_marmoratus ENSKMAG00000001360
oryzias_latipes_asm223467v1 ENSORLG00000014155
oryzias_latipes_asm223471v1 ENSORLG00020020299
oryzias_latipes_asm223469v1 ENSORLG00015008416
oryzias_melastigma ENSOMEG00000006758
gasterosteus_aculeatus ENSGACG00000009108
takifugu_rubripes ENSTRUG00000010713
scophthalmus_maximus ENSSMAG00000020613
mastacembelus_armatus ENSMAMG00000004464
anabas_testudineus ENSATEG00000007393
seriola_dumerili ENSSDUG00000001669
seriola_lalandi_dorsalis ENSSLDG00000005005
mola_mola ENSMMOG00000021215
amphiprion_percula ENSAPEG00000003218
amphiprion_ocellaris ENSAOCG00000024312
acanthochromis_polyacanthus ENSAPOG00000002698
stegastes_partitus ENSSPAG00000008859
pundamilia_nyererei ENSPNYG00000004402
haplochromis_burtoni ENSHBUG00000011039
maylandia_zebra ENSMZEG00005000572
astatotilapia_calliptera ENSACLG00000013605
neolamprologus_brichardi ENSNBRG00000022221
oreochromis_niloticus ENSONIG00000007720
amphilophus_citrinellus ENSACIG00000000326
periophthalmus_magnuspinnatus ENSPMGG00000021390
hippocampus_comes ENSHCOG00000003352
esox_lucius ENSELUG00000000791
paramormyrops_kingsleyae ENSPKIG00000011830
pygocentrus_nattereri ENSPNAG00000029761
astyanax_mexicanus ENSAMXG00000033437
ictalurus_punctatus ENSIPUG00000014455
danio_rerio ENSDARG00000015427
scleropages_formosus ENSSFOG00015005345
paramormyrops_kingsleyae ENSPKIG00000024744
lepisosteus_oculatus ENSLOCG00000002539
tetraodon_nigroviridis ENSTNIG00000016904
takifugu_rubripes ENSTRUG00000005364
gasterosteus_aculeatus ENSGACG00000007221
poecilia_formosa ENSPFOG00000002899
poecilia_mexicana ENSPMEG00000019709
poecilia_latipinna ENSPLAG00000010071
poecilia_reticulata ENSPREG00000001731
gambusia_affinis ENSGAFG00000019426
xiphophorus_maculatus ENSXMAG00000025106
xiphophorus_couchianus ENSXCOG00000013185
cyprinodon_variegatus ENSCVAG00000019304
fundulus_heteroclitus ENSFHEG00000007464
kryptolebias_marmoratus ENSKMAG00000013680
oryzias_latipes_asm223467v1 ENSORLG00000017491
oryzias_latipes_asm223469v1 ENSORLG00015014914
oryzias_latipes_asm223471v1 ENSORLG00020000537
oryzias_melastigma ENSOMEG00000014289
cynoglossus_semilaevis ENSCSEG00000000127
monopterus_albus ENSMALG00000010943
mastacembelus_armatus ENSMAMG00000010154
anabas_testudineus ENSATEG00000007491
seriola_dumerili ENSSDUG00000012790
seriola_lalandi_dorsalis ENSSLDG00000012915
scophthalmus_maximus ENSSMAG00000009073
labrus_bergylta ENSLBEG00000013698
mola_mola ENSMMOG00000002378
amphiprion_ocellaris ENSAOCG00000021644
amphiprion_percula ENSAPEG00000019078
acanthochromis_polyacanthus ENSAPOG00000001164
stegastes_partitus ENSSPAG00000009360
maylandia_zebra ENSMZEG00005006242
haplochromis_burtoni ENSHBUG00000020299
pundamilia_nyererei ENSPNYG00000006049
astatotilapia_calliptera ENSACLG00000019646
neolamprologus_brichardi ENSNBRG00000009739
oreochromis_niloticus ENSONIG00000008187
amphilophus_citrinellus ENSACIG00000023366
hippocampus_comes ENSHCOG00000012753
periophthalmus_magnuspinnatus ENSPMGG00000009063
gadus_morhua ENSGMOG00000019056
esox_lucius ENSELUG00000003247
xenopus_tropicalis ENSXETG00000005253
scophthalmus_maximus ENSSMAG00000000957
petromyzon_marinus ENSPMAG00000009083
