astatotilapia_calliptera ENSACLG00000024429
fukomys_damarensis ENSFDAG00000010253
urocitellus_parryii ENSUPAG00010015766
ictidomys_tridecemlineatus ENSSTOG00000021499
spermophilus_dauricus ENSSDAG00000015414
marmota_marmota_marmota ENSMMMG00000012252
ochotona_princeps ENSOPRG00000013935
oryctolagus_cuniculus ENSOCUG00000006916
capra_hircus ENSCHIG00000019345
ovis_aries ENSOARG00000016920
ovis_aries ENSOARG00000005104
capra_hircus ENSCHIG00000013906
bos_taurus ENSBTAG00000013414
bos_mutus ENSBMUG00000026285
bison_bison_bison ENSBBBG00000016667
sus_scrofa ENSSSCG00000016756
tursiops_truncatus ENSTTRG00000006930
vicugna_pacos ENSVPAG00000011426
equus_asinus_asinus ENSEASG00005017707
equus_caballus ENSECAG00000011650
erinaceus_europaeus ENSEEUG00000005364
ailuropoda_melanoleuca ENSAMEG00000017487
ursus_maritimus ENSUMAG00000009818
mustela_putorius_furo ENSMPUG00000018150
neovison_vison ENSNVIG00000014020
canis_lupus_dingo ENSCAFG00020023597
canis_lupus_familiaris ENSCAFG00000003476
vulpes_vulpes ENSVVUG00000009819
panthera_pardus ENSPPRG00000015157
panthera_tigris_altaica ENSPTIG00000018409
felis_catus ENSFCAG00000026122
pteropus_vampyrus ENSPVAG00000004218
myotis_lucifugus ENSMLUG00000008138
ornithorhynchus_anatinus ENSOANG00000010688
