astyanax_mexicanus ENSAMXG00000042183
cercocebus_atys ENSCATG00000029557
chlorocebus_sabaeus ENSCSAG00000017053
theropithecus_gelada ENSTGEG00000017745
piliocolobus_tephrosceles ENSPTEG00000026530
colobus_angolensis_palliatus ENSCANG00000035765
rhinopithecus_roxellana ENSRROG00000040895
rhinopithecus_bieti ENSRBIG00000035014
saimiri_boliviensis_boliviensis ENSSBOG00000020631
cebus_capucinus_imitator ENSCCAG00000032828
callithrix_jacchus ENSCJAG00000019131
aotus_nancymaae ENSANAG00000021714
carlito_syrichta ENSTSYG00000004820
prolemur_simus ENSPSMG00000004152
propithecus_coquereli ENSPCOG00000017670
microcebus_murinus ENSMICG00000004420
microcebus_murinus ENSMICG00000031740
otolemur_garnettii ENSOGAG00000011691
ornithorhynchus_anatinus ENSOANG00000005284
xenopus_tropicalis ENSXETG00000021109
eptatretus_burgeri ENSEBUG00000005054
ciona_savignyi ENSCSAVG00000004848
ciona_intestinalis ENSCING00000017920
drosophila_melanogaster FBgn0035251
