sorex_araneus ENSSARG00000010433
coturnix_japonica ENSCJPG00005001014
meleagris_gallopavo ENSMGAG00000002703
numida_meleagris ENSNMEG00000000727
apteryx_rowi ENSARWG00000008866
apteryx_owenii ENSAOWG00000006869
apteryx_haastii ENSAHAG00000007339
dromaius_novaehollandiae ENSDNVG00000002683
nothoprocta_perdicaria ENSNPEG00000006488
crocodylus_porosus ENSCPRG00005007637
gopherus_agassizii ENSGAGG00000014866
chelonoidis_abingdonii ENSCABG00000007143
chrysemys_picta_bellii ENSCPBG00000027647
pelodiscus_sinensis ENSPSIG00000006360
pogona_vitticeps ENSPVIG00000021508
anolis_carolinensis ENSACAG00000013347
notechis_scutatus ENSNSUG00000006091
salvator_merianae ENSSMRG00000015604
sphenodon_punctatus ENSSPUG00000008196
xenopus_tropicalis ENSXETG00000011158
latimeria_chalumnae ENSLACG00000002577
latimeria_chalumnae ENSLACG00000003658
scleropages_formosus ENSSFOG00015019917
paramormyrops_kingsleyae ENSPKIG00000012141
paramormyrops_kingsleyae ENSPKIG00000013435
scleropages_formosus ENSSFOG00015024052
mastacembelus_armatus ENSMAMG00000007094
monopterus_albus ENSMALG00000000826
anabas_testudineus ENSATEG00000022708
seriola_lalandi_dorsalis ENSSLDG00000007440
seriola_dumerili ENSSDUG00000000949
scophthalmus_maximus ENSSMAG00000015694
xiphophorus_couchianus ENSXCOG00000012065
xiphophorus_maculatus ENSXMAG00000026934
gambusia_affinis ENSGAFG00000014427
poecilia_formosa ENSPFOG00000015183
poecilia_latipinna ENSPLAG00000005043
poecilia_mexicana ENSPMEG00000014061
poecilia_reticulata ENSPREG00000001032
fundulus_heteroclitus ENSFHEG00000014026
cyprinodon_variegatus ENSCVAG00000000806
kryptolebias_marmoratus ENSKMAG00000000963
oryzias_latipes_asm223471v1 ENSORLG00020019960
oryzias_latipes_asm223467v1 ENSORLG00000024530
oryzias_latipes_asm223469v1 ENSORLG00015020969
oryzias_melastigma ENSOMEG00000002576
astatotilapia_calliptera ENSACLG00000013458
maylandia_zebra ENSMZEG00005010828
haplochromis_burtoni ENSHBUG00000002713
pundamilia_nyererei ENSPNYG00000004993
maylandia_zebra ENSMZEG00005019896
neolamprologus_brichardi ENSNBRG00000018414
oreochromis_niloticus ENSONIG00000003477
amphilophus_citrinellus ENSACIG00000024128
amphiprion_percula ENSAPEG00000016102
amphiprion_ocellaris ENSAOCG00000013854
acanthochromis_polyacanthus ENSAPOG00000018619
stegastes_partitus ENSSPAG00000023504
tetraodon_nigroviridis ENSTNIG00000012373
takifugu_rubripes ENSTRUG00000013467
mola_mola ENSMMOG00000007081
gasterosteus_aculeatus ENSGACG00000018410
labrus_bergylta ENSLBEG00000025983
hippocampus_comes ENSHCOG00000014397
cynoglossus_semilaevis ENSCSEG00000010994
periophthalmus_magnuspinnatus ENSPMGG00000006529
gadus_morhua ENSGMOG00000003211
esox_lucius ENSELUG00000011442
pygocentrus_nattereri ENSPNAG00000002607
astyanax_mexicanus ENSAMXG00000000667
ictalurus_punctatus ENSIPUG00000021864
danio_rerio ENSDARG00000089805
poecilia_formosa ENSPFOG00000000520
poecilia_mexicana ENSPMEG00000001662
poecilia_latipinna ENSPLAG00000014952
poecilia_reticulata ENSPREG00000004523
xiphophorus_maculatus ENSXMAG00000016798
xiphophorus_couchianus ENSXCOG00000000353
gambusia_affinis ENSGAFG00000019581
cyprinodon_variegatus ENSCVAG00000012846
kryptolebias_marmoratus ENSKMAG00000009282
oryzias_latipes_asm223471v1 ENSORLG00020010069
oryzias_latipes_asm223467v1 ENSORLG00000020454
oryzias_latipes_asm223469v1 ENSORLG00015019232
oryzias_melastigma ENSOMEG00000010666
maylandia_zebra ENSMZEG00005017468
astatotilapia_calliptera ENSACLG00000008084
pundamilia_nyererei ENSPNYG00000022050
haplochromis_burtoni ENSHBUG00000018132
neolamprologus_brichardi ENSNBRG00000005831
oreochromis_niloticus ENSONIG00000018455
amphilophus_citrinellus ENSACIG00000023699
amphiprion_ocellaris ENSAOCG00000014155
amphiprion_percula ENSAPEG00000017972
acanthochromis_polyacanthus ENSAPOG00000003759
stegastes_partitus ENSSPAG00000019801
seriola_dumerili ENSSDUG00000021233
seriola_lalandi_dorsalis ENSSLDG00000011936
scophthalmus_maximus ENSSMAG00000015194
anabas_testudineus ENSATEG00000015463
monopterus_albus ENSMALG00000000431
labrus_bergylta ENSLBEG00000010823
labrus_bergylta ENSLBEG00000017117
gasterosteus_aculeatus ENSGACG00000019611
takifugu_rubripes ENSTRUG00000005635
tetraodon_nigroviridis ENSTNIG00000007176
mola_mola ENSMMOG00000001427
mastacembelus_armatus ENSMAMG00000002847
hippocampus_comes ENSHCOG00000002239
periophthalmus_magnuspinnatus ENSPMGG00000021705
gadus_morhua ENSGMOG00000001212
esox_lucius ENSELUG00000002504
fundulus_heteroclitus ENSFHEG00000012472
pygocentrus_nattereri ENSPNAG00000011768
astyanax_mexicanus ENSAMXG00000012165
ictalurus_punctatus ENSIPUG00000003024
danio_rerio ENSDARG00000052494
lepisosteus_oculatus ENSLOCG00000010600
