cyprinodon_variegatus ENSCVAG00000007719
ursus_maritimus ENSUMAG00000002651
ursus_americanus ENSUAMG00000014427
canis_lupus_familiaris ENSCAFG00000020206
canis_lupus_dingo ENSCAFG00020015613
vulpes_vulpes ENSVVUG00000009995
panthera_tigris_altaica ENSPTIG00000006221
panthera_pardus ENSPPRG00000013250
felis_catus ENSFCAG00000003261
pan_paniscus ENSPPAG00000035611
pan_troglodytes ENSPTRG00000021366
gorilla_gorilla ENSGGOG00000034880
homo_sapiens ENSG00000173611
pongo_abelii ENSPPYG00000019606
nomascus_leucogenys ENSNLEG00000017321
piliocolobus_tephrosceles ENSPTEG00000015205
colobus_angolensis_palliatus ENSCANG00000043522
rhinopithecus_roxellana ENSRROG00000042786
rhinopithecus_bieti ENSRBIG00000026974
macaca_mulatta ENSMMUG00000020633
macaca_fascicularis ENSMFAG00000002648
theropithecus_gelada ENSTGEG00000024226
mandrillus_leucophaeus ENSMLEG00000037841
macaca_nemestrina ENSMNEG00000039438
cercocebus_atys ENSCATG00000011189
papio_anubis ENSPANG00000011266
chlorocebus_sabaeus ENSCSAG00000013617
callithrix_jacchus ENSCJAG00000006789
saimiri_boliviensis_boliviensis ENSSBOG00000029441
cebus_capucinus_imitator ENSCCAG00000031567
aotus_nancymaae ENSANAG00000024288
carlito_syrichta ENSTSYG00000001473
propithecus_coquereli ENSPCOG00000002768
microcebus_murinus ENSMICG00000002936
prolemur_simus ENSPSMG00000022368
otolemur_garnettii ENSOGAG00000008529
castor_canadensis ENSCCNG00000011171
dipodomys_ordii ENSDORG00000012138
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035236
mus_spicilegus ENSMSIG00000026395
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024454
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023534
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024986
rattus_norvegicus ENSRNOG00000025278
meriones_unguiculatus ENSMUGG00000023012
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011822
cricetulus_griseus_crigri_1.0 ENSCGRG00000013287
cricetulus_griseus_crigri-picr ENSCGRG00015024159
mesocricetus_auratus ENSMAUG00000016374
peromyscus_maniculatus_bairdii ENSPEMG00000017936
microtus_ochrogaster ENSMOCG00000021543
nannospalax_galili ENSNGAG00000009532
jaculus_jaculus ENSJJAG00000020518
urocitellus_parryii ENSUPAG00010013570
spermophilus_dauricus ENSSDAG00000012903
ictidomys_tridecemlineatus ENSSTOG00000007948
marmota_marmota_marmota ENSMMMG00000017999
chinchilla_lanigera ENSCLAG00000013682
octodon_degus ENSODEG00000003843
cavia_porcellus ENSCPOG00000001406
cavia_aperea ENSCAPG00000013178
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004084
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011703
fukomys_damarensis ENSFDAG00000020274
phascolarctos_cinereus ENSPCIG00000028448
notamacropus_eugenii ENSMEUG00000013847
monodelphis_domestica ENSMODG00000019760
sarcophilus_harrisii ENSSHAG00000006233
ornithorhynchus_anatinus ENSOANG00000013296
latimeria_chalumnae ENSLACG00000018318
xenopus_tropicalis ENSXETG00000016827
petromyzon_marinus ENSPMAG00000009755
ciona_intestinalis ENSCING00000002651
ciona_savignyi ENSCSAVG00000009512
drosophila_melanogaster FBgn0035677
