tursiops_truncatus ENSTTRG00000010360
fukomys_damarensis ENSFDAG00000014644
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047045
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034637
mus_spicilegus ENSMSIG00000026693
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033466
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032006
rattus_norvegicus ENSRNOG00000012787
meriones_unguiculatus ENSMUGG00000011210
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016700
cricetulus_griseus_crigri-picr ENSCGRG00015016312
cricetulus_griseus_crigri_1.0 ENSCGRG00000017098
mesocricetus_auratus ENSMAUG00000014875
peromyscus_maniculatus_bairdii ENSPEMG00000029319
microtus_ochrogaster ENSMOCG00000021067
nannospalax_galili ENSNGAG00000022490
jaculus_jaculus ENSJJAG00000000642
oryctolagus_cuniculus ENSOCUG00000016955
dasypus_novemcinctus ENSDNOG00000033871
loxodonta_africana ENSLAFG00000007071
dipodomys_ordii ENSDORG00000027335
castor_canadensis ENSCCNG00000000265
meriones_unguiculatus ENSMUGG00000024178
vulpes_vulpes ENSVVUG00000010648
sorex_araneus ENSSARG00000010398
choloepus_hoffmanni ENSCHOG00000012156
procavia_capensis ENSPCAG00000004759
echinops_telfairi ENSETEG00000016519
phascolarctos_cinereus ENSPCIG00000007093
notamacropus_eugenii ENSMEUG00000002234
sarcophilus_harrisii ENSSHAG00000005097
monodelphis_domestica ENSMODG00000025395
ornithorhynchus_anatinus ENSOANG00000000756
anolis_carolinensis ENSACAG00000012888
anolis_carolinensis ENSACAG00000022568
pogona_vitticeps ENSPVIG00000005569
notechis_scutatus ENSNSUG00000008074
salvator_merianae ENSSMRG00000012197
sphenodon_punctatus ENSSPUG00000000314
pelodiscus_sinensis ENSPSIG00000017018
chrysemys_picta_bellii ENSCPBG00000000530
gopherus_agassizii ENSGAGG00000017038
anser_brachyrhynchus ENSABRG00000015382
anas_platyrhynchos_platyrhynchos ENSAPLG00000012154
meleagris_gallopavo ENSMGAG00000006530
coturnix_japonica ENSCJPG00005017218
gallus_gallus ENSGALG00000008076
numida_meleagris ENSNMEG00000020861
taeniopygia_guttata ENSTGUG00000004354
lonchura_striata_domestica ENSLSDG00000001217
serinus_canaria ENSSCAG00000016680
zonotrichia_albicollis ENSZALG00000000462
junco_hyemalis ENSJHYG00000012948
ficedula_albicollis ENSFALG00000000168
taeniopygia_guttata ENSTGUG00000015184
cyanistes_caeruleus ENSCCEG00000021109
parus_major ENSPMJG00000001126
lepidothrix_coronata ENSLCOG00000015458
manacus_vitellinus ENSMVIG00005005257
melopsittacus_undulatus ENSMUNG00000009319
calidris_pygmaea ENSCPGG00000004652
calidris_pugnax ENSCPUG00000002481
nothoprocta_perdicaria ENSNPEG00000006919
crocodylus_porosus ENSCPRG00005008793
xenopus_tropicalis ENSXETG00000012428
latimeria_chalumnae ENSLACG00000012703
paramormyrops_kingsleyae ENSPKIG00000008118
scleropages_formosus ENSSFOG00015003113
hippocampus_comes ENSHCOG00000020501
cynoglossus_semilaevis ENSCSEG00000010961
mola_mola ENSMMOG00000006687
takifugu_rubripes ENSTRUG00000002371
labrus_bergylta ENSLBEG00000002225
gasterosteus_aculeatus ENSGACG00000020291
amphiprion_percula ENSAPEG00000008960
amphiprion_ocellaris ENSAOCG00000005366
acanthochromis_polyacanthus ENSAPOG00000018237
stegastes_partitus ENSSPAG00000004676
mastacembelus_armatus ENSMAMG00000008814
monopterus_albus ENSMALG00000015175
anabas_testudineus ENSATEG00000008480
seriola_lalandi_dorsalis ENSSLDG00000018272
seriola_dumerili ENSSDUG00000015862
xiphophorus_maculatus ENSXMAG00000004995
xiphophorus_couchianus ENSXCOG00000005891
gambusia_affinis ENSGAFG00000013248
poecilia_formosa ENSPFOG00000019076
poecilia_mexicana ENSPMEG00000001213
poecilia_latipinna ENSPLAG00000010385
poecilia_reticulata ENSPREG00000017776
cyprinodon_variegatus ENSCVAG00000009191
fundulus_heteroclitus ENSFHEG00000005506
kryptolebias_marmoratus ENSKMAG00000011090
oryzias_latipes_asm223471v1 ENSORLG00020020360
oryzias_latipes_asm223469v1 ENSORLG00015002945
oryzias_latipes_asm223467v1 ENSORLG00000010427
oryzias_melastigma ENSOMEG00000007512
astatotilapia_calliptera ENSACLG00000009383
maylandia_zebra ENSMZEG00005013086
haplochromis_burtoni ENSHBUG00000022100
pundamilia_nyererei ENSPNYG00000023232
oreochromis_niloticus ENSONIG00000001802
neolamprologus_brichardi ENSNBRG00000012919
amphilophus_citrinellus ENSACIG00000014547
amphilophus_citrinellus ENSACIG00000015232
scophthalmus_maximus ENSSMAG00000019406
periophthalmus_magnuspinnatus ENSPMGG00000011590
esox_lucius ENSELUG00000014898
gadus_morhua ENSGMOG00000011572
astyanax_mexicanus ENSAMXG00000035817
pygocentrus_nattereri ENSPNAG00000025415
ictalurus_punctatus ENSIPUG00000010615
danio_rerio ENSDARG00000113609
scleropages_formosus ENSSFOG00015004648
paramormyrops_kingsleyae ENSPKIG00000017284
lepisosteus_oculatus ENSLOCG00000013802
eptatretus_burgeri ENSEBUG00000008735
ciona_intestinalis ENSCING00000004114
ciona_savignyi ENSCSAVG00000008453
drosophila_melanogaster FBgn0033054
caenorhabditis_elegans_strain_n2 WBGene00007959
