equus_asinus_asinus ENSEASG00005003091
oryctolagus_cuniculus ENSOCUG00000017963
ochotona_princeps ENSOPRG00000008968
tupaia_belangeri ENSTBEG00000017601
pan_paniscus ENSPPAG00000035254
pan_troglodytes ENSPTRG00000018172
homo_sapiens ENSG00000112619
gorilla_gorilla ENSGGOG00000004097
pongo_abelii ENSPPYG00000016617
nomascus_leucogenys ENSNLEG00000004689
macaca_nemestrina ENSMNEG00000042503
macaca_fascicularis ENSMFAG00000037918
theropithecus_gelada ENSTGEG00000029621
papio_anubis ENSPANG00000018347
cercocebus_atys ENSCATG00000042372
mandrillus_leucophaeus ENSMLEG00000011503
chlorocebus_sabaeus ENSCSAG00000011454
rhinopithecus_bieti ENSRBIG00000043861
rhinopithecus_roxellana ENSRROG00000042494
colobus_angolensis_palliatus ENSCANG00000014994
piliocolobus_tephrosceles ENSPTEG00000019816
cebus_capucinus_imitator ENSCCAG00000035220
callithrix_jacchus ENSCJAG00000004580
saimiri_boliviensis_boliviensis ENSSBOG00000022403
aotus_nancymaae ENSANAG00000023340
carlito_syrichta ENSTSYG00000011558
microcebus_murinus ENSMICG00000044138
prolemur_simus ENSPSMG00000016187
propithecus_coquereli ENSPCOG00000018870
otolemur_garnettii ENSOGAG00000012661
echinops_telfairi ENSETEG00000009605
pteropus_vampyrus ENSPVAG00000009076
loxodonta_africana ENSLAFG00000015002
procavia_capensis ENSPCAG00000015981
dasypus_novemcinctus ENSDNOG00000005958
phascolarctos_cinereus ENSPCIG00000033509
sarcophilus_harrisii ENSSHAG00000001537
monodelphis_domestica ENSMODG00000019032
ornithorhynchus_anatinus ENSOANG00000008464
anser_brachyrhynchus ENSABRG00000011421
anas_platyrhynchos_platyrhynchos ENSAPLG00000013186
gallus_gallus ENSGALG00000009909
coturnix_japonica ENSCJPG00005008434
meleagris_gallopavo ENSMGAG00000010002
numida_meleagris ENSNMEG00000014923
calidris_pugnax ENSCPUG00000001013
calidris_pygmaea ENSCPGG00000019073
parus_major ENSPMJG00000013643
cyanistes_caeruleus ENSCCEG00000012059
taeniopygia_guttata ENSTGUG00000003357
lonchura_striata_domestica ENSLSDG00000016189
serinus_canaria ENSSCAG00000009177
junco_hyemalis ENSJHYG00000009863
zonotrichia_albicollis ENSZALG00000002538
ficedula_albicollis ENSFALG00000012604
lepidothrix_coronata ENSLCOG00000009800
manacus_vitellinus ENSMVIG00005005431
apteryx_haastii ENSAHAG00000004377
apteryx_owenii ENSAOWG00000000572
apteryx_rowi ENSARWG00000005684
dromaius_novaehollandiae ENSDNVG00000013035
nothoprocta_perdicaria ENSNPEG00000013384
gopherus_agassizii ENSGAGG00000001615
chelonoidis_abingdonii ENSCABG00000012959
chrysemys_picta_bellii ENSCPBG00000015538
pelodiscus_sinensis ENSPSIG00000008499
crocodylus_porosus ENSCPRG00005015610
pogona_vitticeps ENSPVIG00000018902
anolis_carolinensis ENSACAG00000000732
notechis_scutatus ENSNSUG00000014472
sphenodon_punctatus ENSSPUG00000002903
xenopus_tropicalis ENSXETG00000000213
latimeria_chalumnae ENSLACG00000012811
paramormyrops_kingsleyae ENSPKIG00000003278
scleropages_formosus ENSSFOG00015000580
seriola_dumerili ENSSDUG00000013379
seriola_lalandi_dorsalis ENSSLDG00000001652
scophthalmus_maximus ENSSMAG00000007047
mastacembelus_armatus ENSMAMG00000022441
monopterus_albus ENSMALG00000009614
anabas_testudineus ENSATEG00000022722
gasterosteus_aculeatus ENSGACG00000012325
labrus_bergylta ENSLBEG00000022386
poecilia_formosa ENSPFOG00000003489
poecilia_mexicana ENSPMEG00000013530
poecilia_latipinna ENSPLAG00000018809
poecilia_reticulata ENSPREG00000013649
xiphophorus_maculatus ENSXMAG00000016497
gambusia_affinis ENSGAFG00000004854
xiphophorus_couchianus ENSXCOG00000004101
fundulus_heteroclitus ENSFHEG00000003475
cyprinodon_variegatus ENSCVAG00000008955
kryptolebias_marmoratus ENSKMAG00000002178
oryzias_latipes_asm223467v1 ENSORLG00000003361
oryzias_latipes_asm223469v1 ENSORLG00015021237
oryzias_latipes_asm223471v1 ENSORLG00020015759
oryzias_melastigma ENSOMEG00000017960
astatotilapia_calliptera ENSACLG00000008164
maylandia_zebra ENSMZEG00005018317
pundamilia_nyererei ENSPNYG00000005703
haplochromis_burtoni ENSHBUG00000000353
neolamprologus_brichardi ENSNBRG00000009087
oreochromis_niloticus ENSONIG00000006958
amphilophus_citrinellus ENSACIG00000009922
tetraodon_nigroviridis ENSTNIG00000013386
takifugu_rubripes ENSTRUG00000004626
mola_mola ENSMMOG00000007910
amphiprion_ocellaris ENSAOCG00000017114
amphiprion_percula ENSAPEG00000016078
acanthochromis_polyacanthus ENSAPOG00000020031
stegastes_partitus ENSSPAG00000005993
cynoglossus_semilaevis ENSCSEG00000004051
cynoglossus_semilaevis ENSCSEG00000004046
hippocampus_comes ENSHCOG00000002689
periophthalmus_magnuspinnatus ENSPMGG00000000038
gadus_morhua ENSGMOG00000002745
esox_lucius ENSELUG00000016256
pygocentrus_nattereri ENSPNAG00000013015
astyanax_mexicanus ENSAMXG00000035606
ictalurus_punctatus ENSIPUG00000010856
danio_rerio ENSDARG00000014840
scleropages_formosus ENSSFOG00015003438
paramormyrops_kingsleyae ENSPKIG00000010774
monopterus_albus ENSMALG00000015246
cynoglossus_semilaevis ENSCSEG00000013489
periophthalmus_magnuspinnatus ENSPMGG00000013681
seriola_lalandi_dorsalis ENSSLDG00000000295
poecilia_formosa ENSPFOG00000014115
poecilia_mexicana ENSPMEG00000004967
poecilia_latipinna ENSPLAG00000020330
poecilia_reticulata ENSPREG00000009197
xiphophorus_maculatus ENSXMAG00000017072
xiphophorus_couchianus ENSXCOG00000004130
gambusia_affinis ENSGAFG00000011113
fundulus_heteroclitus ENSFHEG00000009400
cyprinodon_variegatus ENSCVAG00000013820
kryptolebias_marmoratus ENSKMAG00000008999
oryzias_latipes_asm223467v1 ENSORLG00000018794
oryzias_melastigma ENSOMEG00000007112
pundamilia_nyererei ENSPNYG00000004729
haplochromis_burtoni ENSHBUG00000009038
astatotilapia_calliptera ENSACLG00000026825
maylandia_zebra ENSMZEG00005004778
neolamprologus_brichardi ENSNBRG00000007532
oreochromis_niloticus ENSONIG00000008009
amphilophus_citrinellus ENSACIG00000009525
gasterosteus_aculeatus ENSGACG00000003215
mastacembelus_armatus ENSMAMG00000003090
anabas_testudineus ENSATEG00000004403
seriola_lalandi_dorsalis ENSSLDG00000017986
seriola_dumerili ENSSDUG00000013680
amphiprion_ocellaris ENSAOCG00000021652
amphiprion_percula ENSAPEG00000008191
acanthochromis_polyacanthus ENSAPOG00000002693
stegastes_partitus ENSSPAG00000002942
mola_mola ENSMMOG00000020770
labrus_bergylta ENSLBEG00000027454
scophthalmus_maximus ENSSMAG00000006154
hippocampus_comes ENSHCOG00000015388
takifugu_rubripes ENSTRUG00000018038
tetraodon_nigroviridis ENSTNIG00000014460
gadus_morhua ENSGMOG00000004132
esox_lucius ENSELUG00000002270
pygocentrus_nattereri ENSPNAG00000026496
astyanax_mexicanus ENSAMXG00000030506
ictalurus_punctatus ENSIPUG00000014789
danio_rerio ENSDARG00000038018
lepisosteus_oculatus ENSLOCG00000016479
eptatretus_burgeri ENSEBUG00000009544
